"id","name","title","gender","birth_date","death_date","family_self","family_parents","dist_to_I1208","dist_to_I1128","dist_to_I610","dist_to_I3012","dist_to_I3023","dist_to_I3034","dist_to_I452","dist_to_I444","dist_to_I603","dist_to_I52","min_offset_to_royal","min_dist_to_royal"
"I529","Louis XIII ","King of France","M",1601,1643,"F521","F271",17,12,15,18,12,21,14,12,15,15,4.33333333333333,12
"I530","Joanna of Austria","Arch Duchess","F",1548,,"F489","",17,14,16,19,14,21,16,14,16,15,4.33333333333333,14
"I531","Francesco I of Tuscany Italy","Grand Duke","M",1548,,"F489","",17,14,16,19,14,21,16,14,16,15,4.33333333333333,14
"I532","Alice de Courtenay",,"F",1163,,"F351","",26,26,25,28,26,30,25,26,25,24,5,24
"I533","Aymer of Angouleme (Taillefer)","Count","M",1163,,"F351","",26,26,25,28,26,30,25,26,25,24,5,24
"I534","Dau. 2 ",,"F",1933,,"","F188",12,12,8,14,12,17,8,7,8,8,8,7
"I535","Dau. 3 ",,"F",1933,,"","F188",12,12,8,14,12,17,8,7,8,8,8,7
"I536","Maria-Anna  (von Humboldt)",,"F",1916,,"F189","",12,12,9,14,12,17,9,7,9,9,8,7
"I537","Magdalene  (Reuss)",,"F",1920,,"F190","",12,12,9,14,12,17,9,7,9,9,8,7
"I538","Dau. 1 ",,"F",1940,,"","F190",12,12,9,14,12,17,9,7,9,9,8,7
"I539","Dau. 2 ",,"F",1940,,"","F190",12,12,9,14,12,17,9,7,9,9,8,7
"I540","Brigid  (Guinness)","Lady","F",1920,,"F191","",12,12,9,14,12,17,9,7,9,9,8,7
"I541","Son 1 ",,"M",1940,,"","F191",12,12,9,14,12,17,9,7,9,9,8,7
"I542","Son 2 ",,"M",1940,,"","F191",12,12,9,14,12,17,9,7,9,9,8,7
"I543","Son 3 ",,"M",1940,,"","F191",12,12,9,14,12,17,9,7,9,9,8,7
"I544","Dau. 1 ",,"F",1940,,"","F191",12,12,9,14,12,17,9,7,9,9,8,7
"I545","Dau. 2 ",,"F",1940,,"","F191",12,12,9,14,12,17,9,7,9,9,8,7
"I546","Clyde  (Harris)",,"M",1917,,"F192","",12,12,9,14,12,17,9,7,9,9,8,7
"I547","Sophie Charlotte",,"F",1879,1964,"F193","",11,11,8,13,11,16,8,6,8,8,8,6
"I548","Adelheid of Saxe- Meiningen",,"F",1891,1971,"F194","",11,11,8,13,11,16,8,6,8,8,8,6
"I549","Alexandra of Schleswig-",,"F",1887,1957,"F195","",11,11,8,13,11,16,8,6,8,8,8,6
"I550","Ina Maria (von Bassewitz)",,"F",1888,1973,"F196","",11,11,8,13,11,16,8,6,8,8,8,6
"I551","Marie Auguste of Anhalt",,"F",1898,1983,"F197","",11,11,8,13,11,16,8,6,8,8,8,6
"I552","Ernest Augustus of Brunswic (Hanover)","Duke","M",1887,1953,"F198","F85",11,7,5,13,7,16,6,3,7,6,8,3
"I553","Frederick William II","King of Prussia","M",1744,1797,"F199 - F200","F205",7,8,7,9,8,12,7,7,9,7,6.4,7
"I554","Elizabeth Christine of Brunswick",,"F",1746,1840,"F199","",8,9,8,10,9,13,8,8,9,8,6.4,8
"I555","Frederica Charlotte of Prussia","Princess","F",1767,1820,"F185","F199",8,9,8,10,9,13,8,8,8,7,5,7
"I556","Frederica of Hesse- Darmstadt",,"F",1751,1805,"F200","F81",7,8,7,9,8,12,7,7,9,7,6.4,7
"I557","Christine ",,"F",1772,1773,"","F200",8,9,8,10,9,13,8,8,10,8,6.4,8
"I558","Louis ",,"M",1773,1796,"F201","F200",8,9,8,10,9,13,8,7,9,8,8,7
"I559","Wilhelmina ",,"F",1774,1837,"F202","F200",6,7,6,10,7,13,6,8,9,8,6.33333333333333,6
"I560","Son Stillborn",,"M",1772,,"","F200",8,9,8,10,9,13,8,8,10,8,6.4,8
"I561","Augusta ",,"F",1780,1841,"F203","F200",8,9,8,10,9,13,8,8,10,8,6.4,8
"I562","Charles ",,"M",1781,1846,"","F200",8,9,8,10,9,13,8,8,10,8,6.4,8
"I563","William ",,"M",1783,1851,"F204","F200",8,9,8,10,9,13,8,8,10,8,6.4,8
"I564","Charles of Mecklenburg- Strelitz","Grand Duke","M",1753,,"F520","",10,10,9,12,10,15,9,7,9,8,8,7
"I565","William I of Netherlands","King","M",1772,1843,"F202 - F468","F239",6,7,6,11,7,13,6,9,9,9,6.33333333333333,6
"I566","William II of Hesse","Elector","M",1780,,"F203","",9,10,9,11,10,14,9,9,11,9,6.4,9
"I567","Maria Anna of Hesse",,"F",1785,1846,"F204","",9,10,9,11,10,14,9,9,11,9,6.4,9
"I568","Augustus William",,"M",1722,1758,"F205","F435",8,9,8,10,9,13,8,8,10,8,6.4,8
"I569","Louise of Brunswick",,"F",1722,1780,"F205","",8,9,8,10,9,13,8,8,10,8,6.4,8
"I570","Frederick Henry Charles",,"M",1747,1767,"","F205",9,10,9,11,10,14,9,9,11,9,6.4,9
"I571","Wilhelmine ",,"F",1751,1820,"F206","F205",9,10,9,11,10,14,9,9,11,9,6.4,9
"I572","George Charles Emil",,"M",1758,1759,"","F205",9,10,9,11,10,14,9,9,11,9,6.4,9
"I573","William V of Orange",,"M",1751,,"F206","",10,11,10,12,11,15,10,10,12,10,6.4,10
"I574","Charles Christian of Nassau-Weilb","Prince","M",1735,1788,"F207","",10,7,7,12,7,13,6,8,7,6,5.5,6
"I575","Caroline ",,"F",1743,1787,"F207","F238",9,7,7,11,7,12,6,8,7,6,5.5,6
"I576","Friedrich Wilhelm of Nassau-Weilb","Prince","M",1764,,"F208","F207",10,6,6,12,6,13,5,9,6,7,6,5
"I577","Unknown ",,"F",1764,,"F208","",11,6,6,13,6,14,5,10,6,8,6,5
"I578","Wilhelm of Nassau","Duke","M",1811,,"F209","F208",11,5,5,13,5,14,4,9,5,8,6,4
"I579","Unknown ",,"F",1811,,"F209","",12,5,5,13,5,15,4,9,5,8,6,4
"I580","Adolphe of Luxembourg","Grand Duke","M",1836,,"F210","F209",12,6,6,14,6,15,5,10,6,9,6,5
"I581","Unknown ",,"F",1836,,"F210","",13,7,7,15,7,16,6,11,7,10,6,6
"I582","Guillaume IV of Luxembourg","Grand Duke","M",1861,,"F211","F210",13,7,7,15,7,16,6,11,7,10,6,6
"I583","Unknown ",,"F",1861,,"F211","",14,8,8,16,8,17,7,12,8,11,6,7
"I584","Charlotte of Luxembourg","Grand Duchess","F",1886,,"F212","F211",14,8,8,16,8,17,7,12,8,11,6,7
"I585","Unknown ",,"M",1886,,"F212","",15,9,9,17,9,18,8,13,9,12,6,8
"I586","Jean of Luxembourg","Grand Duke","M",1911,,"","F212",15,9,9,17,9,18,8,13,9,12,6,8
"I587","Marie-Josephe de Saxe",,"F",1705,,"F1185","",22,17,18,23,17,26,18,14,18,18,8,14
"I588","Vladimir Cyrilovitch (Romanov)","Grand Duke","M",1917,,"F1381 - F214","F213",11,11,7,13,11,16,7,8,7,7,5.5,7
"I589","Leonide Bagration- Moukhransky","Princess","F",1914,,"F214","F1271",12,12,8,14,12,17,8,9,8,8,5.5,8
"I590","Gaston ","Duke of Orleans","M",1608,1660,"F1372","F271",17,14,16,19,14,21,16,14,16,15,4.33333333333333,14
"I591","James ","Duke of Segovia","M",1908,1975,"F1252 - F1253","F143",11,11,7,13,11,17,7,4,7,7,8,4
"I592","Dona Maria of Bourbon",,"F",1937,,"F1246","F149",12,12,8,14,12,18,8,3,8,8,8,3
"I593","Margarite ","Crown Princess","F",1939,,"F1247","F149",12,12,8,14,12,18,8,3,8,8,8,3
"I594","Alphonso ","Crown Prince","M",1941,1956,"","F149",12,12,8,14,12,18,8,3,8,8,8,3
"I595","Maria ",,"F",1796,,"F255","F170",11,9,9,11,9,14,8,8,9,6,5,6
"I596","Isabella  (Marshal)","Lady","F",1200,1240,"F599","F778",27,27,26,29,27,31,26,27,26,25,5,25
"I597","Charles of Sweden","Prince","M",1861,1951,"F215","F156",11,3,5,11,3,14,2,8,5,7,6,2
"I598","Ingeborg of Denmark",,"F",1878,1958,"F215","F218",10,3,4,11,3,14,2,7,6,6,6,2
"I599","Astrid of Sweden","Princess","F",1905,1935,"F216","F215",11,2,5,10,2,13,3,8,6,7,2.5,2
"I600","Leopold III ","King of Belgium","M",1901,1983,"F216 - F429","F423",12,2,6,9,2,12,4,9,7,8,2.5,2
"I601","Baudouin I of the Belgians","King","M",1930,,"F426","F216",12,3,6,10,3,13,4,9,7,8,2.5,3
"I602","Sibylla of Saxe-Coburg",,"F",1908,1971,"F217","",12,8,4,15,8,19,7,8,1,7,7,1
"I603","Carl XVI Gustav","King of Sweden","M",1946,,"F220","F217",12,8,4,15,8,19,7,8,0,7,7,0
"I604","Frederick VIII ","King of Denmark","M",1843,1912,"F218","F74",10,4,3,12,4,15,3,6,6,5,5,3
"I605","Louise of Sweden",,"F",1851,1926,"F218","F387",9,4,3,11,4,14,3,7,6,6,5,3
"I606","Christian X ","King of Denmark","M",1870,1947,"F219","F218",10,5,2,12,5,15,4,6,5,6,4,2
"I607","Alexandrine of Mecklenburg- Schwerin",,"F",1879,1952,"F219","F1278",11,6,2,13,6,16,5,6,5,7,4,2
"I608","Frederick IX ","King of Denmark","M",1899,1972,"F402","F219",11,6,1,13,6,16,5,5,4,7,4,1
"I609","Alexia  (Oldenburg)",,"M",1965,,"","F163",12,8,3,14,8,17,7,4,5,7,4,3
"I610","Mergrethe II ","Queen of Denmark","F",1940,,"F626","F402",12,7,0,14,7,17,6,6,4,7,4,0
"I611","Johann Georg II of Anhalt-Dessau","Prince","M",1633,1693,"F221","",11,11,11,11,11,12,10,12,11,10,5.5,10
"I612","Unknown ",,"F",1633,,"F221","",11,11,11,11,11,12,10,12,11,10,5.5,10
"I613","Leopold I of Anhalt-Dessau","Prince","M",1658,,"F244","F221",12,12,12,12,12,13,11,13,12,11,5.5,11
"I614","Henriette Amalie",,"F",1661,,"F222","F221",10,10,10,10,10,11,9,11,10,9,5.5,9
"I615","Heinrich Kasimir of Nassau-Dietz","Prince","M",1661,,"F222","",10,10,10,10,10,11,9,11,10,9,5.5,9
"I616","John William of Orang (Friso)","Prince","M",1686,1711,"F223","F222",9,9,9,9,9,10,8,10,9,8,5.5,8
"I617","Mary Louise",,"F",1688,1765,"F223","",9,9,9,9,9,10,8,10,9,8,5.5,8
"I618","William IV of Orange","Prince","M",1711,1751,"F238","F223",8,8,8,10,8,11,7,9,8,7,5.5,7
"I619","Charlotte Amalia",,"F",1710,1777,"F224","F223",10,9,10,8,9,9,9,11,10,9,1,8
"I620","Friedrich of Baden-Durlach","Prince","M",1703,1732,"F224","",11,9,11,8,9,9,10,12,11,10,1,8
"I621","Karl Friedrich of Baden","Grand Duke","M",1732,,"F225","F224",11,8,11,7,8,8,10,11,11,10,1,7
"I622","Unknown ",,"F",1732,,"F225","",11,8,11,7,8,8,10,11,12,11,1,7
"I623","Karl Ludwig of Baden","Prince","M",1751,,"F226","F225",10,7,10,6,7,7,9,10,12,10,1,6
"I624","Unknown ",,"F",1751,,"F226","",10,7,10,6,7,7,9,10,12,10,1,6
"I625","Karl of Baden","Grand Duke","M",1776,,"F227","F226",11,8,11,7,8,6,10,11,13,11,10,6
"I626","Caroline of Baden",,"F",1776,1841,"F232","F226",9,6,9,5,6,8,8,9,11,9,1,5
"I627","Unknown ",,"F",1776,,"F227","",12,9,12,8,9,6,11,12,14,12,10,6
"I628","Marie ",,"F",1801,,"F228","F227",12,9,12,8,9,5,11,12,14,12,10,5
"I629","William Alexander of Hamilton","Duke","M",1801,,"F228","",13,10,13,9,10,5,12,13,15,13,10,5
"I630","Mary ",,"F",1826,,"F229","F228",13,10,13,9,10,4,12,13,15,13,10,4
"I631","Albert I of Monaco","Prince","M",1826,,"F229","",14,11,14,10,11,4,13,14,16,14,10,4
"I632","Louis II of Monaco","Prince","M",1851,,"F230","F229",14,11,14,10,11,3,13,14,16,14,10,3
"I633","Unknown ",,"F",1851,,"F230","",15,12,15,11,12,3,14,15,17,15,10,3
"I634","Charlotte ",,"F",1924,,"F231","F230",15,12,15,11,12,2,14,15,17,15,10,2
"I635","Pierre  (de Polignac)","Prince","M",1924,,"F231","",16,13,16,12,13,2,15,16,18,16,10,2
"I636","Rainier III of Monaco","Prince","M",1949,2005,"F1426","F231",16,13,16,12,13,1,15,16,18,16,10,1
"I637","Maximilian I Joseph (Wittelsbach)","King of Bavaria","M",1756,1825,"F431 - F232","",8,6,9,5,6,9,8,9,10,9,1,5
"I638","Sophie (twin) (Wittelsbach)",,"F",1805,1872,"F233","F232",9,7,10,4,7,9,9,10,11,10,1,4
"I639","Franz Karl of Austria","Archduke","M",1805,,"F233","",10,8,11,4,8,10,10,11,12,11,1,4
"I640","Otto ",,"M",1881,,"F234","F236",11,9,12,4,9,11,11,12,13,12,1,4
"I641","Elisabeth Amalia",,"F",1881,,"F237","F236",11,9,12,2,9,11,11,12,13,12,1,2
"I642","Unknown ",,"F",1881,,"F234","",12,10,13,5,10,12,12,13,14,13,1,5
"I643","Karl I of Austria","Emperor","M",1906,,"F235","F234",12,10,13,5,10,12,12,13,14,13,1,5
"I644","Unknown ",,"F",1906,,"F235","",13,11,14,6,11,13,13,14,15,14,1,6
"I645","Otto of Austria","Archduke","M",1931,,"","F235",13,11,14,6,11,13,13,14,15,14,1,6
"I646","Karl Ludwig",,"M",1856,,"F236","F233",10,8,11,3,8,10,10,11,12,11,1,3
"I647","Unknown ",,"F",1856,,"F236","",11,9,12,3,9,11,11,12,13,12,1,3
"I648","Aloys of Liechtenstein","Prince","M",1881,,"F237","",12,10,13,2,10,12,12,13,14,13,1,2
"I649","Franz Joseph II of Liechtenstein","Prince","M",1906,1989,"F1423","F237",12,10,13,1,10,12,12,13,14,13,1,1
"I650","William V of Orange","Prince","M",1748,1806,"F239","F238",7,8,7,11,8,12,7,10,9,8,6.33333333333333,7
"I651","Wilhelmina ",,"F",1751,1820,"F239","",7,8,7,12,8,13,7,10,10,9,6.33333333333333,7
"I652","William II of Netherlands","King","M",1792,1849,"F240","F202",5,8,7,10,8,14,7,9,10,8,9,5
"I653","Frederik of Netherlands","Prince","M",1797,1881,"F388","F202",7,6,5,10,6,13,5,8,8,8,5,5
"I654","Anna Pavlovna",,"F",1795,1865,"F240","F469",5,9,8,10,9,14,8,8,10,7,9,5
"I655","William III of Netherlands","King","M",1817,1890,"F447 - F241","F240",4,9,8,9,9,13,8,9,9,8,9,4
"I656","Emma of Netherlands","Queen Regent","F",1858,1934,"F241","F67",4,10,8,10,10,14,8,9,8,8,9,4
"I657","Wilhelmina of Netherlands","Queen","F",1880,1962,"F242","F241",3,10,9,10,10,14,9,10,9,9,9,3
"I658","Henry of Mecklenburg","Duke","M",1876,1934,"F242","F445",3,10,9,11,10,14,9,9,10,9,9,3
"I659","Juliana of Netherlands","Queen","F",1909,,"F243","F242",2,11,10,11,11,15,10,10,10,10,9,2
"I660","Bernhard of Lippe- Biesterfeld","Prince","M",1911,,"F243","",2,12,11,12,12,16,11,11,11,11,9,2
"I661","Beatrix of Netherlands","Queen","F",1938,,"F443","F243",1,12,11,12,12,16,11,11,11,11,9,1
"I662","Unknown ",,"F",1658,,"F244","",13,13,13,13,13,14,12,14,13,12,5.5,12
"I663","Leopold II of Anhalt-Dessau","Prince","M",1683,,"F245","F244",13,13,13,13,13,14,12,14,13,12,5.5,12
"I664","Unknown ",,"F",1683,,"F245","",14,14,14,14,14,15,13,15,14,13,5.5,13
"I665","Agnes ",,"F",1708,,"F246","F245",14,14,14,14,14,15,13,15,14,13,5.5,13
"I666","Johann  (Just)","Baron von Loen","M",1708,,"F246","",15,15,15,15,15,16,14,16,15,14,5.5,14
"I667","Agnes ",,"F",1733,,"F247","F246",15,15,15,15,15,16,14,16,15,14,5.5,14
"I668","Ernst von Seherr-Thoss","Count","M",1733,,"F247","",16,16,16,16,16,17,15,17,16,15,5.5,15
"I669","Hermann von Seherr-Thoss","Count","M",1758,,"F248","F247",16,16,16,16,16,17,15,17,16,15,5.5,15
"I670","Unknown ",,"F",1758,,"F248","",17,17,17,17,17,18,16,18,17,16,5.5,16
"I671","Marguerite ",,"F",1783,,"F249","F248",17,17,17,17,17,18,16,18,17,16,5.5,16
"I672","Lajos Apponyi de Nagy-Appony","Count","M",1783,,"F249","",18,18,18,18,18,19,17,19,18,17,5.5,17
"I673","Cyula Apponyi de Nagy-Appony","Count","M",1808,,"F250","F249",18,18,18,18,18,19,17,19,18,17,5.5,17
"I674","Unknown ",,"F",1808,,"F250","",19,19,19,19,19,20,18,20,19,18,5.5,18
"I675","Geraldine ",,"F",1833,,"F251","F250",19,19,19,19,19,20,18,20,19,18,5.5,18
"I676","Zog I of Albania","King","M",1833,,"F251","",20,20,20,20,20,21,19,21,20,19,5.5,19
"I677","Leka I of Albania","King","M",1858,,"","F251",20,20,20,20,20,21,19,21,20,19,5.5,19
"I678","Karl of Austria","Archduke","M",1808,,"F252","",14,14,10,16,14,20,10,6,10,10,8,6
"I679","Henriette ",,"F",1808,,"F252","",14,14,10,16,14,20,10,6,10,10,8,6
"I680","Karl Ferdinand",,"M",1833,,"F253","F252",13,13,9,15,13,19,9,5,9,9,8,5
"I681","Unknown ",,"F",1833,,"F253","",13,13,9,15,13,19,9,5,9,9,8,5
"I682","Maria Cristina of Austria","Queen of Spain","F",1858,1929,"F254","F253",12,12,8,14,12,18,8,4,8,8,8,4
"I683","Alfonso XII ","King of Spain","M",1857,1885,"F1243 - F254","F453",12,12,8,14,12,18,8,4,8,8,8,4
"I684","Joseph of Austria","Archduke","M",1796,,"F255","",12,9,10,11,9,15,9,9,10,7,5,7
"I685","Elisabeth of Austria","Archduchess","F",1824,,"F256","F255",12,8,10,10,8,14,9,9,10,7,5,7
"I686","Ferdinand of Austria-Este","Archduke","M",1824,,"F256","",13,8,11,10,8,14,10,10,11,8,3.33333333333333,8
"I687","Maria Theresa",,"F",1849,1919,"F257","F256",12,7,11,9,7,13,9,10,11,8,2.5,7
"I688","Ludwig III  (Wittelsbach)","King of Bavaria","M",1845,1921,"F257","F438",11,7,11,8,7,12,9,11,11,9,2.5,7
"I689","Rupprecht of Bavaria","Crown Prince","M",1869,1955,"F258 - F439","F257",12,6,10,9,6,12,8,11,11,9,2.5,6
"I690","Maria Gabriele of Bavaria",,"F",1878,1912,"F258","F441",11,5,9,8,5,11,7,12,10,10,2.5,5
"I691","Albrecht (Albert)","Duke of Bavaria","M",1905,,"","F258",12,6,10,9,6,12,8,12,11,10,2.5,6
"I692","George of Denmark","Prince","M",1653,1708,"F259","F637",16,13,12,19,13,20,12,13,15,12,5,12
"I693","Anne  (Stuart)","Queen of England","F",1665,1714,"F259","F260",16,14,13,18,14,20,13,14,15,13,5,13
"I694","Daughter ",,"F",1684,1684,"","F259",17,14,13,19,14,21,13,14,16,13,5,13
"I695","Mary ",,"F",1685,1687,"","F259",17,14,13,19,14,21,13,14,16,13,5,13
"I696","Anne Sophia",,"F",1686,1687,"","F259",17,14,13,19,14,21,13,14,16,13,5,13
"I697","Son ",,"M",1687,1687,"","F259",17,14,13,19,14,21,13,14,16,13,5,13
"I698","William of Gloucester","Duke","M",1689,1700,"","F259",17,14,13,19,14,21,13,14,16,13,5,13
"I699","Mary ",,"F",1690,1690,"","F259",17,14,13,19,14,21,13,14,16,13,5,13
"I700","George ",,"M",1692,1692,"","F259",17,14,13,19,14,21,13,14,16,13,5,13
"I701","Daughter ",,"F",1693,1693,"","F259",17,14,13,19,14,21,13,14,16,13,5,13
"I702","Daughter ",,"F",1696,1696,"","F259",17,14,13,19,14,21,13,14,16,13,5,13
"I703","Son ",,"M",1696,1696,"","F259",17,14,13,19,14,21,13,14,16,13,5,13
"I704","Son ",,"M",1698,1698,"","F259",17,14,13,19,14,21,13,14,16,13,5,13
"I705","Daughter ",,"F",1700,1700,"","F259",17,14,13,19,14,21,13,14,16,13,5,13
"I706","James II  (Stuart)","King of England","M",1633,1701,"F260 - F261","F270",15,14,14,17,14,19,14,15,14,13,5,13
"I707","Anne  (Hyde)",,"F",1637,1671,"F260","F944",16,15,14,18,15,20,14,15,15,14,5,14
"I708","Charles of Cambridge","Duke","M",1660,1661,"","F260",16,15,15,18,15,20,15,16,15,14,5,14
"I709","Mary II ","Queen of England","F",1662,1694,"F276","F260",16,15,15,18,15,20,15,16,15,14,5,14
"I710","James of Cambridge","Duke","M",1663,1667,"","F260",16,15,15,18,15,20,15,16,15,14,5,14
"I711","Charles ","Duke of Kendal","M",1666,1667,"","F260",16,15,15,18,15,20,15,16,15,14,5,14
"I712","Edgar of Cambridge","Duke","M",1667,1669,"","F260",16,15,15,18,15,20,15,16,15,14,5,14
"I713","Henrietta ",,"F",1669,1669,"","F260",16,15,15,18,15,20,15,16,15,14,5,14
"I714","Catherine ",,"F",1671,1671,"","F260",16,15,15,18,15,20,15,16,15,14,5,14
"I715","Mary Beatrice of Modena",,"F",1658,1718,"F261","F275",16,15,15,18,15,20,15,16,15,14,5,14
"I716","Catherine Laura (Stuart)",,"F",1615,1675,"","F261",16,15,15,18,15,20,15,16,15,14,5,14
"I717","Charles of Cambridge (Stuart)","Duke","M",1677,1677,"","F261",16,15,15,18,15,20,15,16,15,14,5,14
"I718","Charlotte Maria (Stuart)",,"F",1682,1682,"","F261",16,15,15,18,15,20,15,16,15,14,5,14
"I719","James Francis Edwar (Stuart)","Prince of Wales","M",1688,1766,"F262","F261",16,15,15,18,15,20,15,16,15,14,5,14
"I720","Louisa Maria Theres (Stuart)",,"F",1692,1712,"","F261",16,15,15,18,15,20,15,16,15,14,5,14
"I721","Maria Casimire Clementin (Sobieska)",,"F",1702,1735,"F262","F952",17,16,16,19,16,21,16,17,16,15,5,15
"I722","Charles Edward Loui (Stuart)",,"M",1720,1788,"F263","F262",17,16,16,19,16,21,16,17,16,15,5,15
"I723","Henry Benedict Thoma (Stuart)","Duke of York","M",1725,1807,"","F262",17,16,16,19,16,21,16,17,16,15,5,15
"I724","Louise Maximilienne Caroline",,"F",1752,1824,"F263","F954",18,17,17,20,17,22,17,18,17,16,5,16
"I725","James I  (Stuart)","King of England","M",1566,1625,"F264","F455",13,13,12,15,13,17,12,13,12,11,5,11
"I726","Anne of Denmark",,"F",1574,1619,"F264","F268",13,13,12,15,13,17,12,13,12,11,5,11
"I727","Henry Frederick (Stuart)","Prince of Wales","M",1594,1612,"","F264",14,14,13,16,14,18,13,14,13,12,5,12
"I728","Elizabeth  (Stuart)",,"F",1596,1662,"F265","F264",12,12,11,14,12,16,11,12,11,10,5,10
"I729","Margaret  (Stuart)",,"F",1598,1600,"","F264",14,14,13,16,14,18,13,14,13,12,5,12
"I730","Charles I  (Stuart)","King of England","M",1600,1649,"F270","F264",14,13,13,16,13,18,13,14,13,12,5,12
"I731","Robert  (Stuart)","Duke of Kintyre","M",1602,1602,"","F264",14,14,13,16,14,18,13,14,13,12,5,12
"I732","Son ",,"M",1603,1603,"","F264",14,14,13,16,14,18,13,14,13,12,5,12
"I733","Mary  (Stuart)",,"F",1605,1607,"","F264",14,14,13,16,14,18,13,14,13,12,5,12
"I734","Sophia  (Stuart)",,"F",1606,1606,"","F264",14,14,13,16,14,18,13,14,13,12,5,12
"I735","Frederick V of Palatinate","King of Bohemia","M",1596,1632,"F265","",12,12,11,14,12,16,11,12,11,10,5,10
"I736","Sophia  (Hanover)",,"F",1630,1714,"F266","F265",11,11,10,13,11,15,10,11,10,9,5,9
"I737","Frederick II of Denmark and Norway","King","M",1534,1588,"F268","F638",14,14,13,16,14,18,13,14,13,12,5,12
"I738","Sophia of Mecklenburg- Gustrow",,"F",1557,1631,"F268","",14,14,13,16,14,18,13,14,13,12,5,12
"I739","Henrietta Maria of France",,"F",1609,1669,"F270","F271",15,13,14,17,13,19,14,14,14,13,3.33333333333333,13
"I740","Henry IV the Great","King of France","M",1553,1610,"F1184 - F271","F446",16,13,15,18,13,20,15,13,15,14,4.33333333333333,13
"I741","Marie  (de' Medici)",,"F",1573,1642,"F271","F489",16,13,15,18,13,20,15,13,15,14,4.33333333333333,13
"I742","Charles James (Stuart)","Duke of Cornwall","M",1629,1629,"","F270",15,14,14,17,14,19,14,15,14,13,5,13
"I743","Charles II  (Stuart)","King of England","M",1630,1685,"F273","F270",15,14,14,17,14,19,14,15,14,13,5,13
"I744","Mary  (Stuart)","Princess Royal","F",1631,1660,"F269","F270",15,14,14,17,14,19,14,15,14,13,5,13
"I745","Elizabeth  (Stuart)",,"F",1635,1650,"","F270",15,14,14,17,14,19,14,15,14,13,5,13
"I746","Anne  (Stuart)",,"F",1637,1640,"","F270",15,14,14,17,14,19,14,15,14,13,5,13
"I747","Catherine  (Stuart)",,"F",1639,1639,"","F270",15,14,14,17,14,19,14,15,14,13,5,13
"I748","Henry of Gloucester (Stuart)","Duke","M",1640,1660,"","F270",15,14,14,17,14,19,14,15,14,13,5,13
"I749","Henrietta Anne (Stuart)",,"F",1644,1670,"F272","F270",15,12,14,17,12,19,14,14,14,13,2.5,12
"I750","William II of Orange","Prince","M",1626,1650,"F269","",16,15,15,18,15,20,15,16,15,14,5,14
"I751","Philippe of Orleans","Duke","M",1641,1701,"F272 - F1373","F521",16,11,14,17,11,20,13,13,14,14,2.5,11
"I752","Catherine of Braganza",,"F",1638,1705,"F273","F274",16,15,15,18,15,20,15,16,15,14,5,14
"I753","John IV the Fortunate","King of Portugal","M",1605,1656,"F274","",17,16,16,19,16,21,16,17,16,15,5,15
"I754","Luiza Maria (de Guzman)",,"F",1605,,"F274","",17,16,16,19,16,21,16,17,16,15,5,15
"I755","Alfonso IV  (d'Este)","Duke of Modena","M",1633,,"F275","",17,16,16,19,16,21,16,17,16,15,5,15
"I756","Laura  (Mortinozzi)",,"F",1633,,"F275","",17,16,16,19,16,21,16,17,16,15,5,15
"I757","William III of Orange (Stuart)","King of England","M",1650,1702,"F276","F269",16,15,15,18,15,20,15,16,15,14,5,14
"I758","Ernest Augustus of Brunswick","Duke","M",1629,1698,"F266","",11,11,10,13,11,15,10,11,10,9,5,9
"I759","George I of Saxe- Meiningen","Duke","M",1767,,"F277","",12,11,9,13,11,17,9,10,9,8,5,8
"I760","Louisa Eleonora of Hohenlohe-","Princess","F",1767,,"F277","",12,11,9,13,11,17,9,10,9,8,5,8
"I761","Frederick William I","King of Prussia","M",1688,1740,"F435","F267",9,10,9,11,10,14,9,9,11,9,6.4,9
"I762","Maria of Waldegrave (Walpole)","Countess","F",1730,1790,"F958 - F279","F957",12,11,9,13,11,16,9,10,9,8,5,8
"I763","Anne  (Horton)","Hon.","F",1748,1808,"F280","",12,11,9,13,11,16,9,10,9,8,5,8
"I764","Christian VII ","King of Denmark","M",1749,1808,"F281","F107",11,9,8,13,9,15,8,9,9,8,5,8
"I765","Charles Louis","Elector Palatine","M",1620,1680,"F940","F265",13,13,12,15,13,17,12,13,12,11,5,11
"I766","Rupert of Cumberland","Duke","M",1619,1682,"","F265",13,13,12,15,13,17,12,13,12,11,5,11
"I767","Maurice ",,"M",1594,1654,"","F265",13,13,12,15,13,17,12,13,12,11,5,11
"I768","Edward ",,"M",1621,,"F942","F265",13,13,12,15,13,17,12,13,12,11,5,11
"I769","Charlotte  (Landgrave)",,"F",1620,,"F940","F941",14,14,13,16,14,18,13,14,13,12,5,12
"I770","Ernest Augustus","Duke of York","M",1654,,"","F266",12,12,11,14,12,16,11,12,11,10,5,10
"I771","Sophia Charlotte",,"F",1668,1705,"F267","F266",10,11,10,12,11,15,10,10,11,10,6.4,10
"I772","Frederick I ","King of Prussia","M",1657,1713,"F436 - F267 - F437","",10,11,10,12,11,15,10,10,12,10,6.4,10
"I773","Henry VII  (Tudor)","King of England","M",1457,1509,"F282","F461",17,17,16,19,17,21,16,17,16,15,5,15
"I774","Elizabeth of York",,"F",1466,1503,"F282","F373",17,17,16,19,17,21,16,17,16,15,5,15
