"id","name","title","gender","birth_date","death_date","family_self","family_parents","dist_to_I1208","dist_to_I1128","dist_to_I610","dist_to_I3012","dist_to_I3023","dist_to_I3034","dist_to_I452","dist_to_I444","dist_to_I603","dist_to_I52","min_offset_to_royal","min_dist_to_royal"
"I1429","Madeleine of France",,"F",1477,1537,"F458","F728",16,16,15,18,16,20,15,16,15,14,5,14
"I1430","Henry  (Grey)","Duke of Suffolk","M",1494,1554,"F527","",20,20,19,22,20,24,19,20,19,18,5,18
"I1431","Margaret  (Douglas)","Lady","F",1515,1578,"F528","F529",15,15,14,17,15,19,14,15,14,13,5,13
"I1432","Matthew  (Stuart)","Earl Lennox 4th","M",1516,1571,"F528","F551",15,15,14,17,15,19,14,15,14,13,5,13
"I1433","Charles  (Stuart)","Earl Lennox 6th","M",1516,1576,"F530","F528",16,16,15,18,16,20,15,16,15,14,5,14
"I1434","Elizabeth  (Cavendish)",,"F",1521,1581,"F530","F930",17,17,16,19,17,21,16,17,16,15,5,15
"I1435","Arabella  (Stuart)",,"F",1555,1615,"F531","F530",17,17,16,19,17,21,16,17,16,15,5,15
"I1436","William  (Seymour)","Duke Sommerset","M",1600,1660,"F531 - F932","F938",18,18,17,20,18,22,17,18,17,16,5,16
"I1437","Thomas  (Beaufort)","Duke of Exeter","M",1370,,"F917","F485",22,22,21,24,22,26,21,22,21,20,5,20
"I1438","Franz Josef of Austria","Emperor","M",1830,1916,"F532","F1150",11,7,11,8,7,11,9,12,12,12,2.5,7
"I1439","Rudolf ","Archduke","M",1858,1889,"","F532",11,7,11,8,7,11,9,12,12,12,2.5,7
"I1440","Daughter 1 ",,"F",1858,,"","F532",11,7,11,8,7,11,9,12,12,12,2.5,7
"I1441","Daughter 2 ",,"F",1858,,"","F532",11,7,11,8,7,11,9,12,12,12,2.5,7
"I1442"," ","duc d' Alencon","M",1847,,"F533","",11,7,11,8,7,11,9,12,12,12,2.5,7
"I1443","Joan  (Holland)",,"F",1374,1434,"F534","",22,22,21,24,22,26,21,22,21,20,5,20
"I1444","Maud  (Clifford)",,"F",1355,,"F1074 - F535","F1073",21,21,20,23,21,25,20,21,20,19,5,19
"I1445","Anne  (Stafford)",,"F",1365,,"F536","F1059",23,23,22,25,23,27,22,23,22,21,5,21
"I1446","Catherine  (Woodville)",,"F",1435,,"F537","",21,21,20,23,21,25,20,21,20,19,5,19
"I1447","Robert I  (Bruce)","King of Scotland","M",1274,1329,"F538 - F539","F740",23,23,22,25,23,27,22,23,22,21,5,21
"I1448","Isobel of Mar",,"F",1274,,"F538","F730",23,23,22,25,23,27,22,23,22,21,5,21
"I1449","Margery  (Bruce)",,"F",1256,1316,"F542","F538",22,22,21,24,22,26,21,22,21,20,5,20
"I1450","Elizabeth de Burgh",,"F",1267,1327,"F539","F548",24,24,23,26,24,28,23,24,23,22,5,22
"I1451","David II  (Bruce)","King of Scotland","M",1329,1371,"F540 - F541","F539",24,24,23,26,24,28,23,24,23,22,5,22
"I1453","Margaret  (Drummond)",,"F",1315,1375,"F746 - F541","F747",25,25,24,27,25,29,24,25,24,23,5,23
"I1454","Walter  (Stewart)",,"M",1292,1326,"F542","",22,22,21,24,22,26,21,22,21,20,5,20
"I1455","Robert II ","King of Scotland","M",1316,1390,"F543 - F545","F542",21,21,20,23,21,25,20,21,20,19,5,19
"I1456","Elizabeth of Rowallan (Mure)",,"F",1316,,"F543","F731",21,21,20,23,21,25,20,21,20,19,5,19
"I1457","Robert III ","King of Scotland","M",1341,,"F544","F543",20,20,19,22,20,24,19,20,19,18,5,18
"I1458","Walter ",,"M",1341,,"","F543",22,22,21,24,22,26,21,22,21,20,5,20
"I1459","Robert ","Earl of Fife","M",1341,,"F554","F543",22,22,21,24,22,26,21,22,21,20,5,20
"I1460","Alexander ",,"M",1341,,"","F543",22,22,21,24,22,26,21,22,21,20,5,20
"I1461","Annabella ",,"F",1341,1401,"F544","F737",20,20,19,22,20,24,19,20,19,18,5,18
"I1462","David of Rothesay","Duke","M",1366,,"","F544",21,21,20,23,21,25,20,21,20,19,5,19
"I1463","James I ","King of Scotland","M",1394,1437,"F546","F544",19,19,18,21,19,23,18,19,18,17,5,17
"I1464","Euphemia of Ross",,"F",1316,,"F545","F732",22,22,21,24,22,26,21,22,21,20,5,20
"I1465","Joan  (Beaufort)",,"F",1385,1445,"F546 - F555","F486",19,19,18,21,19,23,18,19,18,17,5,17
"I1466","James II ","King of Scotland","M",1430,1460,"F547","F546",18,18,17,20,18,22,17,18,17,16,5,16
"I1467","Marie of Gueldres",,"F",1403,1463,"F547","F738",18,18,17,20,18,22,17,18,17,16,5,16
"I1468","John ","King of Denmark","M",1455,1513,"F1343","F739",18,18,17,20,18,22,17,18,17,16,5,16
"I1469","Margaret of Denmark",,"F",1457,1486,"F460","F739",17,17,16,19,17,21,16,17,16,15,5,15
"I1470","Alexander ","Duke of Albany","M",1454,1485,"F553 - F1344","F547",19,19,18,21,19,23,18,19,18,17,5,17
"I1471","John ","Earl of Mar","M",1442,,"","F547",19,19,18,21,19,23,18,19,18,17,5,17
"I1472","Mary ",,"F",1479,,"F315 - F549","F547",18,18,17,20,18,22,17,18,17,16,5,16
"I1473","Thomas  (Boyd)","Earl of Arran","M",1479,,"F315","",19,19,18,21,19,23,18,19,18,17,5,17
"I1474","James  (Hamilton)","Lord 1st","M",1479,,"F549","",18,18,17,20,18,22,17,18,17,16,5,16
"I1475","Elizabeth ",,"F",1504,,"F550","F549",17,17,16,19,17,21,16,17,16,15,5,15
"I1476","James  (Hamilton)","Earl of Arran I","M",1477,1529,"F556","F549",19,19,18,21,19,23,18,19,18,17,5,17
"I1477","Matthew  (Stewart)","Earl Lennox II","M",1504,,"F550","",17,17,16,19,17,21,16,17,16,15,5,15
"I1478","John  (Stewart)","Earl Lennox III","M",1491,,"F551","F550",16,16,15,18,16,20,15,16,15,14,5,14
"I1479","Unknown ",,"F",1491,,"F551","",16,16,15,18,16,20,15,16,15,14,5,14
"I1480","John  (Stuart)","Lord d'Aubigny V","M",1498,,"F552","F551",17,17,16,19,17,21,16,17,16,15,5,15
"I1481","Unknown ",,"F",1498,,"F552","",18,18,17,20,18,22,17,18,17,16,5,16
"I1482","Esme  (Stuart)","Duke Lennox I","M",1523,1583,"","F552",18,18,17,20,18,22,17,18,17,16,5,16
"I1483","Catherine  (Sinclair)",,"F",1454,,"F553","",20,20,19,22,20,24,19,20,19,18,5,18
"I1484","John ","Duke of Albany","M",1484,1536,"","F1344",20,20,19,22,20,24,19,20,19,18,5,18
"I1485","Unknown ",,"F",1341,,"F554","",23,23,22,25,23,27,22,23,22,21,5,21
"I1486","Murdoch ","Duke of Albany","M",1366,,"","F554",23,23,22,25,23,27,22,23,22,21,5,21
"I1487","James  (Stewart)","Sir","M",1385,,"F555","",20,20,19,22,20,24,19,20,19,18,5,18
"I1488","John  (Stewart)","Earl of Atholl","M",1410,,"","F555",20,20,19,22,20,24,19,20,19,18,5,18
"I1489","James  (Stewart)","Earl of Buchan","M",1410,,"","F555",20,20,19,22,20,24,19,20,19,18,5,18
"I1490","Andrew  (Stewart)","Bishop of Moray","M",1410,,"","F555",20,20,19,22,20,24,19,20,19,18,5,18
"I1491","Janet  (Beaton)",,"F",1462,1522,"F556","",20,20,19,22,20,24,19,20,19,18,5,18
"I1492","James  (Hamilton)","Earl of Arran II","M",1515,1575,"F557","F556",20,20,19,22,20,24,19,20,19,18,5,18
"I1493","Margaret  (Douglas)",,"F",1515,,"F557","",21,21,20,23,21,25,20,21,20,19,5,19
"I1494","James  (Hamilton)","3d Earl of Arran","M",1549,1609,"","F557",21,21,20,23,21,25,20,21,20,19,5,19
"I1495","Blanche of Artois",,"F",1242,1302,"F558","F786",25,25,24,27,25,29,24,25,24,23,5,23
"I1496","Thomas ","Earl Lancaster","M",1268,,"","F558",26,26,25,28,26,30,25,26,25,24,5,24
"I1497","Henry ","Earl Lancaster","M",1276,,"F559","F558",24,24,23,26,24,28,23,24,23,22,5,22
"I1498","Maud  (Chaworth)",,"F",1276,,"F559","",24,24,23,26,24,28,23,24,23,22,5,22
"I1499","Henry ","Duke Lancaster I","M",1301,1361,"F560","F559",23,23,22,25,23,27,22,23,22,21,5,21
"I1500","Isabel  (de Beaumont)",,"F",1301,,"F560","",23,23,22,25,23,27,22,23,22,21,5,21
"I1501","Philippa of Lancaster",,"F",1360,1415,"F561","F452",22,22,21,24,22,26,21,22,21,20,5,20
"I1502","Elizabeth ",,"F",1364,1426,"F1067 - F1068","F452",22,22,21,24,22,26,21,22,21,20,5,20
"I1503","John I ","King of Portugal","M",1357,1433,"F561","",23,23,22,25,23,27,22,23,22,21,5,21
"I1504","Alice (Itayls) (Hayles)",,"F",1266,1326,"F562","F789",25,25,24,27,25,29,24,25,24,23,5,23
"I1505","Margaret of Liddell (Wake)","Baroness","F",1289,1349,"F793 - F564","F792",22,22,21,24,22,26,21,22,21,20,5,20
"I1506","Constance of Brittany","Duchess","F",1141,1201,"F563 - F771 - F772","F770",28,28,27,30,28,32,27,28,27,26,5,26
"I1507","Arthur ",,"M",1187,1203,"","F563",28,28,27,30,28,32,27,28,27,26,5,26
"I1508","Berengaria of Navarre",,"F",1163,1230,"F565","F769",28,28,27,30,28,32,27,28,27,26,5,26
"I1509","Henry the Lion","Duke of Saxony","M",1135,1195,"F566","",28,28,27,30,28,32,27,28,27,26,5,26
"I1510","Margaret of France",,"F",1138,1198,"F567","F766",27,27,26,29,27,31,26,27,26,25,5,25
"I1511","Malcolm III Canmore","King of Scotland","M",1033,1093,"F1020 - F568","F1028",29,29,28,31,29,33,28,29,28,27,5,27
"I1512","St Margaret ",,"F",1033,1093,"F568","F582",29,29,28,31,29,33,28,29,28,27,5,27
"I1513","Edgar ","King of Scotland","M",1074,1107,"","F568",30,30,29,32,30,34,29,30,29,28,5,28
"I1514","Alexander I the Fierce","King of Scotland","M",1078,1124,"F1018","F568",30,30,29,32,30,34,29,30,29,28,5,28
"I1515","David I the Saint","King of Scotland","M",1080,1153,"F1022","F568",29,29,28,31,29,33,28,29,28,27,5,27
"I1516","Mary of Scotland",,"F",1078,,"F589","F568",30,30,29,32,30,34,29,30,29,28,5,28
"I1517","Stephen Henry","Count of Blois","M",1042,1102,"F569","",31,31,30,33,31,35,30,31,30,29,5,29
"I1518","Theobald ","Count of Blois","M",1091,1151,"F763","F569",31,31,30,33,31,35,30,31,30,29,5,29
"I1519","Henry of Winchester","Bishop","M",1077,,"","F569",31,31,30,33,31,35,30,31,30,29,5,29
"I1520","Alfonso VIII ","King of Castile","M",1155,1214,"F571","F695",27,27,26,29,27,31,26,27,26,25,5,25
"I1521","Matthew of Alsace","Count Boulogne","M",1136,,"F588","F768",33,33,32,35,33,37,32,33,32,31,5,31
"I1522","Eustace III of Boulogne","Count","M",1078,,"F589","",31,31,30,33,31,35,30,31,30,29,5,29
"I1523","Isabel de Warrenne",,"F",1134,,"F587","F767",33,33,32,35,33,37,32,33,32,31,5,31
"I1524","Constance of Toulouse",,"F",1130,,"F570","",33,33,32,35,33,37,32,33,32,31,5,31
"I1534","Edward the Confessor","King of England","M",1002,1066,"F576","F575",33,33,32,35,33,37,32,33,32,31,5,31
"I1535","Edith (Eadgyth)",,"F",1015,1075,"F576","F577",34,34,33,36,34,38,33,34,33,32,5,32
"I1538","Harold II ",,"M",1022,1066,"F578","F577",35,35,34,37,35,39,34,35,34,33,5,33
"I1539","Edith Swan-neck (Ealdgyth)",,"F",1022,,"F813 - F578","F706",34,34,33,36,34,38,33,34,33,32,5,32
"I1540","Gytha ",,"F",1065,,"F579","F578",35,35,34,37,35,39,34,35,34,33,5,33
"I1541","Vladimir of Kiev (Monomakh)","Grand Duke","M",1065,1125,"F579","",36,36,35,38,36,40,35,36,35,34,5,34
"I1545","Edward  (Athling)",,"M",1016,1057,"F582","F581",30,30,29,32,30,34,29,30,29,28,5,28
"I1546","Agatha ",,"F",1016,,"F582","F699",30,30,29,32,30,34,29,30,29,28,5,28
"I1547","Edgar  (Athling)",,"M",1041,,"","F582",31,31,30,33,31,35,30,31,30,29,5,29
"I1550","Harold I Harefoot",,"M",1015,1040,"","F583",35,35,34,37,35,39,34,35,34,33,5,33
"I1552","Hardicanute ","King of Denmark","M",1018,1042,"","F584",34,34,33,36,34,38,33,34,33,32,5,32
"I1554","Odo of Bayeux","Bishop","M",1037,1097,"","F585",31,31,30,33,31,35,30,31,30,29,5,29
"I1555","Robert ","Count of Mortain","M",1000,,"","F585",31,31,30,33,31,35,30,31,30,29,5,29
"I1556","Alan IV of Brittany (Fergant)","Count","M",1066,,"F586","",31,31,30,33,31,35,30,31,30,29,5,29
"I1557","William II the Good","King of Sicily","M",1166,1189,"F590","F1166",28,28,27,30,28,32,27,28,27,26,5,26
"I1558","Raymond VI of Toulouse","Count","M",1165,,"F591","",28,28,27,30,28,32,27,28,27,26,5,26
"I1559","Nicholas  (Koulikovsky)","Colonel","M",1881,1958,"F592","",11,8,7,13,8,16,7,8,10,7,5,7
"I1560","Tikhon  (Koulikovsky)",,"M",1917,,"","F592",11,8,7,13,8,16,7,8,10,7,5,7
"I1561","Goury  (Koulikovsky)",,"M",1919,,"","F592",11,8,7,13,8,16,7,8,10,7,5,7
"I1562","Andrew ",,"M",1897,,"","F51",10,8,7,12,8,15,7,8,10,7,5,7
"I1563","Theodore ",,"M",1898,,"","F51",10,8,7,12,8,15,7,8,10,7,5,7
"I1564","Nikita ",,"M",1900,,"","F51",10,8,7,12,8,15,7,8,10,7,5,7
"I1565","Dimitri ",,"M",1901,,"","F51",10,8,7,12,8,15,7,8,10,7,5,7
"I1566","Rostislav ",,"M",1902,,"","F51",10,8,7,12,8,15,7,8,10,7,5,7
"I1567","Vassily ",,"M",1907,,"","F51",10,8,7,12,8,15,7,8,10,7,5,7
"I1568","Alexander Alexandrovich (Romanov)",,"M",1869,1870,"","F9",10,7,6,12,7,15,6,7,9,6,5,6
"I1569","Catherine  (Yourievska)","Princess","F",1847,1922,"F593","",9,9,8,11,9,14,8,8,8,7,5,7
"I1570","George  (Romanov)",,"M",1872,1913,"F594","F593",9,9,8,11,9,14,8,8,8,7,5,7
"I1571","Olga  (Romanov)",,"F",1874,1925,"F595","F593",9,9,8,11,9,14,8,8,8,7,5,7
"I1572","Catherine  (Romanov)",,"F",1878,1959,"F596 - F597","F593",9,9,8,11,9,14,8,8,8,7,5,7
"I1573","Alexandra  (Zarnekau)","Countess","F",1883,,"F594","",10,10,9,12,10,15,9,9,9,8,5,8
"I1574","Alexander Alexandrovich (Romanov)",,"M",1900,,"","F594",10,10,9,12,10,15,9,9,9,8,5,8
"I1575","  (von Merenberg)","Count","M",1871,1948,"F595","",10,10,9,12,10,15,9,9,9,8,5,8
"I1576","George ",,"M",1897,,"","F595",10,10,9,12,10,15,9,9,9,8,5,8
"I1577","Olga ",,"F",1898,,"","F595",10,10,9,12,10,15,9,9,9,8,5,8
"I1578","Alexander V. (Bariatinsky)","Prince","M",1870,1910,"F596","",10,10,9,12,10,15,9,9,9,8,5,8
"I1579","Andrei  (Bariatinsky)",,"M",1902,1931,"","F596",10,10,9,12,10,15,9,9,9,8,5,8
"I1580","Alexander  (Bariatinsky)",,"M",1905,,"","F596",10,10,9,12,10,15,9,9,9,8,5,8
"I1581","Serge  (Obelensky)","Prince","M",1890,,"F597","",10,10,9,12,10,15,9,9,9,8,5,8
"I1582","Sanchia of Provence",,"F",1225,1261,"F600","F779",27,27,26,29,27,31,26,27,26,25,5,25
"I1583","Beatrix of Falkenburg",,"F",1253,1277,"F601","F780",27,27,26,29,27,31,26,27,26,25,5,25
"I1584","Frederick II of Germany","Emperor","M",1214,,"F602","",27,27,26,29,27,31,26,27,26,25,5,25
"I1585","Alexander III ","King of Scotland","M",1241,1286,"F603 - F787","F1025",26,26,25,28,26,30,25,26,25,24,5,24
"I1586","John of Dreux","Earl of Richmond","M",1242,,"F604","",26,26,25,28,26,30,25,26,25,24,5,24
"I1587","Aveline de Forz",,"F",1214,1274,"F605","F785",26,26,25,28,26,30,25,26,25,24,5,24
"I1588","Gilbert De Clare","Earl Gloucester","M",1235,1295,"F606","",25,25,24,27,25,29,24,25,24,23,5,23
"I1589","Ralph de Monthermer","Baron","M",1245,1305,"F607","",25,25,24,27,25,29,24,25,24,23,5,23
"I1590","John II ","Duke of Brabant","M",1275,,"F608","",25,25,24,27,25,29,24,25,24,23,5,23
"I1591","John I ","Count of Holland","M",1282,,"F609","",25,25,24,27,25,29,24,25,24,23,5,23
"I1592","Humphrey De Bohun","Earl of Hereford","M",1282,,"F610","",25,25,24,27,25,29,24,25,24,23,5,23
"I1593","Mary de Ros",,"F",1300,,"F791 - F611","F790",25,25,24,27,25,29,24,25,24,23,5,23
"I1594","John V  (de Montfort)","Duke of Brittany","M",1339,1399,"F612 - F619","",23,23,22,25,23,27,22,23,22,21,5,21
"I1595","Margaret  (Holland)",,"F",1379,1439,"F486 - F613","F901",20,20,19,22,20,24,19,20,19,18,5,18
"I1596","Anne of Burgundy",,"F",1372,1432,"F614","F1049",21,21,20,23,21,25,20,21,20,19,5,19
"I1597","Jacqueline of Holland","Countess","F",1390,,"F615","",23,23,22,25,23,27,22,23,22,21,5,21
"I1598","Eleanor de Cobham",,"F",1392,1452,"F616","F1048",23,23,22,25,23,27,22,23,22,21,5,21
"I1599","Ludwig III ","Elector Palatine","M",1392,,"F617","",23,23,22,25,23,27,22,23,22,21,5,21
"I1600","Eric X of Pomerania","King of Denmark","M",1394,,"F618","",23,23,22,25,23,27,22,23,22,21,5,21
"I1601","Joan of Navarre",,"F",1370,1437,"F619 - F620","F1047",22,22,21,24,22,26,21,22,21,20,5,20
"I1602","William  (Bourchier)","Count","M",1360,1420,"F621","",23,23,22,25,23,27,22,23,22,21,5,21
"I1603","Anne of Gloucester",,"F",1360,,"F913 - F621","F491",23,23,22,25,23,27,22,23,22,21,5,21
"I1604","Frederick II of Hesse-Cassel","Landgrave","M",1720,1785,"F622","",11,8,7,14,8,15,7,8,10,6,5,6
"I1605","Elizabeth Christine",,"F",1715,1797,"F623","F624",11,12,11,13,12,16,11,11,12,11,6.4,11
"I1606","Ferdinand Albert II of Brunswick",,"M",1680,1735,"F624","",12,13,12,14,13,17,12,12,13,12,6.4,12
"I1607","Margaret Alice (Bridgeman)","Lady","F",1876,,"F296","",13,10,9,16,10,19,7,10,9,5,5,5
"I1608","William  (d'Aubigny)","Earl of Arundel","M",1116,1176,"F625","",30,30,29,32,30,34,29,30,29,28,5,28
"I1609","Henri  (de Laborde)",,"M",1934,,"F626","",13,8,1,15,8,18,7,7,5,8,4,1
"I1610","Frederick ",,"M",1968,,"","F626",13,8,1,15,8,18,7,7,5,8,4,1
"I1611","Joachim ",,"M",1969,,"","F626",13,8,1,15,8,18,7,7,5,8,4,1
"I1612","Silvia Renate (Sommerlath)",,"F",1943,,"F220","F1153",13,9,5,16,9,20,8,9,1,8,7,1
"I1613","Oscar I ","King of Sweden","M",1799,1844,"F627","F628",10,5,5,12,5,15,4,9,5,8,6,4
"I1614","Josephine  (de Beauharnais)",,"F",1807,1876,"F627","F1149",10,5,5,12,5,15,4,9,5,8,6,4
"I1615","Charles XIV John","King of Sweden","M",1763,1844,"F628","",11,6,6,13,6,16,5,10,6,9,6,5
"I1616","Desiree ",,"F",1777,1860,"F628","",11,6,6,13,6,16,5,10,6,9,6,5
"I1617","Frederick VI ","King of Denmark","M",1768,1839,"F629","F281",12,9,8,13,9,16,8,9,9,8,5,8
"I1618","Marie ",,"F",1767,1852,"F629","F641",12,8,7,14,8,16,7,8,10,7,5,7
"I1619","Juliana Maria",,"F",1729,1796,"F630","",12,8,7,15,8,16,7,8,10,7,5,7
"I1620","Christian VI ","King of Denmark","M",1699,1746,"F631","F632",12,9,8,15,9,16,8,9,11,8,5,8
"I1621","Sophie Magdalene",,"F",1700,1770,"F631","",12,9,8,15,9,16,8,9,11,8,5,8
"I1622","Frederick IV ","King of Denmark","M",1671,1730,"F632 - F633","F634",13,10,9,16,10,17,9,10,12,9,5,9
"I1623","Louise ",,"F",1667,1721,"F632","",13,10,9,16,10,17,9,10,12,9,5,9
"I1624","Anna Sophie",,"F",1693,1743,"F633","",14,11,10,17,11,18,10,11,13,10,5,10
"I1625","Christian V ","King of Denmark","M",1646,1699,"F634","F637",14,11,10,17,11,18,10,11,13,10,5,10
"I1626","Charlotte Amelia",,"F",1650,1714,"F634","",14,11,10,17,11,18,10,11,13,10,5,10
"I1627","Christian IV ","King of Denmark","M",1577,1648,"F635 - F636","F268",15,13,12,17,13,19,12,13,14,12,5,12
"I1628","Anne Catherine",,"F",1575,1612,"F635","F1054",16,13,12,18,13,20,12,13,15,12,5,12
"I1629","Christine of Schleswig- Holstein","Countess","F",1598,1658,"F636","",16,14,13,18,14,20,13,14,15,13,5,13
"I1630","Frederick III ","King of Denmark","M",1609,1670,"F637","F635",15,12,11,18,12,19,11,12,14,11,5,11
"I1631","Sophia Amelia",,"F",1628,1685,"F637","",15,12,11,18,12,19,11,12,14,11,5,11
"I1632","Christian III ","King of Denmark","M",1503,1559,"F638","F639",15,15,14,17,15,19,14,15,14,13,5,13
"I1633","Dorothea ",,"F",1511,1571,"F638","",15,15,14,17,15,19,14,15,14,13,5,13
"I1634","Frederick I ","King of Denmark","M",1471,1533,"F639 - F640","F739",16,16,15,18,16,20,15,16,15,14,5,14
"I1635","Anna ",,"F",1487,1547,"F639","",16,16,15,18,16,20,15,16,15,14,5,14
"I1636","Sophie ",,"F",1498,1568,"F640","",17,17,16,19,17,21,16,17,16,15,5,15
"I1637","Christian ",,"M",1745,1747,"","F107",11,9,8,14,9,15,8,9,10,8,5,8
"I1638","Sophia Magdalena",,"F",1746,1813,"F1339","F107",11,9,8,14,9,15,8,9,10,8,5,8
"I1639","Caroline ",,"F",1747,1820,"F1340","F107",11,9,8,14,9,15,8,9,10,8,5,8
"I1640","Louise ",,"F",1750,1831,"F641","F107",11,7,6,14,7,15,6,7,9,6,5,6
"I1641","Charles of Hesse-Cassel",,"M",1744,1836,"F641","",12,7,6,15,7,16,6,7,9,6,5,6
"I1642","Christian ",,"M",1791,1791,"","F629",13,9,8,14,9,17,8,9,10,8,5,8
"I1643","Frederick ",,"M",1753,1805,"F642","F630",12,7,6,15,7,16,6,7,9,6,5,6
"I1644","Sophia Frederica of Mecklenburg-",,"F",1758,1794,"F642","",13,7,6,15,7,17,6,7,9,6,5,6
"I1645","Christian VIII ","King of Denmark","M",1786,1848,"F643 - F644","F642",13,8,7,15,8,17,7,8,10,7,5,7
"I1646","Ferdinand ",,"M",1792,1863,"F649","F642",13,8,7,15,8,17,7,8,10,7,5,7
"I1647","Charlotte ",,"F",1784,1840,"F643","",14,9,8,16,9,18,8,9,11,8,5,8
"I1648","Caroline ",,"F",1796,1881,"F644","F648",13,9,8,14,9,17,8,9,10,8,5,8
"I1649","Frederick VII ","King of Denmark","M",1808,1863,"F645 - F646 - F647","F643",14,9,8,15,9,18,8,9,11,8,5,8
"I1650","Wilhelmine ",,"F",1808,1891,"F645 - F650","F629",13,9,8,14,9,17,8,9,10,8,5,8
"I1651","Caroline ",,"F",1821,1876,"F646","",15,10,9,16,10,19,9,10,12,9,5,9
"I1652","Louise  (Rasmussen)","Countess","F",1815,1874,"F647","",15,10,9,16,10,19,9,10,12,9,5,9
"I1653","Louise Augusta",,"F",1771,1843,"F648","F281",12,10,9,13,10,16,9,10,9,8,5,8
"I1654","Frederick Christian of Schleswig-","Duke","M",1765,1814,"F648","",13,10,9,14,10,17,9,10,10,9,5,9
"I1655","Marie Louise",,"F",1792,1793,"","F629",13,9,8,14,9,17,8,9,10,8,5,8
"I1656","Caroline ",,"F",1793,1881,"F649","F629",13,9,8,14,9,17,8,9,10,8,5,8
"I1657","Louise ",,"F",1795,1795,"","F629",13,9,8,14,9,17,8,9,10,8,5,8
"I1658","Christian ",,"M",1797,1797,"","F629",13,9,8,14,9,17,8,9,10,8,5,8
"I1659","Louise Juliane",,"F",1802,1802,"","F629",13,9,8,14,9,17,8,9,10,8,5,8
"I1660","Frederica Maria",,"F",1805,1805,"","F629",13,9,8,14,9,17,8,9,10,8,5,8
"I1661","Charles ","Duke","M",1813,1878,"F650","",14,10,9,15,10,18,9,10,11,9,5,9
"I1662","Maximilian of Austria","Archduke","M",1832,1867,"F686","",13,7,9,13,7,16,9,10,9,9,2.5,7
"I1663","Valdemar ",,"M",1858,1939,"F687","F74",12,6,5,14,6,17,5,6,8,5,5,5
"I1664","Harold ",,"M",1876,1949,"F652","F218",10,5,4,12,5,15,4,7,7,6,5,4
"I1665","Thyra ",,"F",1880,1945,"","F218",10,5,4,12,5,15,4,7,7,6,5,4
"I1666","Gustav ",,"M",1887,1944,"","F218",10,5,4,12,5,15,4,7,7,6,5,4
"I1667","Dagmar ",,"F",1890,1961,"F651","F218",10,5,4,12,5,15,4,7,7,6,5,4
"I1668","Jorgen  (Castenskiold)",,"M",1893,,"F651","",11,6,5,13,6,16,5,8,8,7,5,5
"I1669","Helene of Schleswig- Holstein",,"F",1888,1962,"F652","",11,6,5,13,6,16,5,8,8,7,5,5
"I1670","Caroline Mathilde",,"F",1912,,"F654","F652",11,6,4,13,6,16,5,8,7,7,4,4
"I1671","Knud ","Her. Prince","M",1900,1976,"F654","F219",11,6,3,13,6,16,5,7,6,7,4,3
"I1672","Benedikte ",,"F",1944,,"F653","F402",12,7,2,14,7,17,6,6,4,7,4,2
"I1673","Richard of Sayn- Wittgenstein-","Prince","M",1934,,"F653","",13,8,3,15,8,18,7,7,5,8,4,3
"I1674","Elizabeth ",,"F",1935,,"","F654",12,7,4,14,7,17,6,8,7,8,4,4
"I1675","Ingolf ",,"M",1940,,"F1281","F654",12,7,4,14,7,17,6,8,7,8,4,4
"I1676","Christian ",,"M",1942,,"F655","F654",12,7,4,14,7,17,6,8,7,8,4,4
"I1677","Anne Dorothy Maltoft-Nielsen",,"F",1947,,"F655","",13,8,5,15,8,18,7,9,8,9,4,5
"I1678","William ",,"M",1840,1879,"","F447",5,10,9,9,10,13,9,10,10,9,9,5
"I1679","Maurice ",,"M",1843,1850,"","F447",5,10,9,9,10,13,9,10,10,9,9,5
"I1680","Alexander ",,"M",1851,1884,"","F447",5,10,9,9,10,13,9,10,10,9,9,5
"I1681","Charlotte ",,"F",1800,1806,"","F202",7,8,7,11,8,14,7,9,10,9,6.33333333333333,7
"I1682","Marianne of Netherlands",,"F",1810,1883,"F180","F202",7,8,7,10,8,13,7,8,10,8,6.33333333333333,7
"I1683","William ",,"M",1836,1846,"","F388",8,7,6,10,7,13,6,8,9,8,5,6
"I1684","Marie ",,"F",1841,1910,"F656","F388",8,7,6,10,7,13,6,8,9,8,5,6
"I1685","William of Wied","Prince","M",1845,1907,"F656","",9,8,7,11,8,14,7,9,10,9,5,7
"I1686","Carlos Hugo","Prince","M",1930,,"F657","",4,13,12,13,13,17,12,12,12,12,9,4
"I1687","Peter  (van Vollenhoven)",,"M",1939,,"F658","",4,13,12,13,13,17,12,12,12,12,9,4
"I1688","Jorge  (Guillermo)",,"M",1946,,"F659","",4,13,12,13,13,17,12,12,12,12,9,4
"I1689","Alexander ",,"M",1818,1848,"","F240",6,9,8,11,9,15,8,9,11,8,9,6
"I1690","Henry ",,"M",1820,1879,"F1258 - F1259","F240",6,9,8,11,9,15,8,9,11,8,9,6
"I1691","Ernest ",,"M",1822,1822,"","F240",6,9,8,11,9,15,8,9,11,8,9,6
"I1692","Sophie ",,"F",1824,1897,"F660","F240",6,9,8,11,9,15,8,9,11,8,9,6
"I1693","Charles Alexander of Saxe-Weimar","Grand Duke","M",1818,1901,"F660","",7,10,9,12,10,16,9,10,12,9,9,7
