"source","target","family_id","type","min_dist_to_royal"
"I791","I389","F290","mother-child",7
"I794","I793","F291","wife-husband",7
"I793","I392","F291","father-child",7
"I794","I392","F291","mother-child",7
"I796","I795","F292","wife-husband",7
"I795","I393","F292","father-child",7
"I796","I393","F292","mother-child",7
"I798","I797","F293","wife-husband",7
"I797","I394","F293","father-child",7
"I798","I394","F293","mother-child",7
"I800","I799","F294","wife-husband",7
"I799","I395","F294","father-child",7
"I800","I395","F294","mother-child",7
"I319","I802","F295","wife-husband",5
"I1607","I803","F296","wife-husband",5
"I803","I69","F296","father-child",5
"I1607","I69","F296","mother-child",5
"I93","I804","F297","wife-husband",3
"I805","I804","F298","wife-husband",5
"I806","I2984","F299","wife-husband",5
"I2984","I243","F299","father-child",5
"I806","I243","F299","mother-child",5
"I241","I807","F300","wife-husband",4
"I807","I808","F300","father-child",5
"I241","I808","F300","mother-child",4
"I240","I809","F301","wife-husband",4
"I810","I807","F302","father-child",6
"I812","I811","F303","wife-husband",4
"I811","I813","F303","father-child",4
"I812","I813","F303","mother-child",4
"I811","I169","F303","father-child",4
"I812","I169","F303","mother-child",4
"I2947","I814","F304","wife-husband",5
"I814","I811","F304","father-child",5
"I2947","I811","F304","mother-child",5
"I815","I814","F305","father-child",6
"I817","I816","F306","wife-husband",7
"I816","I815","F306","father-child",7
"I817","I815","F306","mother-child",7
"I818","I816","F307","father-child",8
"I819","I818","F308","father-child",9
"I821","I820","F309","wife-husband",4
"I820","I170","F309","father-child",4
"I821","I170","F309","mother-child",4
"I824","I823","F310","wife-husband",5
"I170","I823","F311","wife-husband",3
"I822","I825","F312","wife-husband",4
"I825","I826","F312","father-child",5
"I822","I826","F312","mother-child",4
"I825","I2959","F312","father-child",5
"I822","I2959","F312","mother-child",4
"I833","I775","F313","wife-husband",16
"I776","I834","F314","wife-husband",14
"I834","I835","F314","father-child",14
"I776","I835","F314","mother-child",14
"I1472","I1473","F315","wife-husband",16
"I776","I837","F316","wife-husband",14
"I830","I838","F317","wife-husband",16
"I830","I839","F318","wife-husband",16
"I839","I1426","F318","father-child",17
"I830","I1426","F318","mother-child",16
"I839","I1427","F318","father-child",17
"I830","I1427","F318","mother-child",16
"I839","I1428","F318","father-child",17
"I830","I1428","F318","mother-child",16
"I833","I828","F319","wife-husband",16
"I828","I842","F319","father-child",16
"I833","I842","F319","mother-child",16
"I828","I843","F319","father-child",16
"I833","I843","F319","mother-child",16
"I828","I844","F319","father-child",16
"I833","I844","F319","mother-child",16
"I828","I845","F319","father-child",16
"I833","I845","F319","mother-child",16
"I828","I846","F319","father-child",16
"I833","I846","F319","mother-child",16
"I828","I847","F319","father-child",16
"I833","I847","F319","mother-child",16
"I841","I840","F320","wife-husband",17
"I840","I2887","F320","father-child",17
"I841","I2887","F320","mother-child",17
"I840","I2889","F320","father-child",17
"I841","I2889","F320","mother-child",17
"I840","I2100","F320","father-child",17
"I841","I2100","F320","mother-child",17
"I840","I2888","F320","father-child",17
"I841","I2888","F320","mother-child",17
"I840","I833","F320","father-child",17
"I841","I833","F320","mother-child",17
"I848","I828","F321","wife-husband",17
"I828","I849","F321","father-child",16
"I848","I849","F321","mother-child",17
"I828","I850","F321","father-child",16
"I848","I850","F321","mother-child",17
"I851","I828","F322","wife-husband",17
"I828","I852","F322","father-child",16
"I851","I852","F322","mother-child",17
"I853","I828","F323","wife-husband",17
"I855","I854","F324","wife-husband",18
"I854","I853","F324","father-child",18
"I855","I853","F324","mother-child",18
"I856","I828","F325","wife-husband",17
"I858","I857","F326","wife-husband",18
"I857","I856","F326","father-child",18
"I858","I856","F326","mother-child",18
"I859","I828","F327","wife-husband",17
"I861","I860","F328","wife-husband",18
"I860","I851","F328","father-child",18
"I861","I851","F328","mother-child",18
"I859","I862","F329","wife-husband",17
"I859","I863","F330","wife-husband",17
"I859","I864","F331","wife-husband",17
"I864","I867","F331","father-child",18
"I859","I867","F331","mother-child",17
"I866","I865","F332","wife-husband",18
"I865","I859","F332","father-child",18
"I866","I859","F332","mother-child",18
"I865","I2309","F332","father-child",18
"I866","I2309","F332","mother-child",18
"I868","I869","F333","wife-husband",18
"I846","I870","F334","wife-husband",15
"I872","I871","F335","wife-husband",15
"I871","I870","F335","father-child",15
"I872","I870","F335","mother-child",15
"I1370","I876","F336","wife-husband",24
"I878","I877","F337","wife-husband",7
"I877","I879","F337","father-child",6
"I878","I879","F337","mother-child",7
"I877","I880","F337","father-child",6
"I878","I880","F337","mother-child",7
"I877","I881","F337","father-child",6
"I878","I881","F337","mother-child",7
"I882","I874","F338","wife-husband",9
"I874","I883","F338","father-child",8
"I882","I883","F338","mother-child",9
"I874","I884","F338","father-child",8
"I882","I884","F338","mother-child",9
"I885","I874","F339","wife-husband",9
"I874","I886","F339","father-child",8
"I885","I886","F339","mother-child",9
"I887","I875","F340","wife-husband",9
"I875","I888","F340","father-child",8
"I887","I888","F340","mother-child",9
"I875","I889","F340","father-child",8
"I887","I889","F340","mother-child",9
"I890","I875","F341","wife-husband",8
"I875","I891","F341","father-child",8
"I890","I891","F341","mother-child",8
"I875","I892","F341","father-child",8
"I890","I892","F341","mother-child",8
"I893","I875","F342","wife-husband",9
"I2545","I2543","F343","wife-husband",22
"I2920","I2426","F344","wife-husband",12
"I2426","I1422","F344","father-child",11
"I2920","I1422","F344","mother-child",12
"I899","I900","F345","wife-husband",8
"I900","I901","F345","father-child",9
"I899","I901","F345","mother-child",8
"I895","I902","F346","wife-husband",7
"I902","I903","F346","father-child",8
"I895","I903","F346","mother-child",7
"I902","I904","F346","father-child",8
"I895","I904","F346","mother-child",7
"I902","I890","F346","father-child",8
"I895","I890","F346","mother-child",7
"I902","I905","F346","father-child",8
"I895","I905","F346","mother-child",7
"I902","I906","F346","father-child",8
"I895","I906","F346","mother-child",7
"I902","I907","F346","father-child",8
"I895","I907","F346","mother-child",7
"I908","I903","F347","wife-husband",9
"I903","I909","F347","father-child",8
"I908","I909","F347","mother-child",9
"I903","I910","F347","father-child",8
"I908","I910","F347","mother-child",9
"I903","I911","F347","father-child",8
"I908","I911","F347","mother-child",9
"I903","I912","F347","father-child",8
"I908","I912","F347","mother-child",9
"I913","I910","F348","wife-husband",10
"I914","I911","F349","wife-husband",10
"I911","I915","F349","father-child",9
"I914","I915","F349","mother-child",10
"I906","I916","F350","wife-husband",8
"I916","I917","F350","father-child",9
"I906","I917","F350","mother-child",8
"I916","I918","F350","father-child",9
"I906","I918","F350","mother-child",8
"I916","I919","F350","father-child",9
"I906","I919","F350","mother-child",8
"I532","I533","F351","wife-husband",24
"I533","I1366","F351","father-child",24
"I532","I1366","F351","mother-child",24
"I926","I925","F352","wife-husband",8
"I925","I927","F352","father-child",7
"I926","I927","F352","mother-child",8
"I928","I924","F353","wife-husband",8
"I924","I929","F353","father-child",7
"I928","I929","F353","mother-child",8
"I924","I930","F353","father-child",7
"I928","I930","F353","mother-child",8
"I931","I922","F354","wife-husband",8
"I922","I932","F354","father-child",7
"I931","I932","F354","mother-child",8
"I922","I933","F354","father-child",7
"I931","I933","F354","mother-child",8
"I934","I921","F355","wife-husband",8
"I921","I935","F355","father-child",7
"I934","I935","F355","mother-child",8
"I936","I921","F356","wife-husband",8
"I921","I937","F356","father-child",7
"I936","I937","F356","mother-child",8
"I921","I938","F356","father-child",7
"I936","I938","F356","mother-child",8
"I921","I939","F356","father-child",7
"I936","I939","F356","mother-child",8
"I940","I293","F357","wife-husband",6
"I293","I941","F357","father-child",5
"I940","I941","F357","mother-child",6
"I293","I942","F357","father-child",5
"I940","I942","F357","mother-child",6
"I293","I943","F357","father-child",5
"I940","I943","F357","mother-child",6
"I293","I944","F357","father-child",5
"I940","I944","F357","mother-child",6
"I945","I294","F358","wife-husband",6
"I294","I946","F358","father-child",5
"I945","I946","F358","mother-child",6
"I294","I947","F358","father-child",5
"I945","I947","F358","mother-child",6
"I948","I295","F359","wife-husband",6
"I295","I949","F359","father-child",5
"I948","I949","F359","mother-child",6
"I295","I950","F359","father-child",5
"I948","I950","F359","mother-child",6
"I952","I953","F360","wife-husband",5
"I953","I954","F360","father-child",6
"I952","I954","F360","mother-child",5
"I955","I954","F361","wife-husband",7
"I954","I956","F361","father-child",6
"I955","I956","F361","mother-child",7
"I954","I957","F361","father-child",6
"I955","I957","F361","mother-child",7
"I959","I960","F362","wife-husband",2
"I960","I961","F362","father-child",3
"I959","I961","F362","mother-child",2
"I960","I962","F362","father-child",3
"I959","I962","F362","mother-child",2
"I960","I963","F362","father-child",3
"I959","I963","F362","mother-child",2
"I960","I964","F362","father-child",3
"I959","I964","F362","mother-child",2
"I960","I965","F362","father-child",3
"I959","I965","F362","mother-child",2
"I958","I966","F363","wife-husband",2
"I966","I967","F363","father-child",3
"I958","I967","F363","mother-child",2
"I966","I968","F363","father-child",3
"I958","I968","F363","mother-child",2
"I966","I969","F363","father-child",3
"I958","I969","F363","mother-child",2
"I971","I438","F364","wife-husband",6
"I438","I1057","F364","father-child",5
"I971","I1057","F364","mother-child",6
"I973","I977","F365","wife-husband",6
"I977","I978","F365","father-child",7
"I973","I978","F365","mother-child",6
"I974","I979","F366","wife-husband",6
"I979","I980","F366","father-child",7
"I974","I980","F366","mother-child",6
"I981","I111","F367","father-child",6
"I983","I297","F368","wife-husband",6
"I985","I984","F369","wife-husband",19
"I984","I986","F369","father-child",18
"I985","I986","F369","mother-child",19
"I1339","I987","F370","wife-husband",20
"I987","I1340","F370","father-child",20
"I1339","I1340","F370","mother-child",20
"I987","I985","F370","father-child",20
"I1339","I985","F370","mother-child",20
"I989","I988","F371","wife-husband",17
"I988","I991","F371","father-child",17
"I989","I991","F371","mother-child",17
"I988","I992","F371","father-child",17
"I989","I992","F371","mother-child",17
"I988","I993","F371","father-child",17
"I989","I993","F371","mother-child",17
"I988","I984","F371","father-child",17
"I989","I984","F371","mother-child",17
"I988","I994","F371","father-child",17
"I989","I994","F371","mother-child",17
"I988","I995","F371","father-child",17
"I989","I995","F371","mother-child",17
"I988","I996","F371","father-child",17
"I989","I996","F371","mother-child",17
"I988","I997","F371","father-child",17
"I989","I997","F371","mother-child",17
"I1331","I990","F372","wife-husband",18
"I990","I1342","F372","father-child",18
"I1331","I1342","F372","mother-child",18
"I990","I989","F372","father-child",18
"I1331","I989","F372","mother-child",18
"I998","I991","F373","wife-husband",16
"I991","I774","F373","father-child",16
"I998","I774","F373","mother-child",16
"I991","I999","F373","father-child",16
"I998","I999","F373","mother-child",16
"I991","I1000","F373","father-child",16
"I998","I1000","F373","mother-child",16
"I991","I1001","F373","father-child",16
"I998","I1001","F373","mother-child",16
"I991","I1002","F373","father-child",16
"I998","I1002","F373","mother-child",16
"I991","I1003","F373","father-child",16
"I998","I1003","F373","mother-child",16
"I991","I1004","F373","father-child",16
"I998","I1004","F373","mother-child",16
"I991","I1005","F373","father-child",16
"I998","I1005","F373","mother-child",16
"I991","I1006","F373","father-child",16
"I998","I1006","F373","mother-child",16
"I991","I1007","F373","father-child",16
"I998","I1007","F373","mother-child",16
"I1000","I1008","F374","wife-husband",17
"I1000","I1009","F375","wife-husband",17
"I1010","I1003","F376","wife-husband",18
"I1004","I1011","F377","wife-husband",17
"I1006","I1012","F378","wife-husband",17
"I998","I1013","F379","wife-husband",16
"I1013","I1014","F379","father-child",17
"I998","I1014","F379","mother-child",16
"I1013","I1015","F379","father-child",17
"I998","I1015","F379","mother-child",16
"I985","I1016","F380","wife-husband",19
"I1340","I993","F381","wife-husband",19
"I993","I1018","F381","father-child",18
"I1340","I1018","F381","mother-child",19
"I993","I1019","F381","father-child",18
"I1340","I1019","F381","mother-child",19
"I994","I1020","F382","wife-husband",18
"I994","I1021","F383","wife-husband",18
"I996","I1022","F384","wife-husband",18
"I1024","I1023","F385","wife-husband",18
"I1023","I988","F385","father-child",18
"I1024","I988","F385","mother-child",18
"I1023","I1025","F385","father-child",18
"I1024","I1025","F385","mother-child",18
"I1025","I1026","F386","wife-husband",19
"I1028","I1027","F387","wife-husband",4
"I1027","I605","F387","father-child",4
"I1028","I605","F387","mother-child",4
"I1029","I653","F388","wife-husband",5
"I653","I1028","F388","father-child",5
"I1029","I1028","F388","mother-child",5
"I653","I512","F388","father-child",5
"I1029","I512","F388","mother-child",5
"I653","I1683","F388","father-child",5
"I1029","I1683","F388","mother-child",5
"I653","I1684","F388","father-child",5
"I1029","I1684","F388","mother-child",5
"I1032","I1033","F389","wife-husband",5
"I1033","I2711","F389","father-child",4
"I1032","I2711","F389","mother-child",5
"I1033","I2712","F389","father-child",4
"I1032","I2712","F389","mother-child",5
"I1036","I1034","F390","wife-husband",5
"I1037","I1031","F391","wife-husband",5
"I1031","I2706","F391","father-child",4
"I1037","I2706","F391","mother-child",5
"I1031","I2707","F391","father-child",4
"I1037","I2707","F391","mother-child",5
"I1031","I2708","F391","father-child",4
"I1037","I2708","F391","mother-child",5
"I1038","I1030","F392","wife-husband",5
"I1030","I1039","F392","father-child",4
"I1038","I1039","F392","mother-child",5
"I1030","I1040","F392","father-child",4
"I1038","I1040","F392","mother-child",5
"I1030","I1041","F392","father-child",4
"I1038","I1041","F392","mother-child",5
"I1030","I1042","F392","father-child",4
"I1038","I1042","F392","mother-child",5
"I1030","I1043","F392","father-child",4
"I1038","I1043","F392","mother-child",5
"I1030","I1044","F392","father-child",4
"I1038","I1044","F392","mother-child",5
"I1039","I1045","F393","wife-husband",5
"I1046","I1040","F394","wife-husband",6
"I1040","I1047","F394","father-child",5
"I1046","I1047","F394","mother-child",6
"I1040","I1048","F394","father-child",5
"I1046","I1048","F394","mother-child",6
"I1049","I1041","F395","wife-husband",6
"I1041","I1050","F395","father-child",5
"I1049","I1050","F395","mother-child",6
"I1043","I1051","F396","wife-husband",5
"I255","I1052","F397","wife-husband",5
"I257","I1053","F398","wife-husband",5
"I1054","I260","F399","wife-husband",7
"I260","I469","F399","father-child",7
"I1054","I469","F399","mother-child",7
"I1056","I1055","F400","wife-husband",7
"I1055","I971","F400","father-child",7
"I1056","I971","F400","mother-child",7
"I1058","I438","F401","wife-husband",6
"I1059","I608","F402","wife-husband",1
"I608","I610","F402","father-child",1
"I1059","I610","F402","mother-child",1
"I608","I1672","F402","father-child",1
"I1059","I1672","F402","mother-child",1
"I608","I472","F402","father-child",1
"I1059","I472","F402","mother-child",1
"I1066","I1065","F403","wife-husband",6
"I1065","I473","F403","father-child",6
"I1066","I473","F403","mother-child",6
"I1068","I1067","F404","wife-husband",8
"I1067","I247","F404","father-child",8
"I1068","I247","F404","mother-child",8
"I1069","I247","F405","wife-husband",7
"I247","I1070","F405","father-child",7
"I1069","I1070","F405","mother-child",7
"I247","I1071","F405","father-child",7
"I1069","I1071","F405","mother-child",7
"I247","I1072","F405","father-child",7
"I1069","I1072","F405","mother-child",7
"I247","I1073","F405","father-child",7
"I1069","I1073","F405","mother-child",7
"I1074","I1070","F406","wife-husband",6
"I1075","I1070","F407","wife-husband",6
"I1070","I1076","F407","father-child",6
"I1075","I1076","F407","mother-child",6
"I1070","I1077","F407","father-child",6
"I1075","I1077","F407","mother-child",6
"I1078","I1070","F408","wife-husband",7
"I1070","I1079","F408","father-child",6
"I1078","I1079","F408","mother-child",7
"I1070","I1080","F408","father-child",6
"I1078","I1080","F408","mother-child",7
"I1070","I1081","F408","father-child",6
"I1078","I1081","F408","mother-child",7
"I1082","I1080","F409","wife-husband",8
"I1081","I1083","F410","wife-husband",7
"I1084","I1073","F411","wife-husband",9
"I1073","I1085","F411","father-child",8
"I1084","I1085","F411","mother-child",9
"I1073","I1086","F411","father-child",8
"I1084","I1086","F411","mother-child",9
"I1073","I1087","F411","father-child",8
"I1084","I1087","F411","mother-child",9
"I1073","I1088","F411","father-child",8
"I1084","I1088","F411","mother-child",9
"I1073","I1089","F411","father-child",8
"I1084","I1089","F411","mother-child",9
"I1079","I1086","F412","wife-husband",7
"I1086","I1090","F412","father-child",8
"I1079","I1090","F412","mother-child",7
"I1091","I1090","F413","wife-husband",9
"I1090","I1092","F413","father-child",8
"I1091","I1092","F413","mother-child",9
"I1090","I1093","F413","father-child",8
"I1091","I1093","F413","mother-child",9
"I1092","I1094","F414","wife-husband",9
"I1095","I1090","F415","wife-husband",9
"I1100","I1099","F416","wife-husband",7
"I1099","I1101","F416","father-child",6
"I1100","I1101","F416","mother-child",7
"I1099","I309","F416","father-child",6
"I1100","I309","F416","mother-child",7
"I1099","I1102","F416","father-child",6
"I1100","I1102","F416","mother-child",7
"I1103","I1102","F417","wife-husband",5
"I1105","I1104","F418","wife-husband",5
"I1104","I1099","F418","father-child",5
"I1105","I1099","F418","mother-child",5
"I1104","I1106","F418","father-child",5
"I1105","I1106","F418","mother-child",5
"I1104","I1107","F418","father-child",5
"I1105","I1107","F418","mother-child",5
"I1104","I1108","F418","father-child",5
"I1105","I1108","F418","mother-child",5
"I1104","I1109","F418","father-child",5
"I1105","I1109","F418","mother-child",5
"I1104","I1110","F418","father-child",5
"I1105","I1110","F418","mother-child",5
"I1106","I1111","F419","wife-husband",6
"I1112","I1107","F420","wife-husband",7
"I1113","I1109","F421","wife-husband",7
"I1110","I1114","F422","wife-husband",4
"I1114","I1115","F422","father-child",4
"I1110","I1115","F422","mother-child",4
"I1114","I1116","F422","father-child",4
"I1110","I1116","F422","mother-child",4
"I1114","I1117","F422","father-child",4
"I1110","I1117","F422","mother-child",4
"I1114","I1103","F422","father-child",4
"I1110","I1103","F422","mother-child",4
"I1114","I1118","F422","father-child",4
"I1110","I1118","F422","mother-child",4
"I1119","I1118","F423","wife-husband",3
"I1118","I600","F423","father-child",3
"I1119","I600","F423","mother-child",3
"I1118","I1120","F423","father-child",3
"I1119","I1120","F423","mother-child",3
"I1118","I1121","F423","father-child",3
"I1119","I1121","F423","mother-child",3
"I1121","I1122","F424","wife-husband",4
"I1123","I1125","F425","wife-husband",1
"I1125","I3022","F425","father-child",1
"I1123","I3022","F425","mother-child",1
"I1125","I3023","F425","father-child",1
"I1123","I3023","F425","mother-child",1
"I1125","I3024","F425","father-child",1
"I1123","I3024","F425","mother-child",1
"I1125","I3025","F425","father-child",1
"I1123","I3025","F425","mother-child",1
"I1125","I3026","F425","father-child",1
"I1123","I3026","F425","mother-child",1
"I1126","I601","F426","wife-husband",4
"I1127","I1124","F427","wife-husband",1
"I1124","I1128","F427","father-child",1
"I1127","I1128","F427","mother-child",1
"I1124","I1129","F427","father-child",1
"I1127","I1129","F427","mother-child",1
"I1124","I1130","F427","father-child",1
"I1127","I1130","F427","mother-child",1
"I1129","I1131","F428","wife-husband",2
"I1132","I600","F429","wife-husband",3
"I600","I1133","F429","father-child",2
"I1132","I1133","F429","mother-child",3
"I600","I1134","F429","father-child",2
"I1132","I1134","F429","mother-child",3
"I600","I1135","F429","father-child",2
"I1132","I1135","F429","mother-child",3
"I1134","I1136","F430","wife-husband",3
"I1137","I637","F431","wife-husband",6
"I637","I1138","F431","father-child",5
"I1137","I1138","F431","mother-child",6
"I637","I1139","F431","father-child",5
"I1137","I1139","F431","mother-child",6
"I637","I1140","F431","father-child",5
"I1137","I1140","F431","mother-child",6
"I637","I1074","F431","father-child",5
"I1137","I1074","F431","mother-child",6
"I637","I1141","F431","father-child",5
"I1137","I1141","F431","mother-child",6
"I1142","I1138","F432","wife-husband",7
"I1138","I1143","F432","father-child",6
"I1142","I1143","F432","mother-child",7
"I1138","I495","F432","father-child",6
"I1142","I495","F432","mother-child",7
"I1138","I1148","F432","father-child",6
"I1142","I1148","F432","mother-child",7
"I1138","I1149","F432","father-child",6
"I1142","I1149","F432","mother-child",7
"I1138","I1150","F432","father-child",6
"I1142","I1150","F432","mother-child",7
"I1138","I1151","F432","father-child",6
"I1142","I1151","F432","mother-child",7
"I1138","I1152","F432","father-child",6
"I1142","I1152","F432","mother-child",7
"I1138","I1153","F432","father-child",6
"I1142","I1153","F432","mother-child",7
"I1144","I1143","F433","wife-husband",8
"I1143","I1145","F433","father-child",7
"I1144","I1145","F433","mother-child",8
"I1143","I1146","F433","father-child",7
"I1144","I1146","F433","mother-child",8
"I1155","I411","F434","wife-husband",6
"I343","I761","F435","wife-husband",9
"I761","I1160","F435","father-child",9
"I343","I1160","F435","mother-child",9
"I761","I1161","F435","father-child",9
"I343","I1161","F435","mother-child",9
"I761","I1162","F435","father-child",9
"I343","I1162","F435","mother-child",9
"I761","I1163","F435","father-child",9
"I343","I1163","F435","mother-child",9
"I761","I1164","F435","father-child",9
"I343","I1164","F435","mother-child",9
"I761","I1165","F435","father-child",9
"I343","I1165","F435","mother-child",9
"I761","I1166","F435","father-child",9
"I343","I1166","F435","mother-child",9
"I761","I1167","F435","father-child",9
"I343","I1167","F435","mother-child",9
"I761","I1168","F435","father-child",9
"I343","I1168","F435","mother-child",9
"I761","I568","F435","father-child",9
"I343","I568","F435","mother-child",9
"I761","I1169","F435","father-child",9
"I343","I1169","F435","mother-child",9
"I761","I1170","F435","father-child",9
"I343","I1170","F435","mother-child",9
"I761","I1171","F435","father-child",9
"I343","I1171","F435","mother-child",9
"I1173","I772","F436","wife-husband",11
"I772","I1174","F436","father-child",10
"I1173","I1174","F436","mother-child",11
"I772","I1175","F436","father-child",10
"I1173","I1175","F436","mother-child",11
"I1176","I772","F437","wife-husband",11
"I1179","I1150","F438","wife-husband",8
"I1150","I688","F438","father-child",7
"I1179","I688","F438","mother-child",8
"I1150","I1180","F438","father-child",7
"I1179","I1180","F438","mother-child",8
"I1150","I1181","F438","father-child",7
"I1179","I1181","F438","mother-child",8
"I1150","I1182","F438","father-child",7
"I1179","I1182","F438","mother-child",8
"I1186","I689","F439","wife-husband",7
"I689","I1187","F439","father-child",6
"I1186","I1187","F439","mother-child",7
"I689","I1188","F439","father-child",6
"I1186","I1188","F439","mother-child",7
"I689","I1189","F439","father-child",6
"I1186","I1189","F439","mother-child",7
"I689","I1190","F439","father-child",6
"I1186","I1190","F439","mother-child",7
"I689","I1191","F439","father-child",6
"I1186","I1191","F439","mother-child",7
"I689","I1192","F439","father-child",6
"I1186","I1192","F439","mother-child",7
"I1158","I1193","F440","wife-husband",5
"I1193","I1194","F440","father-child",5
"I1158","I1194","F440","mother-child",5
"I1193","I1195","F440","father-child",5
"I1158","I1195","F440","mother-child",5
"I1193","I1196","F440","father-child",5
"I1158","I1196","F440","mother-child",5
"I1193","I1197","F440","father-child",5
"I1158","I1197","F440","mother-child",5
"I1193","I1198","F440","father-child",5
"I1158","I1198","F440","mother-child",5
"I1193","I1199","F440","father-child",5
"I1158","I1199","F440","mother-child",5
"I1193","I1200","F440","father-child",5
"I1158","I1200","F440","mother-child",5
"I1193","I1201","F440","father-child",5
"I1158","I1201","F440","mother-child",5
"I1202","I1197","F441","wife-husband",4
"I1197","I1119","F441","father-child",4
"I1202","I1119","F441","mother-child",4
"I1197","I690","F441","father-child",4
"I1202","I690","F441","mother-child",4
"I74","I1203","F442","wife-husband",5
"I661","I1207","F443","wife-husband",1
"I1207","I1208","F443","father-child",1
"I661","I1208","F443","mother-child",1
"I1207","I1209","F443","father-child",1
"I661","I1209","F443","mother-child",1
"I1207","I1210","F443","father-child",1
"I661","I1210","F443","mother-child",1
"I1212","I1211","F444","wife-husband",2
"I1211","I1207","F444","father-child",2
"I1212","I1207","F444","mother-child",2
"I1214","I1213","F445","wife-husband",4
"I1213","I658","F445","father-child",4
"I1214","I658","F445","mother-child",4
"I198","I1215","F446","wife-husband",14
"I1215","I740","F446","father-child",14
"I198","I740","F446","mother-child",14
"I1077","I655","F447","wife-husband",5
"I655","I1678","F447","father-child",4
"I1077","I1678","F447","mother-child",5
"I655","I1679","F447","father-child",4
"I1077","I1679","F447","mother-child",5
"I655","I1680","F447","father-child",4
"I1077","I1680","F447","mother-child",5
"I1218","I1217","F448","wife-husband",19
"I1217","I1016","F448","father-child",18
"I1218","I1016","F448","mother-child",19
"I1220","I1219","F449","wife-husband",17
"I1219","I1217","F449","father-child",18
"I1220","I1217","F449","mother-child",17
"I1222","I1221","F450","wife-husband",19
"I1221","I1223","F450","father-child",19
"I1222","I1223","F450","mother-child",19
"I1221","I1219","F450","father-child",19
"I1222","I1219","F450","mother-child",19
"I1221","I1224","F450","father-child",19
"I1222","I1224","F450","mother-child",19
"I1221","I1225","F450","father-child",19
"I1222","I1225","F450","mother-child",19
"I1221","I1226","F450","father-child",19
"I1222","I1226","F450","mother-child",19
"I1221","I1227","F450","father-child",19
"I1222","I1227","F450","mother-child",19
"I1221","I1228","F450","father-child",19
"I1222","I1228","F450","mother-child",19
"I1230","I1229","F451","wife-husband",20
"I1229","I1231","F451","father-child",20
"I1230","I1231","F451","mother-child",20
"I1229","I1232","F451","father-child",20
"I1230","I1232","F451","mother-child",20
"I1229","I1233","F451","father-child",20
"I1230","I1233","F451","mother-child",20
"I1229","I1234","F451","father-child",20
"I1230","I1234","F451","mother-child",20
"I1229","I1235","F451","father-child",20
"I1230","I1235","F451","mother-child",20
"I1229","I1236","F451","father-child",20
"I1230","I1236","F451","mother-child",20
"I1229","I1237","F451","father-child",20
"I1230","I1237","F451","mother-child",20
"I1229","I1238","F451","father-child",20
"I1230","I1238","F451","mother-child",20
"I1229","I1239","F451","father-child",20
"I1230","I1239","F451","mother-child",20
"I1229","I1240","F451","father-child",20
"I1230","I1240","F451","mother-child",20
"I1229","I1241","F451","father-child",20
"I1230","I1241","F451","mother-child",20
"I1229","I1242","F451","father-child",20
"I1230","I1242","F451","mother-child",20
"I1243","I1236","F452","wife-husband",20
"I1236","I1501","F452","father-child",19
"I1243","I1501","F452","mother-child",20
"I1236","I1502","F452","father-child",19
"I1243","I1502","F452","mother-child",20
"I1236","I1221","F452","father-child",19
"I1243","I1221","F452","mother-child",20
"I1244","I1245","F453","wife-husband",5
"I1245","I683","F453","father-child",5
"I1244","I683","F453","mother-child",5
"I2874","I1246","F454","wife-husband",6
"I1246","I1244","F454","father-child",6
"I2874","I1244","F454","mother-child",6
"I1247","I1249","F455","wife-husband",12
"I1249","I725","F455","father-child",12
"I1247","I725","F455","mother-child",12
"I1247","I1248","F456","wife-husband",12
"I1247","I1250","F457","wife-husband",12
"I1429","I835","F458","wife-husband",14
"I1251","I835","F459","wife-husband",13
"I835","I1247","F459","father-child",13
"I1251","I1247","F459","mother-child",13
"I1469","I1252","F460","wife-husband",15
"I1252","I834","F460","father-child",15
"I1469","I834","F460","mother-child",15
"I1252","I2867","F460","father-child",15
"I1469","I2867","F460","mother-child",15
"I1252","I2868","F460","father-child",15
"I1469","I2868","F460","mother-child",15
"I1255","I1254","F461","wife-husband",16
"I1254","I773","F461","father-child",16
"I1255","I773","F461","mother-child",16
"I2546","I1260","F462","wife-husband",17
"I1260","I838","F462","father-child",17
"I2546","I838","F462","mother-child",17
"I1257","I1259","F463","wife-husband",22
"I1262","I1261","F464","wife-husband",22
"I1261","I1263","F464","father-child",21
"I1262","I1263","F464","mother-child",22
"I1261","I1264","F464","father-child",21
"I1262","I1264","F464","mother-child",22
"I1261","I1265","F464","father-child",21
"I1262","I1265","F464","mother-child",22
"I1261","I1266","F464","father-child",21
"I1262","I1266","F464","mother-child",22
"I1261","I1267","F464","father-child",21
"I1262","I1267","F464","mother-child",22
"I1261","I1268","F464","father-child",21
"I1262","I1268","F464","mother-child",22
"I1261","I1269","F464","father-child",21
"I1262","I1269","F464","mother-child",22
"I1261","I1270","F464","father-child",21
"I1262","I1270","F464","mother-child",22
"I1261","I1271","F464","father-child",21
"I1262","I1271","F464","mother-child",22
"I1261","I1272","F464","father-child",21
"I1262","I1272","F464","mother-child",22
"I1261","I1273","F464","father-child",21
"I1262","I1273","F464","mother-child",22
"I1261","I1274","F464","father-child",21
"I1262","I1274","F464","mother-child",22
"I1261","I286","F464","father-child",21
"I1262","I286","F464","mother-child",22
"I1261","I1275","F464","father-child",21
"I1262","I1275","F464","mother-child",22
