"source","target","family_id","type","min_dist_to_royal"
"I401","I397","F135","mother-child",6
"I402","I21","F136","wife-husband",4
"I21","I420","F136","father-child",4
"I402","I420","F136","mother-child",4
"I21","I421","F136","father-child",4
"I402","I421","F136","mother-child",4
"I21","I422","F136","father-child",4
"I402","I422","F136","mother-child",4
"I21","I423","F136","father-child",4
"I402","I423","F136","mother-child",4
"I21","I424","F136","father-child",4
"I402","I424","F136","mother-child",4
"I21","I425","F136","father-child",4
"I402","I425","F136","mother-child",4
"I21","I426","F136","father-child",4
"I402","I426","F136","mother-child",4
"I77","I403","F137","wife-husband",5
"I74","I404","F138","wife-husband",5
"I76","I405","F139","wife-husband",3
"I405","I439","F139","father-child",3
"I76","I439","F139","mother-child",3
"I405","I234","F139","father-child",3
"I76","I234","F139","mother-child",3
"I405","I233","F139","father-child",3
"I76","I233","F139","mother-child",3
"I405","I232","F139","father-child",3
"I76","I232","F139","mother-child",3
"I405","I231","F139","father-child",3
"I76","I231","F139","mother-child",3
"I405","I230","F139","father-child",3
"I76","I230","F139","mother-child",3
"I78","I406","F140","wife-husband",5
"I407","I129","F141","wife-husband",7
"I408","I26","F142","wife-husband",6
"I26","I509","F142","father-child",5
"I408","I509","F142","mother-child",6
"I27","I409","F143","wife-husband",3
"I409","I430","F143","father-child",3
"I27","I430","F143","mother-child",3
"I409","I591","F143","father-child",3
"I27","I591","F143","mother-child",3
"I409","I433","F143","father-child",3
"I27","I433","F143","mother-child",3
"I409","I2642","F143","father-child",3
"I27","I2642","F143","mother-child",3
"I409","I431","F143","father-child",3
"I27","I431","F143","mother-child",3
"I409","I432","F143","father-child",3
"I27","I432","F143","mother-child",3
"I409","I2643","F143","father-child",3
"I27","I2643","F143","mother-child",3
"I84","I151","F144","wife-husband",5
"I410","I162","F145","wife-husband",6
"I162","I511","F145","father-child",6
"I410","I511","F145","mother-child",6
"I162","I411","F145","father-child",6
"I410","I411","F145","mother-child",6
"I162","I412","F145","father-child",6
"I410","I412","F145","mother-child",6
"I162","I43","F145","father-child",6
"I410","I43","F145","mother-child",6
"I162","I413","F145","father-child",6
"I410","I413","F145","mother-child",6
"I162","I414","F145","father-child",6
"I410","I414","F145","mother-child",6
"I162","I2654","F145","father-child",6
"I410","I2654","F145","mother-child",6
"I162","I416","F145","father-child",6
"I410","I416","F145","mother-child",6
"I162","I1029","F145","father-child",6
"I410","I1029","F145","mother-child",6
"I162","I418","F145","father-child",6
"I410","I418","F145","mother-child",6
"I419","I21","F146","wife-husband",5
"I427","I412","F147","wife-husband",5
"I412","I428","F147","father-child",5
"I427","I428","F147","mother-child",5
"I412","I20","F147","father-child",5
"I427","I20","F147","mother-child",5
"I428","I429","F148","wife-husband",6
"I434","I432","F149","wife-husband",2
"I432","I592","F149","father-child",2
"I434","I592","F149","mother-child",2
"I432","I435","F149","father-child",2
"I434","I435","F149","mother-child",2
"I432","I593","F149","father-child",2
"I434","I593","F149","mother-child",2
"I432","I594","F149","father-child",2
"I434","I594","F149","mother-child",2
"I437","I439","F150","wife-husband",5
"I436","I440","F151","wife-husband",7
"I440","I475","F151","father-child",7
"I436","I475","F151","mother-child",7
"I440","I874","F151","father-child",7
"I436","I874","F151","mother-child",7
"I440","I875","F151","father-child",7
"I436","I875","F151","mother-child",7
"I441","I435","F152","wife-husband",1
"I435","I442","F152","father-child",1
"I441","I442","F152","mother-child",1
"I435","I443","F152","father-child",1
"I441","I443","F152","mother-child",1
"I435","I444","F152","father-child",1
"I441","I444","F152","mother-child",1
"I451","I450","F153","wife-husband",1
"I450","I958","F153","father-child",1
"I451","I958","F153","mother-child",1
"I450","I959","F153","father-child",1
"I451","I959","F153","mother-child",1
"I450","I452","F153","father-child",1
"I451","I452","F153","mother-child",1
"I453","I452","F154","wife-husband",1
"I452","I454","F154","father-child",0
"I453","I454","F154","mother-child",1
"I452","I455","F154","father-child",0
"I453","I455","F154","mother-child",1
"I457","I456","F155","wife-husband",3
"I456","I124","F155","father-child",3
"I457","I124","F155","mother-child",3
"I456","I1408","F155","father-child",3
"I457","I1408","F155","mother-child",3
"I456","I446","F155","father-child",3
"I457","I446","F155","mother-child",3
"I459","I458","F156","wife-husband",3
"I458","I456","F156","father-child",3
"I459","I456","F156","mother-child",3
"I458","I2770","F156","father-child",3
"I459","I2770","F156","mother-child",3
"I458","I597","F156","father-child",3
"I459","I597","F156","mother-child",3
"I458","I2771","F156","father-child",3
"I459","I2771","F156","mother-child",3
"I460","I83","F157","wife-husband",5
"I83","I461","F157","father-child",5
"I460","I461","F157","mother-child",5
"I83","I462","F157","father-child",5
"I460","I462","F157","mother-child",5
"I463","I461","F158","wife-husband",3
"I461","I2629","F158","father-child",4
"I463","I2629","F158","mother-child",3
"I461","I2630","F158","father-child",4
"I463","I2630","F158","mother-child",3
"I461","I2631","F158","father-child",4
"I463","I2631","F158","mother-child",3
"I464","I462","F159","wife-husband",7
"I233","I438","F160","wife-husband",4
"I438","I468","F160","father-child",5
"I233","I468","F160","mother-child",4
"I469","I468","F161","wife-husband",6
"I468","I972","F161","father-child",5
"I469","I972","F161","mother-child",6
"I468","I973","F161","father-child",5
"I469","I973","F161","mother-child",6
"I468","I974","F161","father-child",5
"I469","I974","F161","mother-child",6
"I468","I975","F161","father-child",5
"I469","I975","F161","mother-child",6
"I468","I976","F161","father-child",5
"I469","I976","F161","mother-child",6
"I470","I232","F162","wife-husband",2
"I232","I441","F162","father-child",2
"I470","I441","F162","mother-child",2
"I232","I471","F162","father-child",2
"I470","I471","F162","mother-child",2
"I232","I1064","F162","father-child",2
"I470","I1064","F162","mother-child",2
"I472","I471","F163","wife-husband",2
"I471","I609","F163","father-child",3
"I472","I609","F163","mother-child",2
"I471","I1060","F163","father-child",3
"I472","I1060","F163","mother-child",2
"I471","I1061","F163","father-child",3
"I472","I1061","F163","mother-child",2
"I471","I1062","F163","father-child",3
"I472","I1062","F163","mother-child",2
"I471","I1063","F163","father-child",3
"I472","I1063","F163","mother-child",2
"I473","I234","F164","wife-husband",5
"I234","I474","F164","father-child",4
"I473","I474","F164","mother-child",5
"I474","I475","F165","wife-husband",5
"I475","I877","F165","father-child",6
"I474","I877","F165","mother-child",5
"I147","I477","F166","wife-husband",3
"I477","I478","F166","father-child",4
"I147","I478","F166","mother-child",3
"I148","I479","F167","wife-husband",3
"I479","I480","F167","father-child",4
"I148","I480","F167","mother-child",3
"I476","I481","F168","wife-husband",3
"I476","I482","F169","wife-husband",3
"I482","I483","F169","father-child",4
"I476","I483","F169","mother-child",3
"I485","I484","F170","wife-husband",5
"I484","I303","F170","father-child",5
"I485","I303","F170","mother-child",5
"I484","I595","F170","father-child",5
"I485","I595","F170","mother-child",5
"I484","I356","F170","father-child",5
"I485","I356","F170","mother-child",5
"I224","I488","F171","wife-husband",5
"I489","I486","F172","wife-husband",6
"I490","I487","F173","wife-husband",6
"I495","I493","F174","wife-husband",7
"I494","I103","F175","wife-husband",5
"I103","I500","F175","father-child",4
"I494","I500","F175","mother-child",5
"I103","I501","F175","father-child",4
"I494","I501","F175","mother-child",5
"I502","I102","F176","wife-husband",5
"I102","I503","F176","father-child",4
"I502","I503","F176","mother-child",5
"I102","I504","F176","father-child",4
"I502","I504","F176","mother-child",5
"I500","I505","F177","wife-husband",5
"I505","I506","F177","father-child",6
"I500","I506","F177","mother-child",5
"I501","I507","F178","wife-husband",5
"I507","I508","F178","father-child",6
"I501","I508","F178","mother-child",5
"I510","I162","F179","wife-husband",7
"I1682","I418","F180","wife-husband",7
"I513","I418","F181","wife-husband",8
"I2654","I515","F183","wife-husband",5
"I515","I1213","F183","father-child",5
"I2654","I1213","F183","mother-child",5
"I516","I414","F184","wife-husband",8
"I555","I202","F185","wife-husband",7
"I518","I420","F186","wife-husband",6
"I420","I519","F186","father-child",5
"I518","I519","F186","mother-child",6
"I420","I520","F186","father-child",5
"I518","I520","F186","mother-child",6
"I420","I521","F186","father-child",5
"I518","I521","F186","mother-child",6
"I420","I522","F186","father-child",5
"I518","I522","F186","mother-child",6
"I420","I523","F186","father-child",5
"I518","I523","F186","mother-child",6
"I420","I524","F186","father-child",5
"I518","I524","F186","mother-child",6
"I525","I519","F187","wife-husband",7
"I519","I526","F187","father-child",6
"I525","I526","F187","mother-child",7
"I519","I527","F187","father-child",6
"I525","I527","F187","mother-child",7
"I528","I520","F188","wife-husband",7
"I520","I921","F188","father-child",6
"I528","I921","F188","mother-child",7
"I520","I922","F188","father-child",6
"I528","I922","F188","mother-child",7
"I520","I923","F188","father-child",6
"I528","I923","F188","mother-child",7
"I520","I924","F188","father-child",6
"I528","I924","F188","mother-child",7
"I520","I925","F188","father-child",6
"I528","I925","F188","mother-child",7
"I520","I534","F188","father-child",6
"I528","I534","F188","mother-child",7
"I520","I535","F188","father-child",6
"I528","I535","F188","mother-child",7
"I536","I521","F189","wife-husband",7
"I537","I521","F190","wife-husband",7
"I521","I538","F190","father-child",6
"I537","I538","F190","mother-child",7
"I521","I539","F190","father-child",6
"I537","I539","F190","mother-child",7
"I540","I522","F191","wife-husband",7
"I522","I541","F191","father-child",6
"I540","I541","F191","mother-child",7
"I522","I542","F191","father-child",6
"I540","I542","F191","mother-child",7
"I522","I543","F191","father-child",6
"I540","I543","F191","mother-child",7
"I522","I544","F191","father-child",6
"I540","I544","F191","mother-child",7
"I522","I545","F191","father-child",6
"I540","I545","F191","mother-child",7
"I524","I546","F192","wife-husband",6
"I547","I421","F193","wife-husband",6
"I548","I422","F194","wife-husband",6
"I549","I423","F195","wife-husband",6
"I550","I424","F196","wife-husband",6
"I551","I425","F197","wife-husband",6
"I426","I552","F198","wife-husband",3
"I552","I1030","F198","father-child",3
"I426","I1030","F198","mother-child",3
"I552","I1031","F198","father-child",3
"I426","I1031","F198","mother-child",3
"I552","I470","F198","father-child",3
"I426","I470","F198","mother-child",3
"I552","I1033","F198","father-child",3
"I426","I1033","F198","mother-child",3
"I552","I1034","F198","father-child",3
"I426","I1034","F198","mother-child",3
"I552","I1035","F198","father-child",3
"I426","I1035","F198","mother-child",3
"I554","I553","F199","wife-husband",8
"I553","I555","F199","father-child",7
"I554","I555","F199","mother-child",8
"I556","I553","F200","wife-husband",7
"I553","I162","F200","father-child",7
"I556","I162","F200","mother-child",7
"I553","I557","F200","father-child",7
"I556","I557","F200","mother-child",7
"I553","I558","F200","father-child",7
"I556","I558","F200","mother-child",7
"I553","I559","F200","father-child",7
"I556","I559","F200","mother-child",7
"I553","I560","F200","father-child",7
"I556","I560","F200","mother-child",7
"I553","I561","F200","father-child",7
"I556","I561","F200","mother-child",7
"I553","I562","F200","father-child",7
"I556","I562","F200","mother-child",7
"I553","I563","F200","father-child",7
"I556","I563","F200","mother-child",7
"I248","I558","F201","wife-husband",6
"I559","I565","F202","wife-husband",6
"I565","I652","F202","father-child",6
"I559","I652","F202","mother-child",6
"I565","I653","F202","father-child",6
"I559","I653","F202","mother-child",6
"I565","I1681","F202","father-child",6
"I559","I1681","F202","mother-child",6
"I565","I1682","F202","father-child",6
"I559","I1682","F202","mother-child",6
"I561","I566","F203","wife-husband",8
"I567","I563","F204","wife-husband",9
"I569","I568","F205","wife-husband",8
"I568","I553","F205","father-child",8
"I569","I553","F205","mother-child",8
"I568","I570","F205","father-child",8
"I569","I570","F205","mother-child",8
"I568","I571","F205","father-child",8
"I569","I571","F205","mother-child",8
"I568","I572","F205","father-child",8
"I569","I572","F205","mother-child",8
"I571","I573","F206","wife-husband",9
"I575","I574","F207","wife-husband",6
"I574","I576","F207","father-child",6
"I575","I576","F207","mother-child",6
"I574","I485","F207","father-child",6
"I575","I485","F207","mother-child",6
"I577","I576","F208","wife-husband",5
"I576","I578","F208","father-child",5
"I577","I578","F208","mother-child",5
"I579","I578","F209","wife-husband",4
"I578","I580","F209","father-child",4
"I579","I580","F209","mother-child",4
"I578","I459","F209","father-child",4
"I579","I459","F209","mother-child",4
"I581","I580","F210","wife-husband",6
"I580","I582","F210","father-child",5
"I581","I582","F210","mother-child",6
"I583","I582","F211","wife-husband",7
"I582","I584","F211","father-child",6
"I583","I584","F211","mother-child",7
"I584","I585","F212","wife-husband",7
"I585","I586","F212","father-child",8
"I584","I586","F212","mother-child",7
"I97","I158","F213","wife-husband",6
"I158","I895","F213","father-child",7
"I97","I895","F213","mother-child",6
"I158","I528","F213","father-child",7
"I97","I528","F213","mother-child",6
"I158","I588","F213","father-child",7
"I97","I588","F213","mother-child",6
"I589","I588","F214","wife-husband",8
"I588","I899","F214","father-child",7
"I589","I899","F214","mother-child",8
"I598","I597","F215","wife-husband",2
"I597","I2829","F215","father-child",2
"I598","I2829","F215","mother-child",2
"I597","I451","F215","father-child",2
"I598","I451","F215","mother-child",2
"I597","I599","F215","father-child",2
"I598","I599","F215","mother-child",2
"I597","I2738","F215","father-child",2
"I598","I2738","F215","mother-child",2
"I599","I600","F216","wife-husband",2
"I600","I1123","F216","father-child",2
"I599","I1123","F216","mother-child",2
"I600","I601","F216","father-child",2
"I599","I601","F216","mother-child",2
"I600","I1124","F216","father-child",2
"I599","I1124","F216","mother-child",2
"I602","I445","F217","wife-husband",1
"I445","I2526","F217","father-child",1
"I602","I2526","F217","mother-child",1
"I445","I2527","F217","father-child",1
"I602","I2527","F217","mother-child",1
"I445","I2528","F217","father-child",1
"I602","I2528","F217","mother-child",1
"I445","I2529","F217","father-child",1
"I602","I2529","F217","mother-child",1
"I445","I603","F217","father-child",1
"I602","I603","F217","mother-child",1
"I605","I604","F218","wife-husband",3
"I604","I606","F218","father-child",3
"I605","I606","F218","mother-child",3
"I604","I71","F218","father-child",3
"I605","I71","F218","mother-child",3
"I604","I2697","F218","father-child",3
"I605","I2697","F218","mother-child",3
"I604","I1664","F218","father-child",3
"I605","I1664","F218","mother-child",3
"I604","I598","F218","father-child",3
"I605","I598","F218","mother-child",3
"I604","I1665","F218","father-child",3
"I605","I1665","F218","mother-child",3
"I604","I1666","F218","father-child",3
"I605","I1666","F218","mother-child",3
"I604","I1667","F218","father-child",3
"I605","I1667","F218","mother-child",3
"I607","I606","F219","wife-husband",2
"I606","I608","F219","father-child",2
"I607","I608","F219","mother-child",2
"I606","I1671","F219","father-child",2
"I607","I1671","F219","mother-child",2
"I1612","I603","F220","wife-husband",1
"I603","I2446","F220","father-child",0
"I1612","I2446","F220","mother-child",1
"I603","I2447","F220","father-child",0
"I1612","I2447","F220","mother-child",1
"I603","I2729","F220","father-child",0
"I1612","I2729","F220","mother-child",1
"I612","I611","F221","wife-husband",10
"I611","I613","F221","father-child",10
"I612","I613","F221","mother-child",10
"I611","I614","F221","father-child",10
"I612","I614","F221","mother-child",10
"I614","I615","F222","wife-husband",9
"I615","I616","F222","father-child",9
"I614","I616","F222","mother-child",9
"I617","I616","F223","wife-husband",8
"I616","I618","F223","father-child",8
"I617","I618","F223","mother-child",8
"I616","I619","F223","father-child",8
"I617","I619","F223","mother-child",8
"I619","I620","F224","wife-husband",8
"I620","I621","F224","father-child",8
"I619","I621","F224","mother-child",8
"I622","I621","F225","wife-husband",7
"I621","I623","F225","father-child",7
"I622","I623","F225","mother-child",7
"I624","I623","F226","wife-husband",6
"I623","I625","F226","father-child",6
"I624","I625","F226","mother-child",6
"I623","I626","F226","father-child",6
"I624","I626","F226","mother-child",6
"I627","I625","F227","wife-husband",6
"I625","I628","F227","father-child",6
"I627","I628","F227","mother-child",6
"I628","I629","F228","wife-husband",5
"I629","I630","F228","father-child",5
"I628","I630","F228","mother-child",5
"I630","I631","F229","wife-husband",4
"I631","I632","F229","father-child",4
"I630","I632","F229","mother-child",4
"I633","I632","F230","wife-husband",3
"I632","I634","F230","father-child",3
"I633","I634","F230","mother-child",3
"I634","I635","F231","wife-husband",2
"I635","I636","F231","father-child",2
"I634","I636","F231","mother-child",2
"I626","I637","F232","wife-husband",5
"I637","I1154","F232","father-child",5
"I626","I1154","F232","mother-child",5
"I637","I1155","F232","father-child",5
"I626","I1155","F232","mother-child",5
"I637","I1156","F232","father-child",5
"I626","I1156","F232","mother-child",5
"I637","I1157","F232","father-child",5
"I626","I1157","F232","mother-child",5
"I637","I638","F232","father-child",5
"I626","I638","F232","mother-child",5
"I637","I1158","F232","father-child",5
"I626","I1158","F232","mother-child",5
"I637","I1159","F232","father-child",5
"I626","I1159","F232","mother-child",5
"I638","I639","F233","wife-husband",4
"I639","I646","F233","father-child",4
"I638","I646","F233","mother-child",4
"I642","I640","F234","wife-husband",5
"I640","I643","F234","father-child",4
"I642","I643","F234","mother-child",5
"I644","I643","F235","wife-husband",6
"I643","I645","F235","father-child",5
"I644","I645","F235","mother-child",6
"I647","I646","F236","wife-husband",3
"I646","I640","F236","father-child",3
"I647","I640","F236","mother-child",3
"I646","I641","F236","father-child",3
"I647","I641","F236","mother-child",3
"I641","I648","F237","wife-husband",2
"I648","I649","F237","father-child",2
"I641","I649","F237","mother-child",2
"I324","I618","F238","wife-husband",7
"I618","I650","F238","father-child",7
"I324","I650","F238","mother-child",7
"I618","I575","F238","father-child",7
"I324","I575","F238","mother-child",7
"I651","I650","F239","wife-husband",7
"I650","I2653","F239","father-child",7
"I651","I2653","F239","mother-child",7
"I650","I565","F239","father-child",7
"I651","I565","F239","mother-child",7
"I650","I2655","F239","father-child",7
"I651","I2655","F239","mother-child",7
"I654","I652","F240","wife-husband",5
"I652","I655","F240","father-child",5
"I654","I655","F240","mother-child",5
"I652","I1689","F240","father-child",5
"I654","I1689","F240","mother-child",5
"I652","I1690","F240","father-child",5
"I654","I1690","F240","mother-child",5
"I652","I1691","F240","father-child",5
"I654","I1691","F240","mother-child",5
"I652","I1692","F240","father-child",5
"I654","I1692","F240","mother-child",5
"I656","I655","F241","wife-husband",4
"I655","I657","F241","father-child",4
"I656","I657","F241","mother-child",4
"I657","I658","F242","wife-husband",3
"I658","I659","F242","father-child",3
"I657","I659","F242","mother-child",3
"I659","I660","F243","wife-husband",2
"I660","I661","F243","father-child",2
"I659","I661","F243","mother-child",2
"I660","I1204","F243","father-child",2
"I659","I1204","F243","mother-child",2
"I660","I1205","F243","father-child",2
"I659","I1205","F243","mother-child",2
"I660","I1206","F243","father-child",2
"I659","I1206","F243","mother-child",2
"I662","I613","F244","wife-husband",12
"I613","I663","F244","father-child",11
"I662","I663","F244","mother-child",12
"I664","I663","F245","wife-husband",13
"I663","I665","F245","father-child",12
"I664","I665","F245","mother-child",13
"I665","I666","F246","wife-husband",13
"I666","I667","F246","father-child",14
"I665","I667","F246","mother-child",13
"I667","I668","F247","wife-husband",14
"I668","I669","F247","father-child",15
"I667","I669","F247","mother-child",14
"I670","I669","F248","wife-husband",16
"I669","I671","F248","father-child",15
"I670","I671","F248","mother-child",16
"I671","I672","F249","wife-husband",16
"I672","I673","F249","father-child",17
"I671","I673","F249","mother-child",16
"I674","I673","F250","wife-husband",18
"I673","I675","F250","father-child",17
"I674","I675","F250","mother-child",18
"I675","I676","F251","wife-husband",18
"I676","I677","F251","father-child",19
"I675","I677","F251","mother-child",18
"I679","I678","F252","wife-husband",6
"I678","I680","F252","father-child",6
"I679","I680","F252","mother-child",6
"I681","I680","F253","wife-husband",5
"I680","I682","F253","father-child",5
"I681","I682","F253","mother-child",5
"I682","I683","F254","wife-husband",4
"I683","I2634","F254","father-child",4
"I682","I2634","F254","mother-child",4
"I683","I2635","F254","father-child",4
"I682","I2635","F254","mother-child",4
"I683","I409","F254","father-child",4
"I682","I409","F254","mother-child",4
"I595","I684","F255","wife-husband",6
"I684","I685","F255","father-child",7
"I595","I685","F255","mother-child",6
"I685","I686","F256","wife-husband",7
"I686","I687","F256","father-child",8
"I685","I687","F256","mother-child",7
"I687","I688","F257","wife-husband",7
"I688","I689","F257","father-child",7
"I687","I689","F257","mother-child",7
"I690","I689","F258","wife-husband",5
"I689","I1183","F258","father-child",6
"I690","I1183","F258","mother-child",5
"I689","I1184","F258","father-child",6
"I690","I1184","F258","mother-child",5
"I689","I691","F258","father-child",6
"I690","I691","F258","mother-child",5
"I689","I1185","F258","father-child",6
"I690","I1185","F258","mother-child",5
"I693","I692","F259","wife-husband",13
"I692","I694","F259","father-child",12
"I693","I694","F259","mother-child",13
"I692","I695","F259","father-child",12
"I693","I695","F259","mother-child",13
"I692","I696","F259","father-child",12
"I693","I696","F259","mother-child",13
"I692","I697","F259","father-child",12
"I693","I697","F259","mother-child",13
"I692","I698","F259","father-child",12
"I693","I698","F259","mother-child",13
"I692","I699","F259","father-child",12
"I693","I699","F259","mother-child",13
"I692","I700","F259","father-child",12
"I693","I700","F259","mother-child",13
"I692","I701","F259","father-child",12
"I693","I701","F259","mother-child",13
"I692","I702","F259","father-child",12
"I693","I702","F259","mother-child",13
"I692","I703","F259","father-child",12
"I693","I703","F259","mother-child",13
"I692","I704","F259","father-child",12
"I693","I704","F259","mother-child",13
"I692","I705","F259","father-child",12
"I693","I705","F259","mother-child",13
"I707","I706","F260","wife-husband",14
"I706","I708","F260","father-child",13
"I707","I708","F260","mother-child",14
"I706","I709","F260","father-child",13
"I707","I709","F260","mother-child",14
"I706","I710","F260","father-child",13
"I707","I710","F260","mother-child",14
"I706","I693","F260","father-child",13
"I707","I693","F260","mother-child",14
"I706","I711","F260","father-child",13
"I707","I711","F260","mother-child",14
"I706","I712","F260","father-child",13
"I707","I712","F260","mother-child",14
"I706","I713","F260","father-child",13
"I707","I713","F260","mother-child",14
"I706","I714","F260","father-child",13
"I707","I714","F260","mother-child",14
"I715","I706","F261","wife-husband",14
"I706","I716","F261","father-child",13
"I715","I716","F261","mother-child",14
"I706","I717","F261","father-child",13
"I715","I717","F261","mother-child",14
"I706","I718","F261","father-child",13
"I715","I718","F261","mother-child",14
"I706","I719","F261","father-child",13
"I715","I719","F261","mother-child",14
"I706","I720","F261","father-child",13
"I715","I720","F261","mother-child",14
"I721","I719","F262","wife-husband",15
"I719","I722","F262","father-child",14
"I721","I722","F262","mother-child",15
"I719","I723","F262","father-child",14
"I721","I723","F262","mother-child",15
"I724","I722","F263","wife-husband",16
"I726","I725","F264","wife-husband",11
"I725","I727","F264","father-child",11
"I726","I727","F264","mother-child",11
"I725","I728","F264","father-child",11
"I726","I728","F264","mother-child",11
"I725","I729","F264","father-child",11
"I726","I729","F264","mother-child",11
"I725","I730","F264","father-child",11
"I726","I730","F264","mother-child",11
"I725","I731","F264","father-child",11
"I726","I731","F264","mother-child",11
"I725","I732","F264","father-child",11
"I726","I732","F264","mother-child",11
"I725","I733","F264","father-child",11
"I726","I733","F264","mother-child",11
"I725","I734","F264","father-child",11
"I726","I734","F264","mother-child",11
"I728","I735","F265","wife-husband",10
"I735","I2114","F265","father-child",10
"I728","I2114","F265","mother-child",10
"I735","I765","F265","father-child",10
"I728","I765","F265","mother-child",10
"I735","I766","F265","father-child",10
"I728","I766","F265","mother-child",10
"I735","I767","F265","father-child",10
"I728","I767","F265","mother-child",10
"I735","I768","F265","father-child",10
"I728","I768","F265","mother-child",10
"I735","I2115","F265","father-child",10
"I728","I2115","F265","mother-child",10
"I735","I2116","F265","father-child",10
"I728","I2116","F265","mother-child",10
"I735","I2117","F265","father-child",10
"I728","I2117","F265","mother-child",10
"I735","I2118","F265","father-child",10
"I728","I2118","F265","mother-child",10
"I735","I2119","F265","father-child",10
"I728","I2119","F265","mother-child",10
"I735","I736","F265","father-child",10
"I728","I736","F265","mother-child",10
"I736","I758","F266","wife-husband",9
"I758","I341","F266","father-child",9
"I736","I341","F266","mother-child",9
"I758","I2123","F266","father-child",9
"I736","I2123","F266","mother-child",9
"I758","I2124","F266","father-child",9
"I736","I2124","F266","mother-child",9
"I758","I2125","F266","father-child",9
"I736","I2125","F266","mother-child",9
"I758","I2126","F266","father-child",9
"I736","I2126","F266","mother-child",9
"I758","I770","F266","father-child",9
"I736","I770","F266","mother-child",9
"I758","I771","F266","father-child",9
"I736","I771","F266","mother-child",9
"I771","I772","F267","wife-husband",10
"I772","I1177","F267","father-child",10
"I771","I1177","F267","mother-child",10
"I772","I1178","F267","father-child",10
"I771","I1178","F267","mother-child",10
"I772","I761","F267","father-child",10
"I771","I761","F267","mother-child",10
"I738","I737","F268","wife-husband",12
"I737","I726","F268","father-child",12
"I738","I726","F268","mother-child",12
"I737","I1627","F268","father-child",12
"I738","I1627","F268","mother-child",12
"I737","I2860","F268","father-child",12
"I738","I2860","F268","mother-child",12
"I737","I2861","F268","father-child",12
"I738","I2861","F268","mother-child",12
"I737","I2862","F268","father-child",12
"I738","I2862","F268","mother-child",12
"I744","I750","F269","wife-husband",13
"I750","I757","F269","father-child",14
"I744","I757","F269","mother-child",13
"I739","I730","F270","wife-husband",13
"I730","I742","F270","father-child",12
"I739","I742","F270","mother-child",13
"I730","I743","F270","father-child",12
"I739","I743","F270","mother-child",13
"I730","I744","F270","father-child",12
"I739","I744","F270","mother-child",13
"I730","I706","F270","father-child",12
"I739","I706","F270","mother-child",13
"I730","I745","F270","father-child",12
"I739","I745","F270","mother-child",13
"I730","I746","F270","father-child",12
"I739","I746","F270","mother-child",13
"I730","I747","F270","father-child",12
"I739","I747","F270","mother-child",13
"I730","I748","F270","father-child",12
"I739","I748","F270","mother-child",13
"I730","I749","F270","father-child",12
"I739","I749","F270","mother-child",13
"I741","I740","F271","wife-husband",13
"I740","I529","F271","father-child",13
"I741","I529","F271","mother-child",13
"I740","I896","F271","father-child",13
"I741","I896","F271","mother-child",13
"I740","I2913","F271","father-child",13
"I741","I2913","F271","mother-child",13
"I740","I590","F271","father-child",13
"I741","I590","F271","mother-child",13
"I740","I739","F271","father-child",13
"I741","I739","F271","mother-child",13
"I749","I751","F272","wife-husband",12
"I751","I951","F272","father-child",11
"I749","I951","F272","mother-child",12
"I751","I2128","F272","father-child",11
"I749","I2128","F272","mother-child",12
"I752","I743","F273","wife-husband",14
"I754","I753","F274","wife-husband",15
"I753","I752","F274","father-child",15
"I754","I752","F274","mother-child",15
"I756","I755","F275","wife-husband",15
"I755","I715","F275","father-child",15
"I756","I715","F275","mother-child",15
"I709","I757","F276","wife-husband",14
"I760","I759","F277","wife-husband",8
"I759","I219","F277","father-child",8
"I760","I219","F277","mother-child",8
"I419","I1172","F278","wife-husband",5
"I762","I336","F279","wife-husband",8
"I336","I290","F279","father-child",7
"I762","I290","F279","mother-child",8
"I336","I2146","F279","father-child",7
"I762","I2146","F279","mother-child",8
"I763","I337","F280","wife-husband",8
"I340","I764","F281","wife-husband",7
"I764","I1617","F281","father-child",8
"I340","I1617","F281","mother-child",7
"I764","I1653","F281","father-child",8
"I340","I1653","F281","mother-child",7
"I774","I773","F282","wife-husband",15
"I773","I775","F282","father-child",15
"I774","I775","F282","mother-child",15
"I773","I776","F282","father-child",15
"I774","I776","F282","mother-child",15
"I773","I828","F282","father-child",15
"I774","I828","F282","mother-child",15
"I773","I829","F282","father-child",15
"I774","I829","F282","mother-child",15
"I773","I830","F282","father-child",15
"I774","I830","F282","mother-child",15
"I773","I831","F282","father-child",15
"I774","I831","F282","mother-child",15
"I773","I832","F282","father-child",15
"I774","I832","F282","mother-child",15
"I778","I777","F283","wife-husband",7
"I777","I401","F283","father-child",7
"I778","I401","F283","mother-child",7
"I780","I779","F284","wife-husband",7
"I779","I399","F284","father-child",7
"I780","I399","F284","mother-child",7
"I782","I781","F285","wife-husband",7
"I781","I398","F285","father-child",7
"I782","I398","F285","mother-child",7
"I784","I783","F286","wife-husband",7
"I783","I400","F286","father-child",7
"I784","I400","F286","mother-child",7
"I786","I785","F287","wife-husband",7
"I785","I387","F287","father-child",7
"I786","I387","F287","mother-child",7
"I787","I788","F288","wife-husband",7
"I788","I386","F288","father-child",7
"I787","I386","F288","mother-child",7
"I790","I789","F289","wife-husband",7
"I789","I388","F289","father-child",7
"I790","I388","F289","mother-child",7
"I791","I792","F290","wife-husband",7
"I792","I389","F290","father-child",7
