"source","target","const_culture","const_abbr","const_id"
82514,82396,"aztec","005","aztec-005"
82396,81266,"aztec","005","aztec-005"
81266,80763,"aztec","005","aztec-005"
80763,78401,"aztec","005","aztec-005"
80763,78265,"aztec","005","aztec-005"
80763,78820,"aztec","005","aztec-005"
67301,65378,"belarusian","001","belarusian-001"
65378,62956,"belarusian","001","belarusian-001"
62956,59774,"belarusian","001","belarusian-001"
59774,58001,"belarusian","001","belarusian-001"
58001,53910,"belarusian","001","belarusian-001"
53910,54061,"belarusian","001","belarusian-001"
54061,59774,"belarusian","001","belarusian-001"
91262,91971,"belarusian","002","belarusian-002"
91971,92420,"belarusian","002","belarusian-002"
92420,93194,"belarusian","002","belarusian-002"
93194,92791,"belarusian","002","belarusian-002"
92791,91971,"belarusian","002","belarusian-002"
17847,17702,"belarusian","003","belarusian-003"
17702,17573,"belarusian","003","belarusian-003"
17573,17531,"belarusian","003","belarusian-003"
17531,17489,"belarusian","003","belarusian-003"
17489,17499,"belarusian","003","belarusian-003"
17499,17608,"belarusian","003","belarusian-003"
17608,17702,"belarusian","003","belarusian-003"
102098,100453,"belarusian","004","belarusian-004"
100453,97165,"belarusian","004","belarusian-004"
100453,102488,"belarusian","004","belarusian-004"
100453,95947,"belarusian","004","belarusian-004"
76127,75695,"belarusian","005","belarusian-005"
75695,76267,"belarusian","005","belarusian-005"
76267,76952,"belarusian","005","belarusian-005"
76952,77512,"belarusian","005","belarusian-005"
77512,78159,"belarusian","005","belarusian-005"
78159,78493,"belarusian","005","belarusian-005"
24608,24608,"belarusian","006","belarusian-006"
20205,20455,"belarusian","007","belarusian-007"
20455,20648,"belarusian","007","belarusian-007"
20648,20889,"belarusian","007","belarusian-007"
20205,20894,"belarusian","007","belarusian-007"
20894,21421,"belarusian","007","belarusian-007"
37826,36850,"belarusian","008","belarusian-008"
26727,26311,"belarusian","009","belarusian-009"
26311,25930,"belarusian","009","belarusian-009"
11767,11767,"belarusian","010","belarusian-010"
74666,73555,"belarusian","011","belarusian-011"
73555,71075,"belarusian","011","belarusian-011"
71075,71053,"belarusian","011","belarusian-011"
71053,69673,"belarusian","011","belarusian-011"
69673,67927,"belarusian","011","belarusian-011"
69673,72105,"belarusian","011","belarusian-011"
72105,74666,"belarusian","011","belarusian-011"
67927,67459,"belarusian","011","belarusian-011"
26263,26173,"belarusian","012","belarusian-012"
26173,26563,"belarusian","012","belarusian-012"
26173,25923,"belarusian","012","belarusian-012"
13209,9884,"belarusian","013","belarusian-013"
9884,8903,"belarusian","013","belarusian-013"
8903,8832,"belarusian","013","belarusian-013"
87585,87833,"belarusian","014","belarusian-014"
87833,85670,"belarusian","014","belarusian-014"
85670,85829,"belarusian","014","belarusian-014"
85829,87585,"belarusian","014","belarusian-014"
87585,94376,"belarusian","014","belarusian-014"
94376,97433,"belarusian","014","belarusian-014"
97433,94648,"belarusian","014","belarusian-014"
94648,89937,"belarusian","014","belarusian-014"
89937,83895,"belarusian","014","belarusian-014"
83895,80331,"belarusian","014","belarusian-014"
80331,78527,"belarusian","014","belarusian-014"
78527,75458,"belarusian","014","belarusian-014"
75458,68756,"belarusian","014","belarusian-014"
68756,61281,"belarusian","014","belarusian-014"
61281,56211,"belarusian","014","belarusian-014"
64241,64394,"belarusian","015","belarusian-015"
64394,60742,"belarusian","015","belarusian-015"
11767,85822,"belarusian","016","belarusian-016"
85822,82080,"belarusian","016","belarusian-016"
82080,77055,"belarusian","016","belarusian-016"
77055,79822,"belarusian","016","belarusian-016"
79822,75097,"belarusian","016","belarusian-016"
75097,72607,"belarusian","016","belarusian-016"
72607,77055,"belarusian","016","belarusian-016"
27989,26207,"belarusian","017","belarusian-017"
26207,25336,"belarusian","017","belarusian-017"
25336,25930,"belarusian","017","belarusian-017"
25930,24436,"belarusian","017","belarusian-017"
27989,26727,"belarusian","017","belarusian-017"
26727,27366,"belarusian","017","belarusian-017"
27366,24436,"belarusian","017","belarusian-017"
31681,34088,"belarusian","018","belarusian-018"
34088,35550,"belarusian","018","belarusian-018"
35550,35350,"belarusian","018","belarusian-018"
35350,32362,"belarusian","018","belarusian-018"
35550,36962,"belarusian","018","belarusian-018"
36962,37740,"belarusian","018","belarusian-018"
36962,37826,"belarusian","018","belarusian-018"
36962,36046,"belarusian","018","belarusian-018"
36046,34693,"belarusian","018","belarusian-018"
34693,36850,"belarusian","018","belarusian-018"
34693,33018,"belarusian","018","belarusian-018"
34693,32246,"belarusian","018","belarusian-018"
32246,30883,"belarusian","018","belarusian-018"
32246,30343,"belarusian","018","belarusian-018"
30343,29655,"belarusian","018","belarusian-018"
29655,28734,"belarusian","018","belarusian-018"
100064,100345,"belarusian","019","belarusian-019"
100345,104139,"belarusian","019","belarusian-019"
104139,105515,"belarusian","019","belarusian-019"
105515,106985,"belarusian","019","belarusian-019"
106985,107556,"belarusian","019","belarusian-019"
105515,105881,"belarusian","019","belarusian-019"
105881,104139,"belarusian","019","belarusian-019"
100345,102485,"belarusian","019","belarusian-019"
104139,102978,"belarusian","019","belarusian-019"
746,746,"belarusian","020","belarusian-020"
37740,38538,"boorong","Wjl","boorong-Wjl"
37740,36962,"boorong","Wjl","boorong-Wjl"
38538,37629,"boorong","Wjl","boorong-Wjl"
36962,37629,"boorong","Wjl","boorong-Wjl"
37629,36393,"boorong","Wjl","boorong-Wjl"
36393,35941,"boorong","Wjl","boorong-Wjl"
36366,36850,"boorong","Yur","boorong-Yur"
36896,36850,"boorong","Yur","boorong-Yur"
36850,37204,"boorong","Yur","boorong-Yur"
36850,38319,"boorong","Yur","boorong-Yur"
37204,37265,"boorong","Yur","boorong-Yur"
37265,37580,"boorong","Yur","boorong-Yur"
37580,38016,"boorong","Yur","boorong-Yur"
38016,38319,"boorong","Yur","boorong-Yur"
26594,26795,"boorong","Kul","boorong-Kul"
26795,26870,"boorong","Kul","boorong-Kul"
26870,26885,"boorong","Kul","boorong-Kul"
26885,26762,"boorong","Kul","boorong-Kul"
26762,26727,"boorong","Kul","boorong-Kul"
26762,27253,"boorong","Kul","boorong-Kul"
27253,27588,"boorong","Kul","boorong-Kul"
27588,27750,"boorong","Kul","boorong-Kul"
25930,25737,"boorong","Kul","boorong-Kul"
26727,26549,"boorong","Kul","boorong-Kul"
26213,26210,"boorong","Kul","boorong-Kul"
26210,26188,"boorong","Kul","boorong-Kul"
26188,26149,"boorong","Kul","boorong-Kul"
26149,25976,"boorong","Kul","boorong-Kul"
25976,25930,"boorong","Kul","boorong-Kul"
26149,26762,"boorong","Kul","boorong-Kul"
26213,26174,"boorong","Kul","boorong-Kul"
26174,26106,"boorong","Kul","boorong-Kul"
26106,26063,"boorong","Kul","boorong-Kul"
26063,25980,"boorong","Kul","boorong-Kul"
25980,26020,"boorong","Kul","boorong-Kul"
26020,26117,"boorong","Kul","boorong-Kul"
26117,26319,"boorong","Kul","boorong-Kul"
26319,26439,"boorong","Kul","boorong-Kul"
26439,26508,"boorong","Kul","boorong-Kul"
26508,26727,"boorong","Kul","boorong-Kul"
17664,17579,"boorong","Lnk","boorong-Lnk"
17579,17531,"boorong","Lnk","boorong-Lnk"
17531,17489,"boorong","Lnk","boorong-Lnk"
17489,17499,"boorong","Lnk","boorong-Lnk"
17499,17608,"boorong","Lnk","boorong-Lnk"
17608,17702,"boorong","Lnk","boorong-Lnk"
17702,17851,"boorong","Lnk","boorong-Lnk"
17851,17847,"boorong","Lnk","boorong-Lnk"
17847,17900,"boorong","Lnk","boorong-Lnk"
17900,17776,"boorong","Lnk","boorong-Lnk"
18246,18614,"boorong","Pur","boorong-Pur"
18614,19811,"boorong","Pur","boorong-Pur"
19811,21476,"boorong","Pur","boorong-Pur"
23416,21928,"boorong","Pur","boorong-Pur"
21928,19811,"boorong","Pur","boorong-Pur"
21928,24608,"boorong","Pur","boorong-Pur"
24902,24813,"boorong","Pur","boorong-Pur"
23767,24902,"boorong","Pur","boorong-Pur"
24902,24813,"boorong","Pur","boorong-Pur"
24813,25143,"boorong","Pur","boorong-Pur"
24902,25143,"boorong","Pur","boorong-Pur"
23767,23453,"boorong","Pur","boorong-Pur"
23453,21476,"boorong","Pur","boorong-Pur"
21476,19811,"boorong","Pur","boorong-Pur"
23416,25816,"boorong","Pur","boorong-Pur"
25143,25816,"boorong","Pur","boorong-Pur"
60851,60718,"boorong","Bun","boorong-Bun"
60718,59747,"boorong","Bun","boorong-Bun"
59747,61084,"boorong","Bun","boorong-Bun"
60969,60870,"boorong","Bun","boorong-Bun"
60870,60308,"boorong","Bun","boorong-Bun"
60308,60379,"boorong","Bun","boorong-Bun"
60379,60781,"boorong","Bun","boorong-Bun"
60781,61136,"boorong","Bun","boorong-Bun"
61136,61966,"boorong","Bun","boorong-Bun"
61966,62434,"boorong","Bun","boorong-Bun"
62434,63007,"boorong","Bun","boorong-Bun"
59397,59747,"boorong","Bun","boorong-Bun"
78820,78401,"boorong","Djt","boorong-Djt"
78401,78265,"boorong","Djt","boorong-Djt"
78265,78104,"boorong","Djt","boorong-Djt"
81266,80763,"boorong","Djt","boorong-Djt"
80763,80112,"boorong","Djt","boorong-Djt"
80112,76742,"boorong","Djt","boorong-Djt"
32402,31407,"boorong","War","boorong-War"
31407,30438,"boorong","War","boorong-War"
30438,29990,"boorong","War","boorong-War"
29990,30104,"boorong","War","boorong-War"
50785,51232,"boorong","Cwr","boorong-Cwr"
51232,52102,"boorong","Cwr","boorong-Cwr"
52102,52405,"boorong","Cwr","boorong-Cwr"
52405,52558,"boorong","Cwr","boorong-Cwr"
52558,52922,"boorong","Cwr","boorong-Cwr"
52922,53253,"boorong","Cwr","boorong-Cwr"
53253,54463,"boorong","Cwr","boorong-Cwr"
7506,7387,"boorong","Ydk","boorong-Ydk"
7387,7588,"boorong","Ydk","boorong-Ydk"
7588,7699,"boorong","Ydk","boorong-Ydk"
7699,7751,"boorong","Ydk","boorong-Ydk"
65245,64394,"boorong","Tbg","boorong-Tbg"
64394,64022,"boorong","Tbg","boorong-Tbg"
64022,62763,"boorong","Tbg","boorong-Tbg"
62763,62576,"boorong","Tbg","boorong-Tbg"
62576,60746,"boorong","Tbg","boorong-Tbg"
60746,60351,"boorong","Tbg","boorong-Tbg"
64394,64417,"boorong","Tbg","boorong-Tbg"
64417,63950,"boorong","Tbg","boorong-Tbg"
63950,61418,"boorong","Tbg","boorong-Tbg"
73776,72131,"boorong","Bbg","boorong-Bbg"
72131,71908,"boorong","Bbg","boorong-Bbg"
72131,73036,"boorong","Bbg","boorong-Bbg"
72131,70035,"boorong","Bbg","boorong-Bbg"
72131,71683,"boorong","Bbg","boorong-Bbg"
85927,86670,"boorong","Krk","boorong-Krk"
85696,86670,"boorong","Krk","boorong-Krk"
86670,87073,"boorong","Krk","boorong-Krk"
86670,85889,"boorong","Krk","boorong-Krk"
85889,84143,"boorong","Krk","boorong-Krk"
86670,89642,"boorong","Krk","boorong-Krk"
91262,91971,"boorong","Nln","boorong-Nln"
91926,91971,"boorong","Nln","boorong-Nln"
91926,92791,"boorong","Nln","boorong-Nln"
