"source","target","const_culture","const_abbr","const_id"
92791,92420,"chinese","111","chinese-111"
92420,93194,"chinese","111","chinese-111"
93194,93903,"chinese","111","chinese-111"
79374,79374,"chinese","112","chinese-112"
19893,21281,"chinese","113","chinese-113"
21281,26069,"chinese","113","chinese-113"
26069,27100,"chinese","113","chinese-113"
27100,29134,"chinese","113","chinese-113"
63414,63414,"chinese","114","chinese-114"
35710,35710,"chinese","115","chinese-115"
104680,104680,"chinese","116","chinese-116"
61960,62267,"chinese","117","chinese-117"
62267,61579,"chinese","117","chinese-117"
21515,22109,"chinese","118","chinese-118"
22109,22701,"chinese","118","chinese-118"
22701,23221,"chinese","118","chinese-118"
23221,23231,"chinese","118","chinese-118"
23231,22479,"chinese","118","chinese-118"
22479,22263,"chinese","118","chinese-118"
22263,21763,"chinese","118","chinese-118"
21763,23474,"chinese","118","chinese-118"
19777,19587,"chinese","119","chinese-119"
19587,20507,"chinese","119","chinese-119"
20507,21444,"chinese","119","chinese-119"
21444,22024,"chinese","119","chinese-119"
22024,21986,"chinese","119","chinese-119"
47723,46771,"chinese","120","chinese-120"
46771,46454,"chinese","120","chinese-120"
110371,109176,"chinese","121","chinese-121"
109176,107354,"chinese","121","chinese-121"
107354,107310,"chinese","121","chinese-121"
17529,18532,"chinese","122","chinese-122"
18532,18614,"chinese","122","chinese-122"
18614,18246,"chinese","122","chinese-122"
18246,17448,"chinese","122","chinese-122"
17448,17313,"chinese","122","chinese-122"
24244,24327,"chinese","123","chinese-123"
24327,24845,"chinese","123","chinese-123"
24845,24873,"chinese","123","chinese-123"
5434,5434,"chinese","124","chinese-124"
30324,31700,"chinese","125","chinese-125"
31700,33092,"chinese","125","chinese-125"
33092,33248,"chinese","125","chinese-125"
33248,33152,"chinese","125","chinese-125"
33152,31125,"chinese","125","chinese-125"
31125,30324,"chinese","125","chinese-125"
85423,85423,"chinese","126","chinese-126"
70027,69260,"chinese","127","chinese-127"
69260,69536,"chinese","127","chinese-127"
69536,69989,"chinese","127","chinese-127"
86929,88866,"chinese","128","chinese-128"
88866,90797,"chinese","128","chinese-128"
90797,92609,"chinese","128","chinese-128"
92609,93015,"chinese","128","chinese-128"
93015,99240,"chinese","128","chinese-128"
99240,102395,"chinese","128","chinese-128"
102395,91792,"chinese","128","chinese-128"
91792,98495,"chinese","128","chinese-128"
98495,105858,"chinese","128","chinese-128"
105858,100751,"chinese","128","chinese-128"
108036,109472,"chinese","129","chinese-129"
68002,71352,"chinese","130","chinese-130"
71352,68933,"chinese","130","chinese-130"
68933,67457,"chinese","130","chinese-130"
67457,65936,"chinese","130","chinese-130"
65936,63945,"chinese","130","chinese-130"
63945,61932,"chinese","130","chinese-130"
61932,61622,"chinese","130","chinese-130"
61622,60517,"chinese","130","chinese-130"
60517,60823,"chinese","130","chinese-130"
62763,62763,"chinese","131","chinese-131"
60742,60697,"chinese","132","chinese-132"
60697,60746,"chinese","132","chinese-132"
60746,60904,"chinese","132","chinese-132"
60904,60514,"chinese","132","chinese-132"
60514,60351,"chinese","132","chinese-132"
60351,61071,"chinese","132","chinese-132"
61071,60941,"chinese","132","chinese-132"
60941,59847,"chinese","132","chinese-132"
59847,61394,"chinese","132","chinese-132"
61394,61724,"chinese","132","chinese-132"
61724,60957,"chinese","132","chinese-132"
60957,59501,"chinese","132","chinese-132"
59501,58858,"chinese","132","chinese-132"
30438,30438,"chinese","133","chinese-133"
115919,115444,"chinese","134","chinese-134"
115444,114144,"chinese","134","chinese-134"
114144,112935,"chinese","134","chinese-134"
112935,112447,"chinese","134","chinese-134"
112447,112029,"chinese","134","chinese-134"
145,118209,"chinese","135","chinese-135"
118209,154,"chinese","135","chinese-135"
154,443,"chinese","135","chinese-135"
443,145,"chinese","135","chinese-135"
118209,114724,"chinese","135","chinese-135"
114724,112961,"chinese","135","chinese-135"
112961,111123,"chinese","135","chinese-135"
111123,109139,"chinese","135","chinese-135"
109139,107556,"chinese","135","chinese-135"
107556,106985,"chinese","135","chinese-135"
106985,106723,"chinese","135","chinese-135"
106723,107188,"chinese","135","chinese-135"
107188,107556,"chinese","135","chinese-135"
112440,112748,"chinese","136","chinese-136"
112051,112158,"chinese","136","chinese-136"
115250,115623,"chinese","136","chinese-136"
113881,112748,"chinese","136","chinese-136"
113881,112158,"chinese","136","chinese-136"
113881,115250,"chinese","136","chinese-136"
105140,106067,"chinese","137","chinese-137"
101936,101847,"chinese","138","chinese-138"
101847,101692,"chinese","138","chinese-138"
101692,101101,"chinese","138","chinese-138"
19205,19513,"chinese","139","chinese-139"
19513,20430,"chinese","139","chinese-139"
20430,20250,"chinese","139","chinese-139"
80179,80883,"chinese","140","chinese-140"
54182,53824,"chinese","141","chinese-141"
53824,53807,"chinese","141","chinese-141"
32439,33694,"chinese","142","chinese-142"
33694,39538,"chinese","142","chinese-142"
39538,36547,"chinese","142","chinese-142"
36547,23265,"chinese","142","chinese-142"
23265,25110,"chinese","142","chinese-142"
101923,101984,"chinese","143","chinese-143"
101984,102487,"chinese","143","chinese-143"
68702,68702,"chinese","144","chinese-144"
60710,59449,"chinese","145","chinese-145"
59449,59196,"chinese","145","chinese-145"
62322,61585,"chinese","146","chinese-146"
55945,56647,"chinese","147","chinese-147"
56647,56127,"chinese","147","chinese-147"
50371,51576,"chinese","148","chinese-148"
51576,52419,"chinese","148","chinese-148"
52419,50099,"chinese","148","chinese-148"
50099,45238,"chinese","148","chinese-148"
36041,36188,"chinese","149","chinese-149"
36188,37279,"chinese","149","chinese-149"
66657,71683,"chinese","151","chinese-151"
62423,63076,"chinese","152","chinese-152"
41704,45333,"chinese","153","chinese-153"
45333,43903,"chinese","153","chinese-153"
46733,43644,"chinese","153","chinese-153"
43644,45455,"chinese","153","chinese-153"
50218,49593,"chinese","154","chinese-154"
49593,47631,"chinese","154","chinese-154"
47631,48742,"chinese","154","chinese-154"
57328,57380,"chinese","155","chinese-155"
57380,58590,"chinese","155","chinese-155"
58590,58948,"chinese","155","chinese-155"
92862,94481,"chinese","156","chinese-156"
94481,94713,"chinese","156","chinese-156"
94713,95556,"chinese","156","chinese-156"
95556,97295,"chinese","156","chinese-156"
110130,110838,"chinese","157","chinese-157"
110838,118092,"chinese","157","chinese-157"
118092,2484,"chinese","157","chinese-157"
2484,3330,"chinese","157","chinese-157"
3330,1599,"chinese","157","chinese-157"
1599,118322,"chinese","157","chinese-157"
91918,91918,"chinese","158","chinese-158"
84380,84606,"chinese","159","chinese-159"
84606,85112,"chinese","159","chinese-159"
87728,87728,"chinese","160","chinese-160"
113889,114971,"chinese","161","chinese-161"
114971,115830,"chinese","161","chinese-161"
115830,116771,"chinese","161","chinese-161"
116771,118268,"chinese","161","chinese-161"
64962,68895,"chinese","162","chinese-162"
64238,66803,"chinese","163","chinese-163"
24305,23685,"chinese","164","chinese-164"
81497,79992,"chinese","165","chinese-165"
79992,79101,"chinese","165","chinese-165"
79101,77760,"chinese","165","chinese-165"
77760,75973,"chinese","165","chinese-165"
75973,75411,"chinese","165","chinese-165"
75411,74666,"chinese","165","chinese-165"
76297,75141,"chinese","167","chinese-167"
75141,73334,"chinese","167","chinese-167"
73334,73273,"chinese","167","chinese-167"
73273,74117,"chinese","167","chinese-167"
74117,75264,"chinese","167","chinese-167"
75264,74911,"chinese","167","chinese-167"
74911,73807,"chinese","167","chinese-167"
73807,72683,"chinese","167","chinese-167"
72683,71860,"chinese","167","chinese-167"
74376,74376,"chinese","168","chinese-168"
110273,110003,"chinese","169","chinese-169"
57936,58158,"chinese","171","chinese-171"
58158,56280,"chinese","171","chinese-171"
56280,56332,"chinese","171","chinese-171"
56332,56343,"chinese","171","chinese-171"
56343,56452,"chinese","171","chinese-171"
56452,56922,"chinese","171","chinese-171"
34724,32578,"chinese","172","chinese-172"
106140,105502,"chinese","173","chinese-173"
105502,107348,"chinese","173","chinese-173"
107348,107472,"chinese","173","chinese-173"
76880,76880,"chinese","174","chinese-174"
61968,62443,"chinese","175","chinese-175"
66234,64906,"chinese","176","chinese-176"
74946,77952,"chinese","177","chinese-177"
77952,82273,"chinese","177","chinese-177"
82273,74946,"chinese","177","chinese-177"
44390,44857,"chinese","178","chinese-178"
44127,44471,"chinese","179","chinese-179"
44471,50372,"chinese","179","chinese-179"
50372,50801,"chinese","179","chinese-179"
50801,55219,"chinese","179","chinese-179"
55219,55203,"chinese","179","chinese-179"
85805,80650,"chinese","180","chinese-180"
85805,81660,"chinese","180","chinese-180"
85805,80161,"chinese","180","chinese-180"
85805,82860,"chinese","180","chinese-180"
54347,53417,"chinese","181","chinese-181"
53417,52457,"chinese","181","chinese-181"
52457,52686,"chinese","181","chinese-181"
12876,12394,"chinese","182","chinese-182"
12394,11001,"chinese","182","chinese-182"
11001,8928,"chinese","182","chinese-182"
9236,17440,"chinese","183","chinese-183"
2021,110078,"chinese","184","chinese-184"
110078,107089,"chinese","184","chinese-184"
107089,104043,"chinese","184","chinese-184"
82676,82676,"chinese","185","chinese-185"
104019,103703,"chinese","186","chinese-186"
104139,105143,"chinese","186","chinese-186"
105515,106568,"chinese","186","chinese-186"
104429,104452,"chinese","186","chinese-186"
61084,60718,"chinese","187","chinese-187"
62434,59747,"chinese","187","chinese-187"
27204,27204,"chinese","188","chinese-188"
86284,86565,"chinese","189","chinese-189"
88404,84880,"chinese","189","chinese-189"
85397,86768,"chinese","189","chinese-189"
51685,51556,"chinese","190","chinese-190"
51556,52638,"chinese","190","chinese-190"
52638,53229,"chinese","190","chinese-190"
29038,29426,"chinese","191","chinese-191"
29426,29704,"chinese","191","chinese-191"
29704,29434,"chinese","191","chinese-191"
7588,5348,"chinese","192","chinese-192"
5348,3405,"chinese","192","chinese-192"
36425,37921,"chinese","193","chinese-193"
37921,39567,"chinese","193","chinese-193"
39567,40167,"chinese","193","chinese-193"
104521,104858,"chinese","194","chinese-194"
28237,28734,"chinese","195","chinese-195"
28734,28716,"chinese","195","chinese-195"
28716,27913,"chinese","195","chinese-195"
107575,106944,"chinese","196","chinese-196"
106942,107144,"chinese","197","chinese-197"
105570,105413,"chinese","198","chinese-198"
34033,32533,"chinese","199","chinese-199"
32533,31216,"chinese","199","chinese-199"
31216,30419,"chinese","199","chinese-199"
51502,51384,"chinese","200","chinese-200"
29807,29034,"chinese","201","chinese-201"
57399,57399,"chinese","202","chinese-202"
66798,66798,"chinese","203","chinese-203"
57565,57565,"chinese","204","chinese-204"
54539,54539,"chinese","205","chinese-205"
111169,110609,"chinese","206","chinese-206"
110609,107533,"chinese","206","chinese-206"
107533,107136,"chinese","206","chinese-206"
107136,106886,"chinese","206","chinese-206"
106886,108165,"chinese","206","chinese-206"
108165,109857,"chinese","206","chinese-206"
109857,110538,"chinese","206","chinese-206"
110538,118243,"chinese","206","chinese-206"
118243,117863,"chinese","206","chinese-206"
117863,117301,"chinese","206","chinese-206"
117301,115990,"chinese","206","chinese-206"
115990,111674,"chinese","206","chinese-206"
111674,113919,"chinese","206","chinese-206"
113919,114570,"chinese","206","chinese-206"
114570,115022,"chinese","206","chinese-206"
115022,116584,"chinese","206","chinese-206"
116584,117221,"chinese","206","chinese-206"
117221,116805,"chinese","206","chinese-206"
116805,116631,"chinese","206","chinese-206"
15696,15696,"chinese","207","chinese-207"
87585,85829,"chinese","208","chinese-208"
85829,85670,"chinese","208","chinese-208"
85670,87833,"chinese","208","chinese-208"
87833,86414,"chinese","208","chinese-208"
91117,91726,"chinese","209","chinese-209"
91726,91845,"chinese","209","chinese-209"
91845,92175,"chinese","209","chinese-209"
92175,93026,"chinese","209","chinese-209"
93026,93429,"chinese","209","chinese-209"
93429,93805,"chinese","209","chinese-209"
93805,93717,"chinese","209","chinese-209"
93717,93526,"chinese","209","chinese-209"
1562,5364,"chinese","210","chinese-210"
5364,6537,"chinese","210","chinese-210"
6537,8645,"chinese","210","chinese-210"
8645,8102,"chinese","210","chinese-210"
8102,9326,"chinese","210","chinese-210"
17886,17886,"chinese","211","chinese-211"
94376,96100,"chinese","212","chinese-212"
96100,97433,"chinese","212","chinese-212"
97433,98702,"chinese","212","chinese-212"
98702,98583,"chinese","212","chinese-212"
98583,95081,"chinese","212","chinese-212"
13268,14328,"chinese","213","chinese-213"
14328,15863,"chinese","213","chinese-213"
15863,16826,"chinese","213","chinese-213"
16826,17358,"chinese","213","chinese-213"
17358,19343,"chinese","213","chinese-213"
19343,19812,"chinese","213","chinese-213"
19812,20156,"chinese","213","chinese-213"
20156,19949,"chinese","213","chinese-213"
69373,74605,"chinese","214","chinese-214"
74605,77277,"chinese","214","chinese-214"
79414,73199,"chinese","214","chinese-214"
73199,72181,"chinese","214","chinese-214"
9640,8068,"chinese","215","chinese-215"
8068,7607,"chinese","215","chinese-215"
7607,6999,"chinese","215","chinese-215"
6999,7719,"chinese","215","chinese-215"
7719,7513,"chinese","215","chinese-215"
7513,7818,"chinese","215","chinese-215"
7818,9021,"chinese","215","chinese-215"
9021,10064,"chinese","215","chinese-215"
10064,10670,"chinese","215","chinese-215"
10670,10644,"chinese","215","chinese-215"
10644,9640,"chinese","215","chinese-215"
99473,98844,"chinese","216","chinese-216"
98844,97980,"chinese","216","chinese-216"
97980,97804,"chinese","216","chinese-216"
76470,76600,"chinese","217","chinese-217"
113246,113246,"chinese","218","chinese-218"
23497,22565,"chinese","219","chinese-219"
22565,23949,"chinese","219","chinese-219"
23949,24822,"chinese","219","chinese-219"
24822,23497,"chinese","219","chinese-219"
102253,99731,"chinese","220","chinese-220"
99731,101093,"chinese","220","chinese-220"
101093,102422,"chinese","220","chinese-220"
102422,105199,"chinese","220","chinese-220"
105199,108917,"chinese","220","chinese-220"
108917,110817,"chinese","220","chinese-220"
110817,112724,"chinese","220","chinese-220"
112724,115088,"chinese","220","chinese-220"
42312,42884,"chinese","221","chinese-221"
42884,42515,"chinese","221","chinese-221"
42515,42828,"chinese","221","chinese-221"
42828,43409,"chinese","221","chinese-221"
43409,43825,"chinese","221","chinese-221"
26451,26451,"chinese","222","chinese-222"
109693,109693,"chinese","223","chinese-223"
24879,25541,"chinese","224","chinese-224"
24879,25292,"chinese","224","chinese-224"
24879,24340,"chinese","224","chinese-224"
24879,24504,"chinese","224","chinese-224"
4257,4371,"chinese","225","chinese-225"
4371,3559,"chinese","225","chinese-225"
3559,3455,"chinese","225","chinese-225"
96950,97290,"chinese","226","chinese-226"
44816,44816,"chinese","227","chinese-227"
80181,81693,"chinese","228","chinese-228"
81693,83207,"chinese","228","chinese-228"
83207,83313,"chinese","228","chinese-228"
83313,83462,"chinese","228","chinese-228"
83462,84573,"chinese","228","chinese-228"
84573,86178,"chinese","228","chinese-228"
86178,87808,"chinese","228","chinese-228"
84314,84405,"chinese","229","chinese-229"
84405,84970,"chinese","229","chinese-229"
84970,85340,"chinese","229","chinese-229"
20641,19990,"chinese","230","chinese-230"
20732,21273,"chinese","231","chinese-231"
20732,20219,"chinese","231","chinese-231"
20219,20901,"chinese","231","chinese-231"
20901,21589,"chinese","231","chinese-231"
21589,21735,"chinese","231","chinese-231"
21735,21402,"chinese","231","chinese-231"
21402,20522,"chinese","231","chinese-231"
104732,105138,"chinese","232","chinese-232"
105138,104887,"chinese","232","chinese-232"
104887,103413,"chinese","232","chinese-232"
103413,102098,"chinese","232","chinese-232"
102098,99639,"chinese","232","chinese-232"
99639,97165,"chinese","232","chinese-232"
97165,100453,"chinese","232","chinese-232"
100453,102488,"chinese","232","chinese-232"
102488,104732,"chinese","232","chinese-232"
1366,1686,"chinese","233","chinese-233"
1686,1473,"chinese","233","chinese-233"
32349,32349,"chinese","234","chinese-234"
53295,56034,"chinese","235","chinese-235"
53721,56148,"chinese","235","chinese-235"
53838,55560,"chinese","235","chinese-235"
106786,107382,"chinese","236","chinese-236"
107382,107487,"chinese","236","chinese-236"
107487,107517,"chinese","236","chinese-236"
107517,107527,"chinese","236","chinese-236"
107527,105668,"chinese","236","chinese-236"
105668,104974,"chinese","236","chinese-236"
104974,103728,"chinese","236","chinese-236"
103728,103640,"chinese","236","chinese-236"
103640,104459,"chinese","236","chinese-236"
104459,105019,"chinese","236","chinese-236"
105019,105574,"chinese","236","chinese-236"
105574,105761,"chinese","236","chinese-236"
55060,55797,"chinese","237","chinese-237"
55797,58181,"chinese","237","chinese-237"
58181,58259,"chinese","237","chinese-237"
58259,55060,"chinese","237","chinese-237"
16369,16322,"chinese","238","chinese-238"
16322,16083,"chinese","238","chinese-238"
16083,15900,"chinese","238","chinese-238"
64407,65639,"chinese","239","chinese-239"
108952,107608,"chinese","240","chinese-240"
107608,107380,"chinese","240","chinese-240"
107380,109285,"chinese","240","chinese-240"
109285,109422,"chinese","240","chinese-240"
109422,108952,"chinese","240","chinese-240"
69481,69713,"chinese","241","chinese-241"
69713,70497,"chinese","241","chinese-241"
14135,15619,"chinese","242","chinese-242"
15619,13954,"chinese","242","chinese-242"
13954,12828,"chinese","242","chinese-242"
12828,10324,"chinese","242","chinese-242"
10324,11484,"chinese","242","chinese-242"
11484,12093,"chinese","242","chinese-242"
12093,12706,"chinese","242","chinese-242"
12706,12387,"chinese","242","chinese-242"
12387,11791,"chinese","242","chinese-242"
11791,11046,"chinese","242","chinese-242"
11046,10234,"chinese","242","chinese-242"
10234,10305,"chinese","242","chinese-242"
77516,77516,"chinese","243","chinese-243"
39953,42570,"chinese","244","chinese-244"
42570,42913,"chinese","244","chinese-244"
42913,45941,"chinese","244","chinese-244"
45941,46701,"chinese","244","chinese-244"
68520,66200,"chinese","245","chinese-245"
104750,102978,"chinese","246","chinese-246"
104750,104234,"chinese","246","chinese-246"
104234,102485,"chinese","246","chinese-246"
102978,102485,"chinese","246","chinese-246"
49812,50414,"chinese","247","chinese-247"
67627,67627,"chinese","248","chinese-248"
15737,15110,"chinese","249","chinese-249"
15110,14838,"chinese","249","chinese-249"
11918,11918,"chinese","250","chinese-250"
95294,95241,"chinese","251","chinese-251"
95241,95347,"chinese","251","chinese-251"
7083,9007,"chinese","252","chinese-252"
9007,10602,"chinese","252","chinese-252"
10602,11407,"chinese","252","chinese-252"
11407,12413,"chinese","252","chinese-252"
12413,13847,"chinese","252","chinese-252"
13847,17351,"chinese","252","chinese-252"
17351,17797,"chinese","252","chinese-252"
17797,17874,"chinese","252","chinese-252"
17874,20042,"chinese","252","chinese-252"
20042,20535,"chinese","252","chinese-252"
20535,21393,"chinese","252","chinese-252"
21393,21248,"chinese","252","chinese-252"
18543,17593,"chinese","253","chinese-253"
17593,17378,"chinese","253","chinese-253"
17378,16537,"chinese","253","chinese-253"
16537,15197,"chinese","253","chinese-253"
15197,13701,"chinese","253","chinese-253"
13701,12770,"chinese","253","chinese-253"
12770,12843,"chinese","253","chinese-253"
12843,13288,"chinese","253","chinese-253"
13288,14146,"chinese","253","chinese-253"
14146,15474,"chinese","253","chinese-253"
15474,16611,"chinese","253","chinese-253"
16611,17651,"chinese","253","chinese-253"
17651,17717,"chinese","253","chinese-253"
17717,18216,"chinese","253","chinese-253"
18216,18673,"chinese","253","chinese-253"
87706,86736,"chinese","254","chinese-254"
86736,86352,"chinese","254","chinese-254"
86352,86060,"chinese","254","chinese-254"
86060,85755,"chinese","254","chinese-254"
85755,85783,"chinese","254","chinese-254"
85783,87072,"chinese","254","chinese-254"
102208,104105,"chinese","255","chinese-255"
104105,98401,"chinese","255","chinese-255"
98401,94083,"chinese","255","chinese-255"
94083,88127,"chinese","255","chinese-255"
35846,35550,"chinese","256","chinese-256"
35550,33927,"chinese","256","chinese-256"
90139,88657,"chinese","257","chinese-257"
194,2025,"chinese","258","chinese-258"
110386,110986,"chinese","259","chinese-259"
3419,3419,"chinese","260","chinese-260"
41375,42835,"chinese","261","chinese-261"
42835,43305,"chinese","261","chinese-261"
9487,8833,"chinese","262","chinese-262"
8833,7884,"chinese","262","chinese-262"
7884,7007,"chinese","262","chinese-262"
7007,5737,"chinese","262","chinese-262"
5737,4906,"chinese","262","chinese-262"
4906,3786,"chinese","262","chinese-262"
746,2599,"chinese","263","chinese-263"
2599,3821,"chinese","263","chinese-263"
3821,3179,"chinese","263","chinese-263"
3179,2505,"chinese","263","chinese-263"
48319,48402,"chinese","265","chinese-265"
48402,46853,"chinese","265","chinese-265"
46853,44901,"chinese","265","chinese-265"
44901,45493,"chinese","265","chinese-265"
23015,24608,"chinese","266","chinese-266"
24608,28360,"chinese","266","chinese-266"
28360,28380,"chinese","266","chinese-266"
28380,25428,"chinese","266","chinese-266"
14417,9727,"chinese","267","chinese-267"
14417,13055,"chinese","267","chinese-267"
14417,15547,"chinese","267","chinese-267"
14417,19461,"chinese","267","chinese-267"
57632,57646,"chinese","268","chinese-268"
57632,57320,"chinese","268","chinese-268"
57632,58159,"chinese","268","chinese-268"
57632,57779,"chinese","268","chinese-268"
33018,34693,"chinese","269","chinese-269"
34693,36046,"chinese","269","chinese-269"
36046,36962,"chinese","269","chinese-269"
36962,38538,"chinese","269","chinese-269"
63948,63355,"chinese","270","chinese-270"
63355,62356,"chinese","270","chinese-270"
62356,59819,"chinese","270","chinese-270"
78727,78207,"chinese","271","chinese-271"
78207,77853,"chinese","271","chinese-271"
77853,77060,"chinese","271","chinese-271"
94779,95853,"chinese","272","chinese-272"
95853,96441,"chinese","272","chinese-272"
96441,96895,"chinese","272","chinese-272"
25048,25810,"chinese","273","chinese-273"
25810,24813,"chinese","273","chinese-273"
60485,60485,"chinese","274","chinese-274"
60000,58484,"chinese","275","chinese-275"
58484,51839,"chinese","275","chinese-275"
51839,52633,"chinese","275","chinese-275"
52633,46928,"chinese","275","chinese-275"
46928,46107,"chinese","275","chinese-275"
46107,43012,"chinese","275","chinese-275"
43012,40888,"chinese","275","chinese-275"
40888,36982,"chinese","275","chinese-275"
58519,58519,"chinese","276","chinese-276"
110023,110578,"chinese","277","chinese-277"
110578,111710,"chinese","277","chinese-277"
111710,113345,"chinese","277","chinese-277"
44248,44700,"chinese","278","chinese-278"
44700,45688,"chinese","278","chinese-278"
45688,45860,"chinese","278","chinese-278"
45860,47617,"chinese","278","chinese-278"
47617,47701,"chinese","278","chinese-278"
47701,46146,"chinese","278","chinese-278"
46146,46750,"chinese","278","chinese-278"
46750,47908,"chinese","278","chinese-278"
47908,48455,"chinese","278","chinese-278"
48455,50335,"chinese","278","chinese-278"
50335,50583,"chinese","278","chinese-278"
50583,49583,"chinese","278","chinese-278"
49583,49669,"chinese","278","chinese-278"
49669,47508,"chinese","278","chinese-278"
49669,51624,"chinese","278","chinese-278"
49669,49637,"chinese","278","chinese-278"
69732,69732,"chinese","279","chinese-279"
29655,29655,"chinese","280","chinese-280"
71865,72010,"chinese","281","chinese-281"
31592,31592,"chinese","282","chinese-282"
60172,60172,"chinese","283","chinese-283"
84969,84979,"chinese","284","chinese-284"
84979,81852,"chinese","284","chinese-284"
81852,81065,"chinese","284","chinese-284"
81065,70638,"chinese","284","chinese-284"
70638,80047,"chinese","284","chinese-284"
80047,69896,"chinese","284","chinese-284"
80047,72370,"chinese","284","chinese-284"
72370,70248,"chinese","284","chinese-284"
51734,51808,"chinese","285","chinese-285"
6706,7097,"chinese","286","chinese-286"
7097,7535,"chinese","286","chinese-286"
7535,8198,"chinese","286","chinese-286"
8198,7710,"chinese","286","chinese-286"
96229,96665,"chinese","287","chinese-287"
96665,95501,"chinese","287","chinese-287"
95501,95585,"chinese","287","chinese-287"
95585,96468,"chinese","287","chinese-287"
96468,96392,"chinese","287","chinese-287"
96392,96556,"chinese","287","chinese-287"
96556,96483,"chinese","287","chinese-287"
96483,97928,"chinese","287","chinese-287"
67927,67275,"chinese","288","chinese-288"
67275,67459,"chinese","288","chinese-288"
87616,87616,"chinese","289","chinese-289"
108797,109332,"chinese","290","chinese-290"
109332,109786,"chinese","290","chinese-290"
110391,110529,"chinese","290","chinese-290"
110529,109789,"chinese","290","chinese-290"
110641,111954,"chinese","290","chinese-290"
111954,112862,"chinese","290","chinese-290"
112362,111449,"chinese","290","chinese-290"
111449,112529,"chinese","290","chinese-290"
112211,111539,"chinese","290","chinese-290"
111539,110778,"chinese","290","chinese-290"
111086,110602,"chinese","290","chinese-290"
110602,110179,"chinese","290","chinese-290"
111200,111843,"chinese","290","chinese-290"
111843,112161,"chinese","290","chinese-290"
112615,113031,"chinese","290","chinese-290"
113031,112716,"chinese","290","chinese-290"
112542,113136,"chinese","290","chinese-290"
113136,113148,"chinese","290","chinese-290"
114341,114375,"chinese","290","chinese-290"
114375,114119,"chinese","290","chinese-290"
116247,116118,"chinese","290","chinese-290"
116118,115669,"chinese","290","chinese-290"
115438,115404,"chinese","290","chinese-290"
115404,115125,"chinese","290","chinese-290"
115115,115033,"chinese","290","chinese-290"
115033,114855,"chinese","290","chinese-290"
114164,114054,"chinese","290","chinese-290"
114054,113996,"chinese","290","chinese-290"
114939,116758,"chinese","290","chinese-290"
116758,116971,"chinese","290","chinese-290"
23972,23364,"chinese","291","chinese-291"
23364,23875,"chinese","291","chinese-291"
23875,24674,"chinese","291","chinese-291"
94648,92112,"chinese","292","chinese-292"
92112,85852,"chinese","292","chinese-292"
94648,89937,"chinese","292","chinese-292"
19038,19038,"chinese","293","chinese-293"
21683,21683,"chinese","294","chinese-294"
115738,115951,"chinese","295","chinese-295"
115951,117491,"chinese","295","chinese-295"
117491,116928,"chinese","295","chinese-295"
110991,109492,"chinese","296","chinese-296"
109492,109556,"chinese","296","chinese-296"
109556,107259,"chinese","296","chinese-296"
107259,107418,"chinese","296","chinese-296"
51585,52689,"chinese","297","chinese-297"
52689,52911,"chinese","297","chinese-297"
52911,51775,"chinese","297","chinese-297"
26634,25859,"chinese","298","chinese-298"
71075,71075,"chinese","299","chinese-299"
66198,66198,"chinese","300","chinese-300"
69415,71652,"chinese","301","chinese-301"
71652,71974,"chinese","301","chinese-301"
71974,72929,"chinese","301","chinese-301"
72929,73714,"chinese","301","chinese-301"
72571,73566,"chinese","302","chinese-302"
73566,74857,"chinese","302","chinese-302"
59199,59199,"chinese","303","chinese-303"
91919,91262,"chinese","304","chinese-304"
91262,91971,"chinese","304","chinese-304"
61174,61174,"chinese","305","chinese-305"
64394,63462,"chinese","306","chinese-306"
63462,64022,"chinese","306","chinese-306"
27830,26640,"chinese","307","chinese-307"
26640,25695,"chinese","307","chinese-307"
25695,23900,"chinese","307","chinese-307"
23900,23068,"chinese","307","chinese-307"
23068,21881,"chinese","307","chinese-307"
23416,23453,"chinese","308","chinese-308"
23453,23767,"chinese","308","chinese-308"
23767,23416,"chinese","308","chinese-308"
27639,27673,"chinese","308","chinese-308"
27673,27483,"chinese","308","chinese-308"
27483,27639,"chinese","308","chinese-308"
25984,26536,"chinese","308","chinese-308"
70300,70090,"chinese","309","chinese-309"
68523,68282,"chinese","309","chinese-309"
69996,70574,"chinese","309","chinese-309"
67786,67669,"chinese","309","chinese-309"
67669,67153,"chinese","309","chinese-309"
65109,65109,"chinese","309","chinese-309"
89908,89908,"chinese","310","chinese-310"
27810,27628,"chinese","311","chinese-311"
92043,92161,"chinese","312","chinese-312"
88149,88192,"chinese","313","chinese-313"
88192,88290,"chinese","313","chinese-313"
88290,88601,"chinese","313","chinese-313"
86742,87108,"chinese","314","chinese-314"
12332,12640,"chinese","315","chinese-315"
12640,12803,"chinese","315","chinese-315"
12803,13327,"chinese","315","chinese-315"
13327,13165,"chinese","315","chinese-315"
96757,96837,"chinese","326","chinese-326"
96837,97365,"chinese","326","chinese-326"
97365,97496,"chinese","326","chinese-326"
97496,98337,"chinese","326","chinese-326"
98337,98438,"chinese","326","chinese-326"
98438,98234,"chinese","326","chinese-326"
98234,98754,"chinese","326","chinese-326"
98754,99742,"chinese","326","chinese-326"
72125,71762,"chinese","317","chinese-317"
71762,71795,"chinese","317","chinese-317"
32562,33485,"chinese","318","chinese-318"
33485,32173,"chinese","318","chinese-318"
32173,32480,"chinese","318","chinese-318"
