"hip","proper","ra","dec","mag","t_eff"
21298,"",4.570609,-6.837809,6.09,4186
21323,"",4.57722,28.96115,5.88,10354
21324,"",4.577261,-24.0405,6.37,4599
21363,"",4.58353,-19.921384,6.12,4535
21393,"",4.592512,-30.562341,3.81,4934
21402,"",4.594239,10.16079,4.25,7864
21408,"",4.595156,19.881791,6.33,5408
21421,"Aldebaran",4.598677,16.509301,0.87,3917
21428,"",4.600465,-3.611641,6.34,11677
21444,"",4.605317,-3.352459,3.93,17850
21452,"",4.606727,64.261602,5.91,9665
21459,"",4.608092,23.340855,6.01,6823
21476,"",4.611508,41.264808,4.25,4540
21479,"",4.612677,-62.077154,5.59,3990
21486,"",4.614148,-30.716779,6.28,11523
21515,"",4.620465,0.998314,5.32,11905
21517,"",4.620772,18.543031,6.49,5261
21525,"",4.622017,-41.872944,6.4,7972
21547,"",4.626703,-2.473548,5.22,7307
21588,"",4.635956,16.033291,5.78,7157
21589,"",4.635961,12.510838,4.27,8283
21594,"",4.63634,-14.30402,3.86,4697
21604,"",4.637731,20.684722,5.85,9823
21611,"",4.639372,-77.656003,6.05,4700
21644,"",4.64821,-12.123121,4.99,8681
21666,"",4.651194,-51.672752,6.45,4288
21670,"",4.65171,7.870976,5.38,7445
21673,"",4.65256,15.799846,5.08,8146
21683,"",4.654583,15.917977,4.67,8105
21685,"",4.655475,-14.359192,5.46,4748
21689,"",4.65643,25.218274,6.21,7914
21718,"",4.663117,-1.052459,6.11,4962
21727,"",4.66519,53.079535,5.07,4702
21730,"",4.666126,53.473021,5.36,7062
21735,"",4.667616,12.197609,5.45,12405
21743,"",4.668557,-24.482368,5.56,4997
21763,"",4.674031,-19.671493,4.32,3782
21770,"",4.676039,-41.863752,4.44,7007
21819,"",4.688822,28.614994,5.73,9288
21823,"",4.690032,48.300881,5.66,9503
21847,"",4.697283,38.280182,5.97,5921
21861,"",4.700965,-37.144297,5.04,6771
21881,"",4.704084,22.956926,4.27,12076
21914,"",4.712899,-50.481334,5.3,4894
21928,"",4.715089,43.365138,5.3,9164
21949,"",4.717764,-70.931027,5.53,12147
21958,"",4.719249,-30.765557,5.66,4174
21961,"",4.720488,24.08892,6.18,6106
21972,"",4.722665,49.973789,5.86,9352
21986,"",4.726318,-8.794317,5.98,5739
21998,"",4.728964,-41.064788,6.24,4046
22003,"",4.730068,32.865459,6.49,7162
22024,"",4.734811,-8.503571,5.78,10995
22028,"",4.73555,-18.666586,5.53,9200
22034,"",4.736949,40.786454,6.09,9026
22040,"",4.739205,-59.732733,5.28,7732
22044,"",4.740508,11.146137,5.39,7478
22081,"",4.749419,-63.229715,6.46,4706
22086,"",4.751156,-21.283383,5.72,4032
22109,"",4.758375,-3.254657,4.01,13575
22128,"",4.761796,23.627996,6.34,8835
22144,"",4.765406,-39.356619,6.04,4728
22152,"",4.766786,76.611042,6.46,6235
22157,"",4.76715,11.705591,5.35,7785
22176,"",4.771341,18.734693,5.99,4454
22189,"",4.773379,-2.954532,6.33,9014
22192,"",4.773819,-28.087444,6.18,7834
22220,"",4.779021,40.31259,5.99,4981
22263,"",4.793413,-16.934456,5.49,5783
22280,"",4.797104,-30.020372,6.35,4717
22287,"",4.800069,56.757183,5.29,7505
22300,"",4.801942,55.602611,6.32,7117
22325,"",4.809037,-16.329484,5.76,6134
22336,"",4.810107,-5.674045,5.77,5786
22354,"",4.812396,3.588526,6.04,4490
22361,"",4.813968,75.941219,5.96,7307
22393,"",4.820235,31.437375,5.57,4608
22407,"",4.821965,32.588191,5.84,7483
22439,"",4.828402,-13.769669,6.27,6474
22441,"",4.828912,15.904221,6.09,3891
22449,"",4.830669,6.961276,3.19,6353
22453,"",4.831846,37.488275,4.89,4082
22479,"",4.83656,-16.217159,5.03,4865
22488,"",4.837828,-41.320848,6.06,6691
22508,"",4.843441,70.941528,6.36,10821
22509,"",4.843534,8.900176,4.35,9392
22531,"",4.848706,-53.461508,5.58,7012
22534,"",4.849036,-53.459698,6.42,6357
22545,"",4.852594,48.740685,5.64,4824
22549,"",4.853434,5.605104,3.68,14038
22565,"",4.856239,18.839861,5.08,7685
22573,"",4.857837,-34.906286,5.82,8415
22597,"",4.862051,9.975078,6.11,8815
22607,"",4.863885,13.655155,6.3,6277
22626,"",4.868109,63.505421,5.47,3874
22667,"",4.875545,14.250642,4.71,3109
22678,"",4.877218,36.703187,4.79,4137
22697,"",4.879754,27.897485,5.97,6880
22699,"",4.879933,42.586626,5.68,8336
22701,"",4.881575,-5.452695,4.36,7445
22717,"",4.884919,-72.40768,6.28,6198
22720,"",4.886052,52.841155,6.4,8737
22730,"",4.889659,2.508225,5.33,3695
22737,"",4.891803,-66.675413,6.43,3671
22783,"",4.900836,66.342678,4.26,9649
22797,"",4.904193,2.440672,3.71,15365
22833,"",4.913027,11.426006,5.18,8291
22834,"",4.913273,7.779097,5.33,4466
22840,"",4.914086,0.467167,5.98,12219
22842,"",4.914233,44.060861,6.06,10047
22844,"",4.914717,-58.547652,6.11,6536
22845,"",4.914924,10.150833,4.64,8582
22847,"",4.915226,-39.628607,6.11,4122
22850,"",4.916211,19.485388,6.36,7260
22854,"",4.917537,55.259109,5.52,9326
22860,"",4.918562,-16.74067,5.71,4942
22871,"",4.919765,-74.936852,5.47,3956
22881,"",4.921847,-16.417767,5.71,5110
22913,"",4.930598,15.040278,5.79,11235
22923,"",4.932875,5.399024,6.5,9200
22936,"",4.935299,52.869761,5.75,8415
22938,"",4.935825,7.904696,6.42,6659
22949,"",4.937661,24.592218,6.33,6963
22955,"",4.938913,36.168537,6.1,6958
22957,"",4.939521,13.514466,4.06,4562
22958,"",4.940052,-5.171356,5.5,12482
23015,"Hassaleh",4.949894,33.16609,2.69,4008
23041,"",4.954775,-1.067258,6.25,6622
23040,"",4.95478,53.752101,4.43,9790
23043,"",4.956206,17.153677,5.51,4316
23060,"",4.962412,-14.23192,6.15,17126
23068,"",4.963513,23.948562,5.79,4648
23088,"",4.969275,25.050405,5.79,9288
23092,"",4.969698,-2.212738,6.34,8375
23123,"",4.975806,1.714016,4.47,4210
23148,"",4.980829,-82.470512,5.84,4985
23161,"",4.98317,14.54324,6.14,8044
23166,"",4.983713,-16.376027,5.65,6514
23179,"",4.987612,37.890245,4.93,9059
23216,"",4.996204,53.155451,6.09,4057
23221,"",4.997348,-10.263325,5.39,5294
23231,"",4.998816,-12.537416,4.78,7391
23251,"",5.003688,-78.300009,6.29,3958
23261,"",5.005095,39.394701,5.95,6659
23265,"",5.005755,81.194088,5.09,4316
23268,"",5.006449,39.654653,6.46,3551
23296,"",5.011058,-2.066032,6.31,7255
23311,"",5.013611,-5.753675,6.22,4757
23362,"",5.023772,-20.051918,4.91,10334
23364,"",5.023985,-7.173965,4.8,14429
23377,"",5.026257,-39.718046,6.02,5068
23380,"",5.026676,61.077996,6.03,6509
23408,"",5.030654,0.722112,5.91,4377
23416,"",5.032815,43.823308,3.03,6134
23419,"",5.03334,1.608865,6.45,10395
23430,"",5.03606,-26.275029,5.01,4744
23442,"",5.038832,74.269368,6.05,3868
23446,"",5.039668,-31.771333,5.92,4541
23453,"",5.041301,41.075837,3.69,4569
23467,"",5.045279,-71.3143,5.3,4857
23474,"",5.045828,-22.795052,5.74,4510
23475,"",5.045943,-4.210121,5.86,4470
23482,"",5.046861,-49.151407,5.37,6631
23484,"",5.047327,66.822974,6.2,6248
23497,"",5.051596,21.589962,4.62,8050
23511,"",5.055177,41.441646,6.11,7840
23522,"",5.05697,60.442245,4.03,5008
23551,"",5.064479,-14.370231,6.42,15929
23554,"",5.064797,-24.388151,5.61,8505
23555,"",5.064986,-41.74495,6.3,6170
23582,"",5.070216,73.763887,6.21,3757
23583,"",5.070712,30.494588,6.14,4476
23589,"",5.072663,21.277931,6.2,4283
23595,"",5.07344,-35.482978,4.55,4529
23596,"",5.073931,-35.705109,6.32,7162
23607,"",5.076153,15.404105,4.65,10703
23617,"",5.077683,74.066955,6.1,9288
23643,"",5.081813,-3.039675,6.04,12255
23649,"",5.082776,-49.577837,5.05,4018
23653,"",5.083502,-54.407401,6.26,3885
23668,"",5.087832,-26.152391,5.71,4548
23680,"",5.089921,1.177627,6.1,NA
23685,"",5.091018,-22.371032,3.19,4060
23693,"",5.091853,-57.472704,4.71,6178
23695,"",5.09225,19.806723,6.48,7656
23724,"",5.100256,35.936388,6.49,7864
23734,"",5.102349,58.972372,5.22,11099
23737,"",5.102575,-73.037673,6.26,9392
23743,"",5.103372,59.02134,6.08,4643
23766,"",5.108245,61.169756,6,4192
23767,"",5.10858,41.234474,3.18,13575
23777,"",5.110206,-13.122622,6.04,10011
23783,"",5.111289,51.59772,4.98,7002
23794,"",5.112681,-4.655163,5.12,10589
23799,"",5.113766,43.174705,6.2,6527
23818,"",5.119376,-19.391868,6.47,5729
23831,"",5.1236,-12.491269,5.97,5874
23835,"",5.124164,18.645052,4.91,5699
23840,"",5.126116,-63.399679,5.19,3653
23852,"",5.127309,9.47178,6.15,5807
23871,"",5.130111,20.418379,5.28,8313
23874,"",5.130502,-12.592658,6.33,3736
23875,"Cursa",5.130829,-5.086446,2.78,8011
23879,"",5.131359,8.498429,5.33,7027
23883,"",5.132066,21.704821,5.84,7965
23900,"",5.135173,24.265175,5.5,9140
23908,"",5.137016,-15.095354,6.38,5077
23916,"",5.138942,-8.665324,5.8,10589
23941,"",5.145472,-4.456207,5.11,6478
23949,"",5.147342,19.85986,6.51,5046
23972,"",5.15244,-8.754081,4.25,15929
23983,"",5.155456,9.829579,5.43,7488
24003,"",5.160181,69.639401,6.43,4663
24010,"",5.161654,15.597232,4.81,7152
24017,"",5.162367,64.91949,6.37,6509
24019,"",5.162524,28.030461,5.93,7162
24041,"",5.167573,-0.565323,6.11,4668
24072,"",5.171891,37.301854,6.02,5504
24109,"",5.178585,46.96207,5.67,6492
24114,"",5.179053,-25.910463,6.4,4412
24130,"",5.182785,-2.254114,6.24,4880
24162,"",5.18866,-2.490782,5.89,6448
24169,"",5.189686,-11.849089,5.6,4241
24193,"",5.193976,29.90358,6.42,3225
24197,"",5.194879,16.045673,5.18,3943
24203,"",5.195931,1.037028,5.88,5683
24244,"",5.204973,-11.869219,4.45,11646
24254,"",5.206237,73.946674,5.44,11938
24294,"",5.213369,-6.05719,5.9,4928
24305,"",5.215528,-16.205468,3.29,12007
24313,"",5.217451,61.85004,6.17,9117
24327,"",5.220522,-12.941291,4.36,11493
24331,"",5.221523,2.861265,4.46,4548
24332,"",5.221519,37.337309,6.48,6114
24340,"",5.223811,38.484498,4.82,7834
24348,"",5.225353,62.691132,6.49,7744
24349,"",5.225432,1.967684,6.08,6631
24372,"",5.229288,-67.185255,4.81,4366
24377,"",5.229793,0.560423,6.33,4055
24384,"",5.231482,-52.030755,6.03,4173
24394,"",5.233319,-14.606872,6.22,6837
24426,"",5.241346,-35.976996,5.75,4832
24436,"Rigel",5.242298,-8.20164,0.18,10011
24440,"",5.243205,76.472761,6.36,9695
24450,"",5.245569,5.156151,5.5,4210
24451,"",5.245631,53.213949,6.16,8591
24479,"",5.253164,59.405687,6.15,4526
24493,"",5.255139,-1.40904,6.15,6724
24505,"",5.25677,-26.943509,5.06,10773
24504,"",5.256777,32.6876,5.01,7639
24507,"",5.256908,-73.588475,6.49,8084
24512,"",5.257682,22.284858,6.26,8672
24520,"",5.26078,-52.182179,6.48,4468
24555,"",5.267815,11.341354,5.52,9711
24560,"",5.2696,-11.352553,6.45,5657
24575,"",5.271708,34.312317,5.99,7773
24607,"",5.278067,1.947328,6.42,9758
24608,"Capella",5.27815,45.997991,0.08,5299
24659,"",5.291411,-34.895207,4.81,4875
24674,"",5.293442,-6.844409,3.59,12183
24679,"",5.294512,-13.519826,5.48,4985
24727,"",5.302935,33.371613,4.54,4402
24732,"",5.30368,73.268071,5.81,9890
24738,"",5.304359,42.792111,5.55,4004
24740,"",5.305249,33.767348,6.15,10254
24771,"",5.311201,40.465124,6.22,4183
24786,"",5.314017,-18.13005,5.96,5999
24799,"",5.316674,33.748394,5.38,14605
24813,"",5.318995,40.099051,4.69,5790
24817,"",5.319783,2.595806,5.34,6673
24820,"",5.320748,20.134596,6.12,4811
24822,"",5.321278,22.096494,4.96,4975
24825,"",5.32151,-18.519919,6.37,12931
24829,"",5.322813,-50.605967,5.44,6215
24831,"",5.323246,-27.368884,5.98,9873
24832,"",5.323261,33.985421,6.49,7450
24836,"",5.324404,58.117365,6.13,10029
24845,"",5.326257,-13.176788,4.29,20600
24847,"",5.326468,-1.411892,6.33,11838
24873,"",5.333062,-12.315585,5.29,11806
24879,"",5.333589,33.958054,5.05,7286
24881,"",5.333977,44.425383,6.49,4272
24902,"",5.337409,41.086212,5.46,8283
24909,"",5.339086,-34.698856,6.34,7127
24914,"",5.339615,62.653711,5.64,3343
24925,"",5.340669,-5.367528,6.4,10334
24927,"",5.340811,-21.239763,4.7,10354
24951,"",5.344212,46.963783,6.54,5961
24955,"",5.344635,66.746878,6.39,5008
24960,"",5.345489,2.54478,6.43,4772
24977,"",5.34906,19.814347,6.2,4441
24984,"",5.349815,27.957262,6.35,9037
25001,"",5.353524,29.569884,5.66,8815
25007,"",5.354684,-34.345051,6.05,15166
25011,"",5.355363,4.011948,6.49,11347
25028,"",5.358845,-0.416491,5.68,12560
25041,"",5.3621,8.428556,5.78,12147
25044,"",5.362708,-0.382465,4.72,14665
25045,"",5.362849,-24.772981,5.06,5683
25048,"",5.363448,41.804572,5.22,12721
25059,"",5.365364,-17.603631,6.47,4480
25098,"",5.372819,-56.134401,6.1,11405
25110,"",5.376036,79.231149,5.08,6260
25142,"",5.380556,3.544452,4.99,11554
25143,"",5.380644,41.02926,5.54,8246
25180,"",5.386665,-26.705433,6.49,6264
25187,"",5.388475,-8.415595,5.99,10139
25192,"",5.389686,28.936761,6.45,10196
25194,"",5.390006,-39.678423,5.73,3712
25197,"",5.391065,57.544395,5.24,9695
25202,"",5.39171,-13.927352,5.25,18749
25205,"",5.391963,5.323086,6.34,8276
25216,"",5.393807,16.699298,6.09,8146
25223,"",5.395086,-0.159818,5.69,17663
25240,"",5.397592,-0.866622,6.13,6357
25247,"",5.399119,-7.808065,4.13,4962
25278,"",5.407071,17.383534,5,6106
25280,"",5.407914,-16.975781,5.64,9546
25281,"",5.407949,-2.397146,3.35,21255
25282,"",5.40803,-0.891328,5.07,4926
25288,"",5.410028,2.353165,6.33,13430
25290,"",5.410674,31.223912,6.3,4404
25291,"",5.4107,31.143148,5.94,9094
25292,"",5.410873,37.385346,5.02,4085
25301,"",5.412445,36.199945,6.49,3656
25302,"",5.412452,1.846445,4.89,16954
25303,"",5.412858,-52.316245,6.26,8747
25317,"",5.415438,-44.225684,6.09,4498
25322,"",5.416508,73.707198,6.48,3295
25329,"",5.417151,-10.328887,5.6,3907
25336,"Bellatrix",5.418851,6.349702,1.64,19290
25353,"",5.422263,-12.554091,6.55,4689
25368,"",5.426805,-1.491294,6.44,14314
25378,"",5.429727,0.520244,6.18,15298
25397,"",5.433285,-19.695399,5.78,6541
25401,"",5.43399,-5.518501,6.24,10334
25410,"",5.434923,16.700161,6.23,11207
25428,"Alnath",5.438198,28.60745,1.65,12762
25429,"",5.438687,-58.91252,5.14,4876
25453,"",5.444119,6.868658,6.41,9890
25471,"",5.44689,34.39181,5.92,8167
25473,"",5.447286,3.095674,4.59,16870
25475,"",5.447578,33.262258,6.18,4573
25476,"",5.448422,35.457272,6.17,4072
25482,"",5.449948,-68.622544,6.02,6987
25486,"",5.451323,-11.900964,6.3,6071
25488,"",5.451478,-40.94351,5.86,7544
25492,"",5.452298,30.208603,5.69,7921
25499,"",5.452804,17.962216,5.4,11376
25502,"",5.45386,15.25763,6.18,8600
25505,"",5.454278,2.3412,6.36,4918
25532,"",5.460139,-21.375713,6.08,4789
25539,"",5.460579,21.936965,4.88,13196
25541,"",5.460802,34.475892,5.08,4160
25555,"",5.462669,15.874052,5.52,9326
25580,"",5.466926,33.763703,6.41,6243
25582,"",5.467075,1.298251,6.41,14973
25583,"",5.467114,17.23913,5.77,3689
25606,"Nihal",5.470756,-20.759441,2.81,5269
25608,"",5.470926,-37.230767,5.56,9188
25638,"",5.476326,13.678979,6.35,7965
25667,"",5.482475,-3.307429,6.39,9634
25695,"",5.487916,25.150215,5.47,10235
25708,"",5.489913,-3.446394,5.8,4578
25730,"",5.494626,29.186464,6.2,6387
25732,"",5.494895,-0.802512,6.49,7478
25737,"",5.49555,-1.092239,4.71,3799
25751,"",5.498548,1.78926,5.77,16306
25768,"",5.502632,-47.077655,5.46,5842
25769,"",5.502835,63.06722,5.43,3447
25776,"",5.503869,-84.785104,6.18,9575
25781,"",5.504408,-63.927686,6.19,7622
25785,"",5.505534,4.204795,6.21,4356
25786,"",5.505765,-7.434811,6.33,16463
25790,"",5.507268,15.360449,5.93,8431
25806,"",5.51204,22.462255,6.29,4524
25810,"",5.512522,39.825916,6.38,4876
25813,"",5.51307,5.948139,4.2,13335
25816,"",5.513514,41.461994,5.99,4643
25853,"",5.518785,-20.863659,5.53,9366
25859,"",5.520209,-35.470519,3.86,4611
25861,"",5.520703,3.292133,5.46,15166
25869,"",5.52247,-6.708379,6.23,15298
25887,"",5.526666,-45.925317,5.86,4243
25911,"",5.530002,85.938528,6.5,6919
25918,"",5.531318,-76.340964,5.18,4611
25923,"",5.532183,-7.301537,4.62,24506
25930,"Mintaka",5.533445,-0.299092,2.25,15101
25945,"",5.536875,18.594234,4.32,NA
25950,"",5.537262,17.058128,5.5,9589
25973,"",5.542707,57.221071,6.44,5943
25976,"",5.543883,0.011933,6.15,3887
25980,"",5.54482,-1.591831,5.34,16003
25984,"",5.545465,32.192022,4.71,7317
25985,"Arneb",5.545504,-17.822289,2.58,7703
25993,"",5.547613,-38.513371,5.45,4449
26001,"",5.549873,-64.227517,5.34,4776
26019,"",5.552049,-35.139376,5.75,4691
26020,"",5.552041,-1.717358,6.53,11646
26054,"",5.557612,32.80118,6.5,8505
26063,"",5.558735,-1.156073,5.36,15101
26064,"",5.558786,18.540231,5.67,9873
26069,"",5.560421,-62.489825,3.76,5756
26071,"",5.560616,34.72557,6.27,7952
26072,"",5.560788,20.474216,6.19,10083
26079,"",5.562315,-54.902289,6.42,6083
26093,"",5.565079,14.305578,5.6,12292
26104,"",5.567353,-7.02375,6.45,4636
26106,"",5.567747,-1.035726,6.24,14202
26108,"",5.567791,-1.470253,5.92,3923
26117,"",5.569372,-1.901853,7.06,7927
26126,"",5.571326,3.766895,5.32,8907
26149,"",5.574802,-0.012345,6.25,4855
26169,"",5.579106,-73.741277,5.79,3392
26173,"",5.580002,-7.200387,6.69,4555
26174,"",5.580053,-0.953637,6.98,4638
26176,"",5.580344,9.489579,4.39,14038
26188,"",5.582358,-0.12286,7.14,11180
26190,"",5.582621,-61.176048,6.32,5177
26197,"",5.583613,-6.00927,5.67,19746
26199,"",5.584078,-6.002027,4.78,22393
26207,"",5.585633,9.934158,3.39,14202
26210,"",5.585891,-0.269599,7.5,12219
26213,"",5.586885,-0.735354,6.97,11905
26215,"",5.587011,10.240093,5.6,8091
26219,"",5.587631,-33.079724,5.76,4629
26220,"",5.587728,-5.387315,4.98,NA
26221,"",5.587907,-5.389696,5.13,9262
26234,"",5.589532,-4.42432,6.24,13575
26235,"",5.589695,-5.41606,4.98,11584
26237,"",5.589768,-4.838358,4.58,15641
26241,"Hatsya",5.590551,-5.909901,2.75,17850
26248,"",5.590869,24.039589,5.37,11434
26258,"",5.592046,-5.267384,6.75,7864
26263,"",5.593307,-3.25284,6.4,12443
26264,"",5.593372,-78.820839,6.04,9807
26268,"",5.594301,-4.856067,5.24,7381
26291,"",5.59875,27.662347,6.27,3935
26300,"",5.600791,-47.313746,6.1,4560
26309,"",5.602859,-28.708015,6.26,8077
26311,"Alnilam",5.603559,-1.20192,1.69,15712
26315,"",5.604432,47.71529,6.1,7244
26319,"",5.604954,-1.63533,8.01,11434
26344,"",5.609784,54.428658,5.74,3572
26345,"",5.609915,-6.064752,5.71,18042
26363,"",5.61456,40.182375,6.08,4789
26366,"",5.615108,9.290673,4.09,4946
26368,"",5.615273,-66.560287,6.28,10437
26382,"",5.617704,17.040324,5.53,7555
26386,"",5.617884,11.035005,5.97,3799
26395,"",5.619103,-11.775515,6.1,8907
26394,"",5.61916,-80.469122,5.65,5895
26396,"",5.619123,26.924473,5.83,10970
26408,"",5.620852,64.15469,6.15,9447
26410,"",5.621122,66.696692,6.26,7588
26412,"",5.621251,-27.871362,6.15,7107
26414,"",5.622031,8.951875,6.11,14786
26427,"",5.624266,-5.938391,6.03,17850
26439,"",5.626334,-1.422134,7.11,11523
26451,"",5.627413,21.142549,2.97,13575
26460,"",5.629061,-28.68969,5.28,6344
26463,"",5.62939,33.559167,6.36,4313
26477,"",5.631496,-4.814034,6.16,9993
26487,"",5.633644,7.54142,5.87,10634
26508,"",5.637149,-1.169176,6.84,13776
26515,"",5.638172,-50.640995,6.43,10334
26535,"",5.643881,-6.573959,5.96,18439
26536,"",5.643913,30.492412,5.4,6501
26545,"",5.645424,-40.707306,5.81,11047
26549,"",5.645769,-2.600069,3.77,16153
26563,"",5.648079,-7.212829,4.77,8160
26571,"",5.64927,26.618068,6.45,4888
26592,"",5.652417,41.358562,6.44,4849
26594,"",5.653096,4.121467,4.5,11615
26602,"",5.654507,-17.849408,6.4,11523
26606,"",5.655087,29.215213,5.98,8125
26616,"",5.65753,21.762929,6.42,8756
26623,"",5.658567,-9.706628,6.49,11905
26624,"",5.658653,-3.564704,5.99,7249
26634,"Phakt",5.660817,-34.074108,2.65,12367
26638,"",5.662144,75.043871,6.19,3765
26640,"",5.662277,25.897091,5.18,13675
26649,"",5.663845,-32.629216,5.44,5025
26712,"",5.676641,31.358197,6.04,9059
26713,"",5.677027,-2.825236,6.22,16463
26718,"",5.678347,31.920607,6.23,NA
26727,"Alnitak",5.679313,-1.942572,1.74,16870
26728,"",5.679498,-10.408664,6.46,12640
26736,"",5.680754,-1.128787,4.95,16705
26762,"",5.684888,0.337753,5.93,7162
26777,"",5.688255,16.534148,4.84,12560
26779,"",5.688982,53.481058,6.21,5188
26781,"",5.68916,29.487418,6.4,11126
26795,"",5.690775,3.778039,6.82,4629
26796,"",5.690812,-33.400741,6.35,10196
26820,"",5.694538,-2.896457,6.41,7117
26821,"",5.694864,-16.72583,6.22,13018
26853,"",5.701107,22.660325,6.35,4500
26862,"",5.703217,-30.535442,6.18,9225
26865,"",5.703877,-22.373715,5.88,8626
26866,"",5.704021,-17.530376,6.15,4199
26868,"",5.704221,-34.667812,5.29,10047
26870,"",5.704893,2.367177,6.67,10047
26882,"",5.707347,65.697649,5.62,4407
26885,"",5.707953,1.474629,4.9,4587
26926,"",5.714976,-6.796168,5.97,6514
26942,"",5.71713,56.581522,6.05,4946
26953,"",5.719255,-1.613248,6.31,4048
26964,"",5.722084,23.204372,6.23,10870
26966,"",5.722686,-18.557475,5.73,9742
26981,"",5.725049,-39.406908,6.25,6837
27001,"",5.728092,-45.832864,6.38,7244
27046,"",5.735682,61.476536,6.17,5048
27072,"",5.741057,-22.448382,3.59,6365
27075,"",5.741221,-20.126573,6.34,5969
27100,"",5.746223,-65.735526,4.34,7668
27116,"",5.750358,12.888332,6.47,7571
27118,"",5.750498,4.008111,6.09,7117
27164,"",5.758221,31.324825,6.5,4664
27196,"",5.765012,49.826255,5.46,9140
27204,"",5.766637,-32.306435,5.18,27012
27212,"",5.767463,-4.268484,6.24,4755
27243,"",5.77427,-46.59718,5.31,4774
27249,"",5.775106,56.115575,5.93,7991
27253,"",5.776364,1.168193,5.95,5356
27265,"",5.779305,15.822497,6,10634
27280,"",5.781149,9.522343,5.78,5079
27288,"",5.782595,-14.82195,3.55,8423
27293,"",5.783346,51.520871,6.47,5057
27303,"",5.784605,-28.638913,6.22,12846
27308,"",5.785501,-16.238079,6.18,5070
27316,"",5.786987,14.488322,5.72,8653
27317,"",5.787036,-54.360728,6.19,4150
27319,"",5.787412,42.526748,6.3,4235
27321,"",5.788079,-51.066514,3.85,7946
27325,"",5.788524,-35.674075,6.29,4505
27338,"",5.79061,17.729141,5.47,7213
27341,"",5.790803,-10.532958,6.04,8188
27346,"",5.792291,63.598848,6.49,4830
27353,"",5.792963,25.568623,6.48,4502
27364,"",5.795252,13.899599,5.28,13985
27366,"Saiph",5.795941,-9.669605,2.07,14665
27386,"",5.800065,6.454156,5.26,7571
27421,"",5.806213,20.869481,6.03,10416
27435,"",5.809706,-4.094648,5.97,5759
27468,"",5.816935,24.567535,4.88,4809
27472,"",5.817963,62.80819,6.18,8239
27483,"",5.819567,39.181071,4.51,4950
27511,"",5.825814,12.651324,4.89,10797
27512,"",5.826146,-44.875394,6.38,4386
27517,"",5.826817,-14.483665,5.49,5119
27530,"",5.830451,-56.166663,4.5,4709
27533,"",5.831528,-22.971872,5.87,8866
27534,"",5.831539,-66.901187,5.1,12680
27549,"",5.834079,9.871218,5.79,5105
27560,"",5.836962,4.423406,5.96,4223
27566,"",5.837999,-79.361362,5.46,10995
27583,"",5.84134,-52.767879,6.32,5430
27581,"",5.841363,14.305608,5.54,4838
27588,"",5.841674,2.0247,5.97,4942
27621,"",5.848117,-52.108873,5.16,4928
27625,"",5.848976,51.514583,6.29,4761
27628,"",5.849329,-35.768309,3.12,4583
27629,"",5.849475,27.967861,5.6,4892
27639,"",5.850675,37.305573,4.72,3725
27654,"",5.855357,-20.879089,3.76,4880
27658,"",5.856107,-7.518003,5.36,16543
27660,"",5.856416,-64.033566,6.35,5128
27661,"",5.857153,32.124694,6.28,3225
27670,"",5.857948,-22.926947,6.16,4811
27673,"",5.858166,39.14848,3.97,4608
27705,"",5.866552,-29.449426,6.47,4038
27713,"",5.868814,-9.0419,5.95,8455
27731,"",5.87146,58.964088,6.14,10120
27737,"",5.872276,-57.156191,5.93,5702
27743,"",5.872859,14.171787,5.6,10458
27747,"",5.873168,19.867849,5.96,6087
27750,"",5.874011,1.855134,4.76,4189
27766,"",5.875883,-37.631063,5.62,4763
27777,"",5.877685,39.574705,6.4,8472
27778,"",5.877803,33.917462,6.04,3830
27795,"",5.88208,68.471541,6.22,4938
27810,"",5.885245,-33.801361,4.88,13879
27830,"",5.88879,27.612262,4.56,9649
27890,"",5.901658,-63.089627,4.65,4807
27900,"",5.903708,10.586403,6.13,4153
27901,"",5.903896,-29.147206,6.34,6871
27902,"",5.904377,3.225641,6.3,4351
27913,"",5.906386,20.276174,4.39,5917
27937,"",5.911422,-49.62701,6.11,13575
27938,"",5.912119,-11.774192,5.62,3947
27939,"",5.912232,0.968615,5.99,4277
27947,"",5.913916,-52.635481,5.29,7244
27949,"",5.914107,55.706947,4.96,8896
27955,"",5.91458,-39.957857,5.55,3962
27965,"",5.915746,19.749614,5.92,13430
27971,"",5.916063,59.888367,5.2,9392
27973,"",5.916387,31.701496,5.9,8125
27989,"Betelgeuse",5.919529,7.407063,0.45,3990
28010,"",5.924975,-37.120668,4.97,4661
28011,"",5.925048,-4.616546,5.87,4536
28019,"",5.926491,-4.788587,6.28,8855
28085,"",5.937296,-22.839975,5.95,4652
28098,"",5.939151,-31.38244,5.52,6813
28103,"",5.940082,-14.1677,3.71,7032
28110,"",5.941121,9.509396,5.97,10158
28117,"",5.942713,28.942266,6.35,7349
28118,"",5.942899,-23.21531,6.37,4722
28138,"",5.946946,-31.976247,6.44,4718
28139,"",5.947069,11.521058,5.89,4645
28154,"",5.948922,24.249689,6.03,6987
28171,"",5.952385,10.229365,8.68,6323
28180,"",5.953992,-53.425693,6.48,4025
28199,"",5.958947,-35.28328,4.36,14487
28205,"",5.959716,66.096099,6.24,4210
28232,"",5.965137,1.22431,6.22,4058
28237,"",5.966571,25.953912,4.81,11319
28252,"",5.96992,-0.994018,6.21,4594
