"hip","proper","ra","dec","mag","t_eff"
59607,"",12.223623,-38.929188,5.77,13382
59608,"",12.223872,10.262341,5.85,7418
59622,"",12.22689,-33.792919,6.34,8709
59647,"",12.232354,-78.573934,6.34,4432
59654,"",12.234085,-45.723919,5.31,4160
59678,"",12.238036,-64.408519,6.2,8672
59708,"",12.245394,53.434626,6.18,4735
59728,"",12.249884,-20.84422,5.82,4751
59742,"",12.251778,-29.237256,6.5,4689
59746,"",12.252366,70.200008,5.72,4526
59747,"",12.252427,-58.748928,2.79,16384
59750,"",12.252933,-10.3124,6.11,6413
59767,"",12.255737,87.700115,6.27,6987
59774,"Megrez",12.257086,57.032617,3.32,8653
59785,"",12.258477,-41.913278,6.24,4846
59796,"",12.261529,72.551196,6.29,4585
59803,"Gienah Ghurab",12.263437,-17.541929,2.58,11905
59819,"",12.266719,14.899071,5.09,8737
59831,"",12.268763,40.66018,5.69,3814
59847,"",12.272372,23.945409,4.93,4934
59851,"",12.273293,-72.614499,6.21,9619
59856,"",12.27504,33.061527,4.99,4594
59872,"",12.278914,-2.739549,8.04,4830
59879,"",12.280409,86.435819,6.33,6559
59895,"",12.284259,-16.693736,6.05,8352
59898,"",12.285095,-65.692958,6.06,9250
59920,"",12.291551,53.191331,5.8,4274
59923,"",12.291827,28.937189,5.71,8017
59929,"",12.292917,-67.960736,4.06,3772
59941,"",12.295628,15.1447,6.36,4186
59950,"",12.296464,-36.093979,6.15,9419
59961,"",12.298164,-6.43108,7.81,6400
60000,"",12.305812,-79.31224,4.24,12482
60009,"",12.307298,-64.003071,4.06,14665
60018,"",12.308781,30.249047,6.23,7167
60019,"",12.308922,-8.904421,7.49,5946
60030,"",12.311199,-0.787184,5.9,7965
60044,"",12.313901,75.160561,5.47,8876
60059,"",12.316608,-55.143002,5.01,3780
60066,"",12.317229,26.008349,6.44,7889
60087,"",12.321998,23.034673,6.26,7908
60098,"",12.324873,28.156916,6.38,6190
60122,"",12.330199,48.984148,5.28,3720
60129,"",12.331766,-0.666803,3.89,9188
60157,"",12.336326,-22.1757,5.94,5227
60168,"",12.338267,26.001875,6.16,7188
60170,"",12.3388,26.619482,5.52,4680
60172,"",12.339161,3.312574,4.97,4538
60183,"",12.341183,-65.842656,6.2,10215
60189,"",12.34268,-22.215901,5.2,11376
60197,"",12.344827,27.054545,6.32,6757
60202,"",12.345286,17.792868,4.72,4830
60210,"",12.346866,15.540988,6.47,4802
60212,"",12.347461,57.864118,5.54,4074
60221,"",12.348809,-13.565724,5.14,4759
60260,"",12.356031,-60.401147,3.59,4178
60305,"",12.365629,47.182202,6.33,4638
60308,"",12.365953,-56.374385,5.91,3927
60320,"",12.368713,-67.522105,5.15,7797
60327,"",12.369675,24.773866,6.21,9711
60329,"",12.370009,-68.307316,5.73,4777
60351,"",12.375087,25.84616,4.78,6223
60353,"",12.375566,5.305444,6.46,6017
60379,"",12.380403,-57.676132,5.38,11615
60417,"",12.387389,-67.631546,6.36,5081
60418,"",12.387602,-4.974503,6.47,4509
60421,"",12.388574,-11.812117,6.48,3671
60425,"",12.38933,-24.840669,5.66,4571
60449,"",12.393174,-35.412677,5.32,10749
60454,"",12.393541,-39.30236,6.39,7296
60463,"",12.395765,-38.911381,5.79,10703
60467,"",12.396397,42.542743,6.03,6890
60468,"",12.396619,-30.335415,6.39,3846
60485,"",12.400414,51.562257,4.76,5103
60514,"",12.405146,26.098606,5.17,8608
60517,"",12.405946,-47.372937,6.61,10375
60525,"",12.407446,25.582404,6.41,7343
60549,"",12.412425,-41.384289,6.24,4543
60584,"",12.41756,56.777828,5.82,3723
60589,"",12.418437,63.802781,6.31,5012
60591,"",12.419041,-42.514312,6.1,5716
60595,"",12.419935,-11.61059,5.95,8992
60599,"",12.420863,23.926202,6.03,4675
60601,"",12.421551,-65.769853,6.29,4918
60603,"",12.421781,-27.749002,6.09,4369
60610,"",12.422706,-35.186417,5.71,10749
60638,"",12.427299,-86.150613,6.32,4728
60646,"",12.43082,39.018616,5.01,4938
60697,"",12.440018,27.268237,4.92,7338
60699,"",12.440107,71.929827,6.33,4796
60710,"",12.442158,-51.450635,4.82,13242
60718,"Acrux",12.443311,-63.099092,0.77,21669
60729,"",12.44676,-48.913191,6.25,5644
60735,"",12.447692,-32.830121,5.56,9433
60742,"",12.448966,28.268423,4.35,4615
60746,"",12.449805,26.825699,4.98,8556
60771,"",12.456899,-63.788986,6.02,8896
60780,"",12.45801,-58.316445,6.35,3749
60781,"",12.458019,-58.991756,5.38,3907
60795,"",12.459754,55.712724,5.68,3823
60804,"",12.461689,8.610344,6.36,4979
60809,"",12.463735,-16.631844,6.3,5123
60813,"",12.464319,-4.615277,6.23,6590
60816,"",12.465415,-8.677994,6.75,5954
60823,"",12.467331,-50.230635,3.91,16306
60851,"",12.472025,-64.340989,6.05,9237
60855,"",12.472908,-39.041172,5.45,10919
60861,"",12.473805,-61.794842,6.21,4401
60870,"",12.476029,-56.407816,6.15,5010
60900,"",12.481015,-6.530283,8.15,4186
60904,"",12.481863,25.912852,5.29,10523
60941,"",12.490845,24.108925,5.47,6523
60957,"",12.495344,20.896109,5.68,8513
60965,"Algorab",12.497739,-16.515432,2.94,9711
60969,"",12.498388,-56.52494,5.78,3846
60978,"",12.499267,58.405742,5.37,7738
60979,"",12.499413,-41.735901,6,3962
60988,"",12.500815,51.535631,6.21,6138
60992,"",12.501178,58.767773,6.07,4873
60994,"",12.501327,-13.393184,6.37,5928
60998,"",12.501868,69.201123,5.01,3725
61015,"",12.504846,-23.696419,5.63,3575
61053,"",12.513925,53.076608,6.2,6014
61071,"",12.516823,24.567168,5.47,8855
61084,"Gacrux",12.519429,-57.113212,1.59,3780
61103,"",12.522616,7.604309,6.05,3947
61134,"",12.527423,-5.052592,6.19,4772
61136,"",12.527871,-59.423922,5.49,5817
61158,"",12.53226,-63.505838,5.96,7413
61172,"",12.534553,-32.533761,6.46,7940
61174,"",12.53451,-16.196007,4.3,6785
61181,"",12.536089,-73.001056,5.88,4704
61199,"",12.541134,-72.132988,3.84,14038
61208,"",12.542448,-21.212116,6.41,4647
61212,"",12.543334,-13.859105,5.74,6842
61246,"",12.5508,10.295671,6.29,4942
61270,"",12.556181,-19.792549,6.26,7198
61281,"",12.558058,69.788238,3.85,12219
61295,"",12.559506,24.282984,6.28,8344
61296,"",12.559516,-12.830203,5.58,5139
61309,"",12.56081,33.247584,5.42,4828
61317,"",12.562411,41.35748,4.24,5939
61318,"",12.562986,-9.452077,5.48,10102
61320,"",12.56317,33.384668,6.24,4753
61328,"",12.566433,-49.90981,6.38,6599
61359,"Kraz",12.573121,-23.396759,2.65,5068
61379,"",12.578448,-44.673018,5.76,5616
61384,"",12.578902,70.02177,4.95,4303
61394,"",12.580857,22.629259,4.8,9366
61404,"",12.581794,-67.756894,6.11,3964
61418,"",12.585489,18.377058,5.03,4573
61420,"",12.585602,21.881384,5.86,4419
61443,"",12.591563,-61.841576,6.22,5472
61468,"",12.595987,-41.021945,5.12,7628
61496,"",12.599665,-20.527476,6.2,7017
61498,"",12.600289,-39.869505,5.78,9488
61542,"",12.609448,-6.065551,8.5,7750
61557,"",12.61295,-50.335394,6.4,9188
61558,"",12.613154,-5.831898,5.88,8700
61571,"",12.616204,17.089536,5.7,4100
61578,"",12.618563,-2.322103,6.95,6353
61579,"",12.618783,8.796868,6.61,7483
61585,"",12.619739,-69.135564,2.69,15166
61611,"",12.625697,53.753177,9.5,5438
61621,"",12.628409,-27.138888,5.41,7047
61622,"",12.628394,-48.541304,3.85,8928
61637,"",12.63456,3.282444,6.33,9531
61658,"",12.639557,1.854662,5.68,3799
61688,"",12.645726,-18.2501,6,7167
61692,"",12.646189,40.874662,6.35,7744
61703,"",12.647879,-67.193048,6.22,9433
61719,"",12.650606,22.659497,6.39,4672
61720,"",12.650962,-30.422387,5.86,4478
61724,"",12.652031,21.062559,5.49,4892
61738,"",12.654061,-75.370594,6.46,8472
61740,"",12.654102,-7.995564,4.66,4422
61748,"",12.654683,35.951959,6.39,8496
61789,"",12.664594,-39.987302,4.63,11153
61796,"",12.665523,-66.511138,6.26,10395
61910,"",12.687765,-13.013901,5.17,6581
61916,"",12.689723,-46.145581,5.84,4034
61932,"",12.691971,-48.959888,2.2,9890
61936,"",12.692759,62.713039,6.02,8907
61937,"",12.692887,10.42627,6.22,7816
61941,"Porrima",12.694345,-1.449375,2.74,6880
61951,"",12.697056,-19.759092,6.02,6742
61960,"",12.698071,10.235625,4.88,8663
61966,"",12.699051,-59.685819,4.91,10274
61968,"",12.699199,6.806617,5.57,9503
61981,"",12.701398,-69.407554,6.31,5419
62012,"",12.709858,-48.813109,4.66,4709
62026,"",12.713827,-55.947001,6.06,9890
62027,"",12.713965,-63.058624,5.27,7797
62046,"",12.717822,61.155421,6.39,4376
62058,"",12.719221,-56.176224,5.99,10944
62081,"",12.723961,-40.177849,6.43,7527
62084,"",12.724544,-58.902742,6.41,4679
62103,"",12.727236,-1.576996,5.91,5165
62128,"",12.732963,-36.349153,6.38,10611
62131,"",12.733481,-28.323957,5.46,4248
62170,"",12.740533,80.621024,6.33,8017
62172,"",12.740863,44.103004,6.34,6417
62207,"",12.749852,39.278916,5.95,6056
62212,"",12.750573,-68.830751,6.16,5600
62223,"",12.752174,45.440256,5.42,NA
62267,"",12.760294,7.673326,5.22,7107
62268,"",12.76055,-60.981318,4.69,4757
62322,"",12.771346,-68.108119,3.04,15298
62325,"",12.772928,9.539684,5.65,4871
62327,"",12.772981,-56.488815,4.62,13675
62356,"",12.777433,16.577691,5.12,4248
62360,"",12.779508,-33.315483,5.87,4280
62376,"",12.783974,5.950373,6.31,9727
62394,"",12.787123,11.958088,6.11,8283
62402,"",12.788594,62.781155,5.88,7679
62421,"",12.792618,-6.301752,6.27,6130
62423,"",12.792873,66.790304,5.43,3857
62434,"Becrux",12.795359,-59.688764,1.25,20988
62443,"",12.797614,3.572716,6.42,3790
62448,"",12.798236,-24.851659,6.43,10567
62478,"",12.803982,13.553018,6.47,9326
62500,"",12.807297,-27.597384,5.65,4954
62512,"",12.810944,60.319822,5.83,6426
62516,"",12.811617,48.466838,6.25,7797
62523,"",12.813075,24.840226,6.29,5554
62541,"",12.815059,14.122584,5.71,9213
62561,"",12.81855,83.417832,5.92,9326
62572,"",12.820496,83.412901,5.38,9105
62576,"",12.821516,27.552379,5.76,8907
62600,"",12.827234,48.74003,6.5,4602
62608,"",12.829154,-71.98626,5.55,4569
62641,"",12.836321,37.516937,5.87,7952
62653,"",12.838136,22.863408,6.43,4846
62655,"",12.83875,-48.459543,6.26,8960
62683,"",12.844769,-33.999302,4.9,10029
62703,"",12.849413,-52.787424,5.7,8246
62732,"",12.854994,-60.329789,5.71,6997
62743,"",12.856369,-10.338219,6.48,4792
62757,"",12.860247,3.056788,6.02,4342
62763,"",12.861645,27.540712,4.93,5622
62786,"",12.865815,-39.680431,5.99,11615
62788,"",12.866084,-26.738275,6.14,7583
62799,"",12.868179,-48.094286,6.31,9026
62807,"",12.870071,17.073943,6.32,3723
62821,"",12.873499,-53.829931,6.26,4654
62825,"",12.874305,16.122495,6.29,7933
62861,"",12.884502,-54.952473,5.91,4308
62867,"",12.885258,-48.943315,4.33,4251
62875,"",12.886433,-3.553098,6.11,6314
62886,"",12.888263,21.244943,4.89,5044
62894,"",12.889416,-60.328489,5.75,7244
62896,"",12.890607,-40.178872,4.25,7628
62904,"",12.892254,19.481061,6.42,5274
62915,"",12.893923,-4.224662,6.45,4675
62931,"",12.896923,-60.376244,5.89,7767
62933,"",12.897142,12.418416,6.25,7312
62956,"Alioth",12.900472,55.959821,1.76,9873
62972,"",12.903638,33.53448,6.25,7726
62983,"",12.905184,-11.64857,6,8737
62985,"",12.905879,-9.538994,4.77,3804
63003,"",12.9099,-57.177924,4.03,15433
63005,"",12.910251,-57.16867,5.08,11347
63007,"",12.910889,-59.146701,4.62,13827
63024,"",12.915702,47.196722,5.75,4075
63031,"",12.916219,-85.123369,5.45,4867
63033,"",12.916269,-44.151968,5.89,5779
63066,"",12.922067,-42.915732,5.46,3582
63076,"",12.924598,65.438474,5.23,7203
63090,"",12.926725,3.39747,3.39,3848
63109,"",12.931457,-15.327025,6.18,9546
63117,"",12.932538,-56.835806,5.34,9392
63121,"",12.933468,38.314912,5.61,7032
63125,"Cor Caroli",12.933807,38.31838,2.89,12183
63143,"",12.938221,54.099489,5.84,7744
63165,"",12.942142,-72.185212,5.93,4638
63204,"",12.94951,-54.587348,6.48,10235
63210,"",12.951212,-51.198752,5.17,10749
63211,"",12.952166,46.176789,6.11,4826
63220,"",12.95352,-12.066947,6.33,4006
63243,"",12.959203,-22.753499,6.31,4720
63297,"",12.971907,64.925533,6.44,4576
63340,"",12.979809,75.472508,6,4792
63355,"",12.982068,17.409446,4.76,3855
63414,"",12.99431,-3.811926,5.79,7750
63432,"",12.998665,66.597272,5.37,4352
63462,"",13.004576,30.785021,4.88,4550
63490,"",13.009074,-33.505267,6.01,6794
63494,"",13.009985,-3.368488,5.99,4631
63497,"",13.010755,18.373009,6.2,6430
63503,"",13.012125,56.366338,4.93,6880
63533,"",13.019337,17.123147,5.97,4906
63584,"",13.029737,63.610225,6.01,6604
63608,"Vindemiatrix",13.036278,10.95915,2.85,4981
63613,"",13.037759,-71.548855,3.61,4507
63647,"",13.044566,59.716306,6.5,8866
63688,"",13.051487,-71.475729,5.93,9503
63724,"",13.059256,-49.527264,4.83,9152
63738,"",13.062808,-20.583497,5.58,6067
63820,"",13.080066,-41.196322,6.24,3644
63822,"",13.080492,73.024976,6.43,7662
63849,"",13.085186,-47.11691,6.44,6663
63883,"",13.091888,-52.11566,6.43,3503
63901,"",13.095678,35.798899,5.2,10589
63916,"",13.097853,45.26855,5.64,4602
63945,"",13.104642,-48.463289,4.71,13575
63948,"",13.105901,21.153397,6,6761
63950,"",13.106278,22.616187,5.53,4058
63952,"",13.106353,62.041868,6.15,4855
63972,"",13.109743,-41.588443,5.59,4755
64003,"",13.115069,-35.862033,5.63,8917
64004,"",13.11518,-49.906246,4.27,15571
64022,"",13.119646,27.624741,4.8,4022
64033,"",13.123418,-59.86051,5.98,6568
64053,"",13.127305,-53.459764,5.7,10634
64077,"",13.131566,27.555958,6.2,4220
64078,"",13.131614,-10.740408,5.15,4597
64094,"",13.135321,-65.306023,5.44,10065
64108,"",13.139027,-78.44603,6.43,9419
64117,"",13.141065,-67.796762,6.34,3422
64122,"",13.142352,-8.984385,5.57,4528
64166,"",13.150909,-23.11807,4.94,4759
64179,"",13.153454,10.022468,5.79,4802
64181,"",13.153955,-9.538098,6.32,4817
64212,"",13.160739,37.423146,6.01,4543
64217,"",13.161676,38.533885,6.25,11615
64224,"",13.162578,-10.329327,5.95,4008
64226,"",13.163291,16.848611,5.91,4077
64238,"",13.165831,-5.53901,4.38,9649
64241,"",13.166469,17.529431,4.32,6478
64246,"",13.167563,38.498981,5.91,7249
64320,"",13.182901,-52.566897,6.05,11073
64332,"",13.185805,-42.232891,5.78,6198
64348,"",13.189789,-43.368553,5.24,4757
64375,"",13.194223,-26.551722,6.49,7809
64390,"",13.197612,-69.942017,5.92,6659
64394,"",13.197904,27.878183,4.23,5999
64395,"",13.198076,-63.302992,6.32,6608
64408,"",13.200901,-37.803022,4.85,5585
64407,"",13.200984,-16.198601,5.04,6456
64417,"",13.202336,24.258027,6.31,4838
64425,"",13.204892,-59.920579,4.58,10919
64437,"",13.20707,80.471309,6.25,4938
64445,"",13.209145,11.556096,5.76,3991
64466,"",13.21355,-66.226747,5.91,8939
64472,"",13.214123,-42.69972,6.19,4742
64478,"",13.215475,-59.816605,6.18,5924
64496,"",13.220114,18.727008,6.1,4488
64515,"",13.223156,-50.699829,5.9,9695
64520,"",13.224121,-18.826406,6.26,8556
64530,"",13.226651,36.887582,6.5,3739
64540,"",13.228597,40.152885,4.94,4735
64557,"",13.232698,-43.139107,6.16,4215
64577,"",13.236361,-19.930947,5.31,5137
64580,"",13.236699,-58.683937,5.91,4693
64583,"",13.237578,-59.103235,4.9,6331
64587,"",13.238153,-78.447454,5.84,4774
64607,"",13.242023,11.331656,5.64,3964
64623,"",13.245361,-48.957022,5.84,4735
64651,"",13.252629,-36.37141,6.17,4912
64661,"",13.25416,-67.894589,4.79,11047
64682,"",13.257141,-69.679284,6.37,4473
64692,"",13.258882,40.855199,5.77,7779
64725,"",13.266322,-19.943103,5.21,4828
64751,"",13.270636,19.051734,6.46,4904
64774,"",13.274624,68.408001,6.2,10437
64779,"",13.275629,19.785289,6.43,7354
64790,"",13.279163,-65.138259,6.06,6586
64792,"",13.279588,9.424156,5.19,5950
64797,"",13.280843,17.017182,6.49,4997
64803,"",13.281425,-31.506196,5.1,4930
64820,"",13.286952,-66.783438,4.86,4025
64822,"",13.2872,-43.979479,5.82,7846
64823,"",13.287674,13.675751,5.33,4316
64838,"",13.291626,-0.676065,6.36,7429
64839,"",13.291755,52.207471,10.13,6532
64844,"",13.292379,40.572608,4.72,7188
64852,"",13.293412,5.469869,4.78,3677
64906,"",13.304034,49.682062,5.14,10375
64924,"",13.306763,-18.311196,4.74,5536
64927,"",13.307701,34.098304,5.81,4215
64933,"",13.309688,-51.285776,6.18,9546
64951,"",13.313424,-79.976017,6.34,9958
64962,"",13.315359,-23.171512,2.99,5010
64979,"",13.317849,35.127978,6.01,7338
64994,"",13.321942,-72.035603,6.04,4256
65072,"",13.3386,40.150548,5.6,4483
65108,"",13.343068,-59.77278,6.2,6682
65109,"",13.343296,-36.712295,2.75,8737
65112,"",13.343843,-52.747825,5.47,12560
65119,"",13.34488,2.94229,6.26,8439
65129,"",13.346761,-55.800688,6,7560
65144,"",13.349367,-46.880008,5.76,4654
65183,"",13.35827,-19.489294,6.21,8472
65198,"",13.361567,2.087243,5.69,8971
65230,"",13.36776,43.903379,6.34,7456
65241,"",13.369358,5.154764,5.89,8383
65245,"",13.370855,30.291938,6.8,4230
65247,"",13.371191,-52.182956,5.81,8700
65271,"",13.377211,-60.988393,4.52,13242
65288,"",13.381252,-47.943221,6.18,7883
65289,"",13.381281,-72.146712,6.06,8928
65301,"",13.383643,-17.735274,5.36,4875
65303,"",13.384056,-48.562791,6.37,11021
65311,"",13.385731,-33.189878,6.17,3631
65323,"",13.388582,-4.924427,5.88,4109
65372,"",13.397817,-49.822811,6.48,4930
65376,"",13.398313,37.03392,6.1,3680
65378,"Mizar",13.398747,54.925362,2.23,8845
65381,"",13.39919,-20.924587,6.44,4663
65387,"",13.400128,-64.535668,4.52,5232
65417,"",13.408481,12.431832,6.44,4733
65420,"",13.40923,-5.16401,5.76,6659
65466,"",13.418522,23.854419,5.75,8539
65468,"",13.418694,-74.887818,5.04,4647
65474,"Spica",13.419883,-11.161322,0.98,20600
65477,"Alcor",13.420413,54.987958,3.99,7959
65479,"",13.420568,-64.485144,5.32,6677
65522,"",13.430657,-70.627248,5.65,9807
65530,"",13.433372,63.261275,6.5,5449
65535,"",13.435483,-39.755107,5.11,4522
65536,"",13.435566,72.391476,5.82,3635
65545,"",13.436504,-1.192471,5.97,7871
65550,"",13.437943,46.028055,5.88,4878
65581,"",13.445325,-12.707664,5.27,4031
65593,"",13.448922,-41.497562,5.69,4031
65595,"",13.449205,78.643869,5.74,5367
65606,"",13.451775,-49.143709,6.31,9488
65621,"",13.454073,-40.162665,6.4,4900
65630,"",13.455738,-49.381291,6.27,12482
65639,"",13.457546,-15.973578,4.76,4672
65678,"",13.466575,52.745588,6.34,7434
65682,"",13.467189,-26.402235,6.49,3760
65721,"",13.473837,13.778787,4.97,5522
65723,"",13.473955,40.729646,6.49,4995
65728,"",13.474203,59.945787,5.4,9680
65754,"",13.479394,50.718569,6.42,6710
65755,"",13.47967,-69.627152,6.17,9742
65783,"",13.485541,-64.675794,6.09,8321
65790,"",13.486945,10.81831,5.65,4751
65796,"",13.487477,-1.364428,6.42,4625
65810,"",13.490348,-51.165134,5.04,8825
65835,"",13.495218,-23.281331,6.4,4295
65862,"",13.500022,7.178853,6.18,4041
65892,"",13.507146,-6.470265,6.1,7012
65936,"",13.517405,-39.407307,3.9,4514
65951,"",13.521052,42.106153,6.07,4709
65969,"",13.525882,-28.11274,6.48,8539
66006,"",13.532746,-6.255816,4.68,3765
66015,"",13.534114,-18.72888,6.01,7791
66019,"",13.534836,-38.398844,6.14,4791
66060,"",13.542909,-29.565263,6.45,6554
66065,"",13.543307,-28.692768,5.69,9059
66086,"",13.546725,24.346743,6.11,4910
66091,"",13.547679,-15.363012,5.52,4442
66098,"",13.549465,-10.165,5.21,4920
66152,"",13.559972,-65.63269,6.36,9742
66198,"",13.568698,55.348434,5.6,9742
66200,"",13.56887,3.658967,4.92,9152
66223,"",13.57274,38.789265,6.37,7532
66234,"",13.57425,49.015973,4.68,8210
66236,"",13.574714,-48.272162,6.32,10437
66247,"",13.577903,-13.214324,5.92,9262
66249,"",13.57822,-0.59582,3.38,8344
66251,"",13.578555,76.54671,6.46,3844
66254,"",13.578773,-33.310854,6.46,4406
66257,"",13.579943,37.182415,4.91,6710
66320,"",13.592027,-5.396191,5.7,4948
66326,"",13.592618,10.204962,6.48,4768
66385,"",13.611082,49.486648,6.48,4533
66400,"",13.61346,-26.495198,5.73,7651
66405,"",13.614048,-34.467839,6.48,4800
66417,"",13.616412,24.613297,5.72,3797
66427,"",13.618339,-44.143203,5.96,4977
66435,"",13.619731,71.242252,5.5,4458
66438,"",13.62008,-61.691856,5.63,6314
66454,"",13.623189,-46.427879,5.91,12007
66458,"",13.624345,36.294898,4.82,7544
66521,"",13.635452,-58.414646,6.41,4641
66522,"",13.635524,14.301926,6.49,7354
66563,"",13.645021,-29.560867,5.81,6586
66574,"",13.646054,-70.444829,6.11,4135
66575,"",13.646933,-57.622717,6,4597
66594,"",13.650635,18.265323,6.46,4461
66607,"",13.653341,-75.683788,6.32,9575
66613,"",13.654143,51.804213,6.49,4196
66634,"",13.658472,52.921208,5.46,8352
66640,"",13.659616,10.746269,5.57,6977
66645,"",13.661346,-39.747587,6.29,3787
66656,"",13.663488,-40.051708,5.61,4321
66657,"",13.664796,-53.466394,2.29,14848
66666,"",13.666622,-49.949956,5.74,3997
66681,"",13.669656,-64.576553,5.79,6724
66690,"",13.670996,31.012036,6.21,4922
66700,"",13.672614,57.207606,6.28,8367
66704,"",13.673132,50.519413,6.31,6134
66725,"",13.677523,28.065165,6.22,4305
66727,"",13.677909,19.955719,5.73,9300
66738,"",13.678967,54.681634,4.63,3700
66753,"",13.682257,-85.786043,5.56,7871
66763,"",13.683986,22.495768,5.63,4832
66798,"",13.691625,64.822411,5.85,8690
66803,"",13.693549,-8.702984,5.03,3720
66821,"",13.695775,-54.559425,4.99,10501
66849,"",13.700307,-58.787078,5.38,9993
66860,"",13.703545,8.388394,6.16,6645
66878,"",13.706379,82.752408,5.92,4863
66892,"",13.708006,41.674282,6.3,5099
66903,"",13.71093,78.064437,5.91,4849
66907,"",13.712063,34.989021,5.98,5149
66923,"",13.715177,-50.790236,6.43,3572
66924,"",13.715287,-41.401043,5.96,4813
66925,"",13.715587,-56.767971,6,11554
66936,"",13.717698,3.537903,5.35,4680
66984,"",13.727802,-42.067521,5.96,10970
66992,"",13.729212,22.700423,6.12,4082
67005,"",13.731884,52.064413,6.02,9300
67036,"",13.737781,-51.012454,6.44,11871
67057,"",13.741618,-16.179072,5.55,5274
67071,"",13.746019,-25.500933,6.21,4202
67103,"",13.753657,55.879349,6.47,6344
67104,"",13.753732,10.325305,6.42,4446
67139,"",13.759741,-15.767467,6.18,8960
67143,"",13.760249,-26.116009,5.81,9225
67153,"",13.761471,-33.043721,4.23,6775
67172,"",13.765644,-12.426528,5.5,5057
67194,"",13.770435,41.088746,5.88,7703
67199,"",13.770701,-54.683368,6.42,8329
67210,"",13.771964,38.503626,5.92,4952
67231,"",13.776573,54.432679,5.68,10177
67234,"",13.777604,-51.432766,4.64,4938
67239,"",13.778701,25.702236,5.97,6190
67244,"",13.78232,-36.251933,5.15,9634
67246,"",13.782534,6.350375,6.33,5790
67250,"",13.783277,38.542697,5.51,4781
67261,"",13.786352,-62.589714,6.4,NA
67271,"",13.787057,-9.709455,6.04,4130
67275,"",13.78771,17.456906,4.5,6252
67288,"",13.790386,-17.859839,5.41,3720
67292,"",13.791005,-50.249291,5.92,7328
67301,"Alkaid",13.792354,49.313265,1.85,11646
67304,"",13.794052,-50.320682,5.46,4239
67384,"",13.81076,31.190206,5.61,4789
67429,"",13.819429,51.483362,9.12,4802
67457,"",13.824091,-34.450776,4.19,3952
67459,"",13.824623,15.797905,4.05,3952
67464,"",13.825078,-41.687709,3.41,19402
67472,"",13.826943,-42.473732,3.47,14786
67480,"",13.828564,21.264105,4.92,4107
67483,"",13.829149,36.632823,6.43,7450
67485,"",13.829296,61.489313,5.97,4900
67494,"",13.831191,-18.134168,4.96,4739
67523,"",13.835142,-29.081321,6.19,9665
67537,"",13.838721,-39.900855,6.43,4865
67545,"",13.840189,5.497224,6,5055
67548,"",13.841043,58.539458,6.45,8505
67589,"",13.849804,68.3153,6.39,4526
67605,"",13.85256,34.664399,5.89,3686
67620,"",13.855656,-24.390368,6.43,5554
67627,"",13.857205,64.723272,4.58,3846
67648,"",13.860142,-36.433279,6.34,6353
67663,"",13.863117,-46.898666,5.77,13827
67664,"",13.863174,-69.401258,5.73,3447
67665,"",13.863188,34.44424,4.76,3752
67669,"",13.863779,-32.994089,4.32,13478
67696,"",13.866939,-31.619207,6.11,6378
67703,"",13.868021,-52.81153,5.26,11207
67714,"",13.871779,12.165135,6.1,9003
67778,"",13.885677,40.337977,6.48,3893
67782,"",13.886192,28.648131,5.91,7756
67786,"",13.886817,-31.927612,4.75,12041
67787,"",13.886925,17.932868,5.71,5177
67819,"",13.892437,-35.664248,5.53,6527
67836,"",13.895306,-53.373323,5.87,9406
67848,"",13.897507,53.728677,5.7,10047
67851,"",13.897806,-35.314361,6.17,4832
67861,"",13.899234,-47.128164,5.83,10458
67890,"",13.904626,-28.56959,6.05,4613
67927,"Mufrid",13.911411,18.397717,2.68,5969
67929,"",13.911707,-1.503125,5.16,4677
67942,"",13.913646,-67.6521,5.74,4008
67953,"",13.916167,-8.058852,6.19,6162
67973,"",13.920042,-52.160822,5.66,10894
68002,"",13.925667,-47.288375,2.55,15166
68009,"",13.927493,-82.66619,5.95,4142
68030,"",13.930555,14.056503,6.16,6211
68065,"",13.936242,32.032598,6.31,6724
68079,"",13.938837,-46.592948,5.82,4594
68080,"",13.938882,-54.13242,6.14,8709
68092,"",13.941077,1.050581,5.9,7668
68101,"",13.942489,-54.704665,6,5338
68103,"",13.942827,27.492082,5.02,4092
68177,"",13.957702,-23.02263,6.14,4117
68184,"",13.958911,61.492861,6.49,4774
68191,"",13.960809,-63.686696,4.71,4709
68224,"",13.966354,-25.998079,6.42,4366
68245,"",13.971186,-42.100753,3.83,19290
68269,"",13.975319,-24.972249,5.2,11263
68270,"",13.975352,-65.800665,6.2,4768
68276,"",13.977479,21.696219,5.76,9560
68279,"",13.977752,14.649275,6.01,4110
68282,"",13.977987,-44.803584,3.87,17663
68333,"",13.988187,-50.369647,5.92,4934
68380,"",13.997022,-3.549788,6.36,6344
68390,"",14.000037,-25.010403,5.77,6370
68413,"",14.004842,-61.481028,6.49,7052
68431,"",14.009124,-78.589981,6.09,9433
68455,"",14.014596,-66.26891,5.96,6958
68478,"",14.01958,27.386594,6.23,7809
68493,"",14.021962,-40.221943,6.12,4381
68498,"",14.022341,8.894906,5.98,8547
68516,"",14.026892,17.668391,6.36,4464
68520,"",14.027443,1.544532,4.23,8291
68523,"",14.028748,-45.603421,4.34,5902
68537,"",14.030746,68.678675,6.34,4140
68567,"",14.036717,45.753457,6.28,4236
68581,"",14.039662,-27.429773,5.47,4272
